"NOM";"CP";"URL";"SOUS_TYPE";"LATTI";"LONGI";"Public";"ORGANISME";"Type";"GCD";"COMMUNE"
"musée municipal des cordeliers";"17800";"www.angely.net/services-publics/culture/musee-des-cordeliers/";"Archeologie";45.942607;-0.523425;"";"";"Musée";"";"SAINT-JEAN-D_ANGELY"
"musée oléronais Aliénor d Aquitaine";"17260";"www.ile-oleron-marennes.com/preparer-mes-vacances/loisirs/patrimoine-et-musees/le-musee-de-l-ile-d-oleron-111708";"Archeologie";45.942781;-1.307498;"";"";"Musée";"";"SAINT-PIERRE-D_OLERON"
"musée du baptistère Saint-Jean";"86000";"non renseigne";"Archeologie";46.580519;0.346104;"";"";"Musée";"";"POITIERS"
"musée archéologique";"04500";"www.musees-mediterranee.org/portail/index.php?menu=1&num_musee=109";"Archeologie";43.815415;6.08717;"";"";"Musée";"";"RIEZ-LA-ROMAINE"
"musée gallo-romain - Sisteron";"04200";"www.sisteron.com/mes-loisirs/culture-patrimoine/equipements-culturels/musees-expositions";"Archeologie";44.197595;5.944839;"";"";"Musée";"";"SISTERON"
"musée-château";"06800";"www.cagnes-sur-mer.fr/culture/chateau-musee-grimaldi/";"Art";43.666892;7.145213;"";"";"Musée";"";"CAGNES-SUR-MER"
"musée de préhistoire régionale";"06500";"www.menton.fr/Musee-de-Prehistoire-Regionale.html?oaq%5Bwhat%5D=Mus%C3%A9e%20de%20Pr%C3%A9histoire";"Archeologie";43.776334;7.503564;"";"";"Musée";"";"MENTON"
"musée Jean Cocteau";"06500";"www.museecocteaumenton.fr/";"Arts décoratif";43.774945;7.508676;"";"";"Musée";"";"MENTON"
"musée d Art et d Histoire";"06230";"villefranche-sur-mer.fr/musees/";"Arts décoratif";43.701093;7.311425;"";"";"Musée";"";"VILLEFRANCHE-SUR-MER"
"musée Granet";"13080";"https://www.museegranet-aixenprovence.fr/accueil";"Archeologie";43.494315;5.410889;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée de l atelier de Paul Cézanne";"13080";"www.cezanne-en-provence.com/les-sites-de-cezanne/atelier-de-cezanne/";"Arts décoratif";43.537816;5.446601;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée camarguais";"13200";"museedelacamargue.com/";"Archeologie";43.67679;4.61542;"";"";"Musée";"";"ARLES"
"musée-fondation Louis Jou";"13520";"www.fondationlouisjou.org/";"Arts décoratif";43.744256;4.795333;"";"";"Musée";"";"LES_BAUX-DE-PROVENCE"
"Cabinet des Monnaies et Médailles";"13080";"musees.marseille.fr/cabinet-des-monnaies-et-medailles";"Archeologie";43.295789;5.383313;"";"";"Musée";"";"MARSEILLE"
"musée Ziem";"13500";"www.ville-martigues.fr/loisirs/culture/musee-ziem";"Archeologie";43.408336;5.054107;"";"";"Musée";"";"MARTIGUES"
"musée des Beaux-Arts";"83300";"www.ville-draguignan.fr/actionmunicipale/culture";"Archeologie";43.537982;6.464818;"";"";"Musée";"";"DRAGUIGNAN"
"musée municipal";"83400";"www.hyeres.fr/musee-des-cultures-et-du-paysage";"Archeologie";43.119997;6.130519;"";"";"Musée";"";"HYERES"
"musée Jean Aicard";"83130";"toulon.fr/envie-bouger/article/musee-jean-aicard-paulin-bertrand";"Arts décoratif";43.131242;5.931994;"";"";"Musée";"";"LA_GARDE"
"musée Marc Deydier";"84160";"cucuron.fr/vie-culturelle/musee-marc-deydier/";"Archeologie";43.772678;5.440606;"";"";"Musée";"";"CUCURON"
"musée Philippe de Girard";"84160";"non renseigne";"Industrie";43.76316809;5.36362671;"";"";"Musée";"";"LOURMARIN"
"musée du Bugey-Valromey";"01260";"patrimoines.ain.fr/n/musee-du-bugey-valromey/n:970";"Ethnologie";45.930633;5.727664;"";"";"Musée";"";"LOCHIEU"
"musée des mariniers et de la batellerie du Rhône";"07340";"www.serrieres.fr/Musee-des-Mariniers-et-de-la";"Arts décoratif";45.317802;4.763253;"";"";"Musée";"";"SERRIERES"
"musée archéologique";"07130";"www.grottes-musee-soyons.fr/";"Archeologie";44.887803;4.850777;"";"";"Musée";"";"SOYONS"
"musée du château des Adhémar";"26200";"www.chateaux-ladrome.fr/fr/";"Archeologie";44.556294;4.750056;"";"";"Musée";"";"MONTELIMAR"
"musée d Art Sacré";"26540";"www.mourssainteusebe.fr/un-village-qui-bouge/le-musee-darts-sacres";"Arts décoratif";45.07091;5.052549;"";"";"Musée";"";"MOURS-SAINT-EUSEBE"
"musée d’archéologie tricastine";"26130";"www.musat.fr/";"Archeologie";44.349149;4.768163;"";"";"Musée";"";"SAINT-PAUL-TROIS-CHATEAUX"
"musée de Bourgoin-Jallieu";"38300";"www.bourgoinjallieu.fr/loisirs/culture/musee";"Arts décoratif";45.586588;5.279159;"";"";"Musée";"";"BOURGOIN-JALLIEU"
"musée Géo-Charles";"38130";"www.echirolles.fr/culture-sports-loisirs/expos-et-musees/musee-geo-charles";"Art";45.14935;5.699614;"";"";"Musée";"";"ECHIROLLES"
"musée de la Résistance et de la Déportation de l Isère";"38000";"musees.isere.fr/musee/musee-de-la-resistance-et-de-la-deportation-de-lisere";"Histoire";45.190041;5.735245;"";"";"Musée";"";"GRENOBLE"
"musée des Beaux-Arts et d Archéologie";"38200";"vienne.fr/nos-services/culture/les-musees/";"Arts décoratif";45.524069;4.87462;"";"";"Musée";"";"VIENNE"
"musée lapidaire Saint-Pierre";"38200";"vienne.fr/nos-services/culture/les-musees/";"Archeologie";45.523234;4.870694;"";"";"Musée";"";"VIENNE"
"musée hospitalier";"42190";"musees-de-charlieu.webnode.fr/";"Arts décoratif";46.160301;4.17052;"";"";"Musée";"";"CHARLIEU"
"musée d Allard";"42600";"www.ville-montbrison.fr/annuaire/musee-dallard/";"Arts décoratif";45.608241;4.06195;"";"";"Musée";"";"MONTBRISON"
"musée de la Diana";"42600";"www.ladiana.com";"Archeologie";45.60543;4.066822;"";"";"Musée";"";"MONTBRISON"
"musée du vieux Pommiers";"42260";"non renseigne";"Archeologie";45.830522;4.104776;"";"";"Musée";"";"POMMIERS-EN-FOREZ"
"musée d art et industrie";"42000";"www.musee-art-industrie.saint-etienne.fr/";"Arts décoratif";45.431538;4.387485;"";"";"Musée";"";"SAINT-ETIENNE"
"musée des Civilisations : Daniel Pouget";"42120";"www.stjust-strambert.fr/sorties-et-loisirs/culture-et-evenements/musee-des-civilisations-daniel-pouget/";"Art";45.500657;4.242057;"";"";"Musée";"";"SAINT-JUST_SAINT-RAMBERT"
"musée Léon Marès";"74330";"www.chateaudemontrottier.com/";"Arts décoratif";45.89818;6.040579;"";"";"Musée";"";"LOVAGNY"
"Ecomusée de Marie-Galante";"97112";"www.destination-marie-galante.fr/site-habitation-murat.php";"Archeologie";15.876666;-61.298004;"";"";"Musée";"";"GRAND-BOURG"
"musée d archéologie précolombienne et de préhistoire de Martinique";"97200";"www.martinique.org/node/24376/PCUMAR972V5000OQ/detail/fort-de-france/musee-departemental-d-archeologie-et-de-prehistoire-de-la-martinique";"Archeologie";14.60331;-61.068675;"";"";"Musée";"";"FORT-DE-FRANCE"
"cabinet d un amateur - donation Maurice Jardot";"90000";"musees.belfort.fr";"Art";47.642439;6.855466;"";"";"Musée";"";"BELFORT"
"musée et sites archéologiques de Vieux-la-Romaine";"81140";"www.vieuxlaromaine.fr/accueil.html";"Archeologie";49.105412;-0.431321;"";"";"Musée";"";"VIEUX"
"musée Au fil du papier";"54700";"ville-pont-a-mousson.fr/fr/rb/97333/presentation-12";"Arts décoratif";48.901615;6.056259;"";"";"Musée";"";"PONT-A-MOUSSON"
"musée du textile et du peigne en corne";"09300";"www.museedutextileariege.fr/";"Art";42.929968;1.845351;"";"";"Musée";"";"LAVELANET"
"musée Jules-Desbois";"49390";"3museesinsolitesenanjou.com/musee-jules-desbois/";"Art";47.436646;0.159508;"";"";"Musée";"";"NOYANT-VILLAGES"
"musée de la préhistoire - Raymond Touchard";"86320";"www.lasabline.fr/musee-de-prehistoire";"Archeologie";46.403482;0.725666;"";"";"Musée";"";"LUSSAC-LES-CHATEAUX"
"musée du savignéen";"37340";"museedusavigneen.fr/";"Ethnologie";47.445748;0.319748;"";"";"Musée";"";"SAVIGNE-SUR-LATHAN"
"musée des travaux publics";"92400";"non renseigne";"Industrie";48.89817716;2.257985;"";"";"Musée";"";"COURBEVOIE"
"musée gallo-romain";"69560";"musee-site.rhone.fr/";"Archeologie";45.52955633;4.87315884;"";"";"Musée";"";"SAINT-ROMAIN-EN-GAL"
"musée du Moyen Age - thermes et hôtel de Cluny";"75005";"www.musee-moyenage.fr/";"Archeologie";48.850437;2.344553;"";"";"Musée";"";"PARIS"
"musée Eugène Delacroix";"75006";"www.musee-delacroix.fr/fr/";"Arts décoratif";48.854434;2.335679;"";"";"Musée";"";"PARIS"
"musée des Arts Asiatiques Guimet";"75016";"www.museeguimet.fr";"Histoire";48.86425;2.293754;"";"";"Musée";"";"PARIS"
"musée franco-américain du château de Blérancourt";"02300";"museefrancoamericain.fr/";"Histoire";49.516035;3.150459;"";"";"Musée";"";"BLERANCOURT"
"musée de la Renaissance - château d Ecouen";"95440";"musee-renaissance.fr/";"Arts décoratif";49.015862;2.378424;"";"";"Musée";"";"ECOUEN"
"musée national du château de Pau";"64000";"chateau-pau.fr/";"Arts décoratif";43.294699;-0.374378;"";"";"Musée";"";"PAU"
"musée national de la céramique";"92310";"non renseigne";"Arts décoratif";48.817037;2.205733;"";"";"Musée";"";"SEVRES"
"musée de l Orangerie des Tuileries";"75001";"www.musee-orangerie.fr/";"Art";48.868053;2.326622;"";"";"Musée";"";"PARIS"
"musée Gustave Moreau";"75009";"musee-moreau.fr/";"Art";48.877878;2.334383;"";"";"Musée";"";"PARIS"
"musée national Picasso - Paris";"75003";"www.museepicassoparis.fr/";"Archeologie";48.8597;2.362644;"";"";"Musée";"";"PARIS"
"musée national de Port-Royal des Champs";"78114";"www.port-royal-des-champs.eu/";"Histoire";48.748437;2.01579;"";"";"Musée";"";"MAGNY-LES-HAMEAUX"
"musée Clemenceau et de Lattre de Tassigny";"85390";"musee-clemenceau-delattre.fr/";"Histoire";46.675283;-0.849535;"";"";"Musée";"";"MOUILLERON-EN-PAREDS_/_MOUILLERON-_SAINT_GERMAIN"
"musée national d art moderne (centre national d’art et de culture Georges Pompidou)";"75001";"www.centrepompidou.fr/";"Art";48.86080432;2.35222354;"";"";"Musée";"";"PARIS"
"musée des arts et métiers";"75003";"www.arts-et-metiers.net/";"Arts décoratif";48.865357;2.357046;"";"";"Musée";"";"PARIS"
"musée des monnaies et médailles – La Monnaie de Paris";"75006";"www.monnaiedeparis.fr/";"Archeologie";48.857003;2.338699;"";"";"Musée";"";"PARIS"
"musée Nissim de Camondo (Union centrale des arts décoratifs)";"75008";"madparis.fr/francais/musees/musee-nissim-de-camondo/";"Arts décoratif";48.878849;2.312855;"";"";"Musée";"";"PARIS"
"musée national de La Marine";"56290";"www.musee-marine.fr/port-louis";"Histoire";47.709147;-3.362581;"";"";"Musée";"";"PORT-LOUIS"
"muséum d histoire naturelle";"76000";"museumderouen.fr/fr";"Histoire";49.447268;1.098932;"";"";"Musée";"";"ROUEN"
"muséum d histoire naturelle";"31000";"www.museum.toulouse.fr/";"Sciences de la nature";43.594189;1.448945;"";"";"Musée";"";"TOULOUSE"
"muséum des volcans";"15000";"musees.aurillac.fr/";"Sciences de la nature";44.932919;2.444912;"";"";"Musée";"";"AURILLAC"
"muséum d histoire naturelle Gabriel Foucher";"18000";"www.museum-bourges.net/";"Sciences de la nature";47.081055;2.392284;"";"";"Musée";"";"BOURGES"
"muséum d histoire naturelle";"73000";"non renseigne";"Sciences de la nature";45.563911;5.916266;"";"";"Musée";"";"CHAMBERY"
"muséum d histoire naturelle et d’ethnographie";"68000";"www.colmar.fr/musee-histoire-naturelle";"Histoire";48.073594;7.35872;"";"";"Musée";"";"COLMAR"
"musée Aquarium";"46600";"non renseigne";"Archeologie";44.854512;0.564759;"";"";"Musée";"";"CREYSSE"
"muséum d histoire naturelle Philadelphe Thomas";"81600";"www.ville-gaillac.fr/culture/museum-dhistoire-naturelle-philadelphe-thomas";"Archeologie";43.89944;1.89408;"";"";"Musée";"";"GAILLAC"
"muséum d Histoire naturelle";"13200";"musees.marseille.fr/museum-dhistoire-naturelle-mhnm-0";"Sciences de la nature";43.305143;5.394121;"";"";"Musée";"";"MARSEILLE"
"muséum d Histoire Naturelle";"44000";"museum.nantesmetropole.fr/";"Sciences de la nature";47.212385;-1.564652;"";"";"Musée";"";"NANTES"
"musée Frank A. Perret - mémorial de la catastrophe de 1902";"97250";"saintpierre-martinique.fr/musee-franck-perret/";"Histoire";14.743103;-61.175994;"";"";"Musée";"";"SAINT-PIERRE_DE_LA_MARTINIQUE"
"muséum d histoire naturelle de Toulon et du Var";"83000";"museum.var.fr/ws/home/app/collection/expo";"Sciences de la nature";43.143305;5.910861;"";"";"Musée";"";"TOULON"
"muséum d histoire naturelle";"13080";"www.aixenprovence.fr/Museum-d-histoire-naturelle-1039";"Histoire";43.533792;5.423327;"";"";"Musée";"";"AIX-EN-PROVENCE"
"muséum d histoire naturelle";"64100";"museum-ansot.bayonne.fr/";"Sciences de la nature";43.49364188;-1.47516933;"";"";"Musée";"";"BAYONNE"
"musée de géologie Pierre Vetter";"12300";"www.decazeville.fr/musee-vetter.html";"Sciences de la nature";44.555515;2.266258;"";"";"Musée";"";"DECAZEVILLE"
"musée de la Légion étrangère";"13400";"www.legion-etrangere.fr/mdl/pages_dossier.php?id=72&titre=Musee-de-la-Legion-etrangere";"Histoire";43.29353801;5.55376862;"";"";"Musée";"";"AUBAGNE_ET_PUYLOUBIER"
"musée du service de santé des Armées du Val-de-Grâce";"75005";"www.ecole-valdegrace.sante.defense.gouv.fr/bibliotheque-musee/musee-du-service-de-sante-des-armees";"Arts décoratif";48.840814;2.341091;"";"";"Musée";"";"PARIS"
"Ecomusée des Monts du Forez";"42550";"www.ecomusee-usson-en-forez.fr/";"Arts décoratif";45.392445;3.943885;"";"";"Musée";"";"USSON-EN-FOREZ"
"musée historique des tissus";"69790";"www.museedestissus.fr/";"Arts décoratif";45.753117;4.831633;"";"";"Musée";"";"LYON"
"musée de l’abbaye de Landévennec";"29560";"www.musee-abbaye-landevennec.fr/";"Archeologie";48.291351;-4.267455;"";"";"Musée";"";"LANDEVENNEC"
"musée de l Hôtel de Berny";"80000";"www.amiens.fr/Vivre-a-Amiens/Culture-Patrimoine/Etablissements-culturels/Musee-de-Picardie/Musee-de-l-Hotel-de-Berny";"Arts décoratif";49.892882;2.302463;"";"";"Musée";"";"AMIENS"
"musée de la mémoire et des industries tullistes";"19000";"cap.agglo-tulle.fr/";"Histoire";45.260441;1.751522;"";"";"Musée";"";"TULLE"
"musée Albert André";"30200";"musees.gard.fr/decouvrir-les-musees/musee-albert-andre/presentation.html";"Arts décoratif";44.161992;4.619843;"";"";"Musée";"";"BAGNOLS-SUR-CEZE"
"musée Jean Garcin 39-45 : l appel de la liberté";"84800";"www.vaucluse.fr/culture-et-patrimoine/les-musees-departementaux/le-musee-d-histoire-jean-garcin-39-45-a-fontaine-de-vaucluse-865.html";"Histoire";43.922626;5.127397;"";"";"Musée";"";"FONTAINE-DE-VAUCLUSE"
"Fondation Vasarély";"13080";"www.fondationvasarely.org/";"Art";43.52129292;5.42464478;"";"";"Musée";"";"AIX-EN-PROVENCE"
"musée alsacien";"67500";"www.ville-haguenau.fr/musee-alsacien";"Ethnologie";48.814611;7.789527;"";"";"Musée";"";"HAGUENAU"
"musée historique";"67500";"www.ville-haguenau.fr/musee-historique";"Archeologie";48.812831;7.791481;"";"";"Musée";"";"HAGUENAU"
"musée de la chartreuse";"67120";"www.chartreuse-molsheim.info";"Archeologie";48.54278;7.49023;"";"";"Musée";"";"MOLSHEIM"
"musée de l Image Populaire";"67203";"www.commune-valdemoder.fr/culture-loisirs/musee-de-l-image-populaire";"Arts décoratif";48.844834;7.611365;"";"";"Musée";"";"VAL-DE-MODER"
"cabinet des estampes et des dessins";"67000";"www.musees.strasbourg.eu/cabinet-des-estampes-et-des-dessins";"Arts décoratif";48.58123664;7.75054433;"";"";"Musée";"";"STRASBOURG"
"musée Alsacien";"67000";"www.musees.strasbourg.eu/musee-alsacien";"Ethnologie";48.579075;7.750484;"";"";"Musée";"";"STRASBOURG"
"musée de l Œuvre Notre-Dame";"67000";"www.musees.strasbourg.eu/musee-de-l-oeuvre-notre-dame";"Arts décoratif";48.58098305;7.75139111;"";"";"Musée";"";"STRASBOURG"
"musée Historique et Militaire";"68330";"www.ville-huningue.fr/fr/musee-historique-et-militaire/";"Archeologie";47.591513;7.584985;"";"";"Musée";"";"HUNINGUE"
"musée Electropolis";"68100";"www.musee-electropolis.fr/";"Arts décoratif";47.749441;7.295058;"";"";"Musée";"";"MULHOUSE"
"musée du papier peint";"68170";"www.museepapierpeint.org/fr/";"Art";47.744135;7.397424;"";"";"Musée";"";"RIXHEIM"
"musée Paul Reclus";"24250";"www.sarlat.info/decouvrir/musees/musee-paul-reclus-a-domme/";"Histoire";44.803211;1.214147;"";"";"Musée";"";"DOMME"
"musée départemental de la Poupée et du Jouet";"24300";"non renseigne";"Arts décoratif";45.527264;0.660717;"";"";"Musée";"";"NONTRON"
"musée de site médiéval";"24440";"non renseigne";"Archeologie";44.77393;0.815624;"";"";"Musée";"";"SAINT-AVIT-SENIEUR"
"musée archéologique";"33540";"non renseigne";"Archeologie";44.748299;-0.074554;"";"";"Musée";"";"BLASIMON"
"centre national Jean Moulin";"33000";"www.bordeaux.fr/p63906/centre-jean-moulin";"Histoire";44.838651;-0.577869;"";"";"Musée";"";"BORDEAUX"
"musée Municipal";"33190";"non renseigne";"Archeologie";44.581128;-0.041074;"";"";"Musée";"";"LA_REOLE"
"atelier- musée";"40430";"non renseigne";"Histoire";44.262826;-0.520865;"";"";"Musée";"";"LUXEY"
"musée municipal";"40500";"www.saint-sever.fr/Histoire-et-Patrimoine/Les-monuments/Le-couvent-des-Jacobins";"Archeologie";43.758542;-0.572168;"";"";"Musée";"";"SAINT-SEVER"
"musée archéologique";"40460";"www.musee-lac-sanguinet.fr/";"Archeologie";44.483822;-1.075791;"";"";"Musée";"";"SANGUINET"
"musée départemental de la Faïence et des Arts de la table";"40320";"www.landes.fr/musee-faience-samadet";"Arts décoratif";43.641006;-0.510832;"";"";"Musée";"";"SAMADET"
"musée du château";"47600";"chateau-nerac.fr/venir-au-musee/";"Archeologie";44.135038;0.339995;"";"";"Musée";"";"NERAC"
"musée municipal";"47500";"www.sauveterre-prehistoire.fr/";"Archeologie";44.597987;1.017451;"";"";"Musée";"";"SAUVETERRE-LA-LEMANCE"
"musée municipal";"64260";"www.museearudy.com/?page=decouverte";"Histoire";43.105742;-0.427534;"";"";"Musée";"";"ARUDY"
"musée des arts africains et asiatiques (maison du missionnaire)";"03200";"musee-aaa.com/";"Arts décoratif";46.128104;3.419803;"";"";"Musée";"";"VICHY"
"musée d art et d archéologie";"15000";"musees.aurillac.fr/";"Archeologie";44.925394;2.441947;"";"";"Musée";"";"AURILLAC"
"Ecomusée de la Margeride";"15320";"ecomuseedemargeride.fr/";"Histoire";45.000522;3.224427;"";"";"Musée";"";"RUYNES-EN-MARGERIDE"
"musée des Manufactures de Dentelle";"43130";"www.ville-retournac.fr/musee-des-manufactures-de-dentelles-mairie-retournac-43_fr.html";"Arts décoratif";45.202566;4.035268;"";"";"Musée";"";"RETOURNAC"
"musée d art Roger-Quillot";"63000";"www.clermontmetropole.eu/bouger-se-divertir/le-dynamisme-culturel/les-musees-de-clermont-auvergne-metropole/marq-musee-dart-roger-quilliot/";"Archeologie";45.793027;3.07827;"";"";"Musée";"";"CLERMONT-FERRAND"
"musée de céramique gallo-romaine";"63190";"musee-ceramique.puy-de-dome.fr/le-musee.html";"Archeologie";45.827628;3.383654;"";"";"Musée";"";"LEZOUX"
"musée Marcel-Sahut";"63530";"www.ville-volvic.fr/musee-marcel-sahut";"Arts décoratif";45.872614;3.038881;"";"";"Musée";"";"VOLVIC"
"musée Alésia - centre d interprétation";"21150";"www.alesia.com";"Archeologie";47.536592;4.469595;"";"";"Musée";"";"ALISE-SAINTE-REINE"
"musée de la sidérurgie en Bourgogne du Nord";"21500";"www.grandeforgedebuffon.fr/";"Histoire";47.649485;4.260891;"";"";"Musée";"";"BUFFON"
"musée de la vie bourguignonne";"21000";"vie-bourguignonne.dijon.fr/";"Histoire";47.317415;5.037131;"";"";"Musée";"";"DIJON"
"musée Buffon";"21500";"www.musee-parc-buffon.fr/";"Histoire";47.62578588;4.33698594;"";"";"Musée";"";"MONTBARD"
"musée de la Loire";"58200";"www.museedelaloire.fr/";"Arts décoratif";47.410548;2.922768;"";"";"Musée";"";"COSNE-COURS-SUR-LOIRE"
"musée de la faïence Frédéric Blandin";"58000";"culture.nevers.fr/musee/";"Archeologie";46.98629;3.155037;"";"";"Musée";"";"NEVERS"
"musée Lapidaire Saint-Nicolas";"71400";"www.museerolin.fr/node/132";"Archeologie";46.955328;4.300179;"";"";"Musée";"";"AUTUN"
"musée Nicéphore Niépce";"71100";"www.museeniepce.com/";"Art";46.780045;4.855727;"";"";"Musée";"";"CHALON-SUR-SAONE"
"musée d Art et d Archéologie";"71250";"www.cluny.fr/musee-d-art-et-d-archeologie";"Archeologie";46.433938;4.658048;"";"";"Musée";"";"CLUNY"
"écomusée de la communauté Le Creusot - Monceau-les-Mines";"71200";"www.ecomusee-creusot-montceau.fr/spip.php?rubrique51";"Arts décoratif";46.80448;4.428059;"";"";"Musée";"";"LE_CREUSOT"
"Ecomusée de la Bresse Bourguignonne";"71270";"www.ecomusee-bresse71.fr/";"Arts décoratif";46.88298;5.261603;"";"";"Musée";"";"PIERRE-DE-BRESSE"
"musée du Terroir";"71470";"www.ecomusee-bresse71.fr/";"Archeologie";46.503251;5.067591;"";"";"Musée";"";"ROMENAY"
"musée de l Avallonnais Jean Després";"89200";"ville-avallon.fr/musee-de-lavallonnais-jean-despres/";"Archeologie";47.486968;3.906795;"";"";"Musée";"";"AVALLON"
"musée d art et d histoire";"22000";"www.saint-brieuc.fr/ville-dynamique/equipements-culturels/musee-dart-et-dhistoire/";"Histoire";48.512139;-2.762171;"";"";"Musée";"";"SAINT-BRIEUC"
"musée des Jacobins";"29600";"musee.ville.morlaix.fr";"Archeologie";48.577242;-3.825317;"";"";"Musée";"";"MORLAIX"
"musée de l Ecole Rurale en Bretagne";"29560";"musee-ecole.fr/";"Histoire";48.244359;-4.225057;"";"";"Musée";"";"TREGARVAN"
"musée de préhistoire Miln-le-Rouzic";"56340";"www.museedecarnac.com/";"Archeologie";47.584022;-3.0785;"";"";"Musée";"";"CARNAC"
"musée de la Résistance bretonne";"54800";"www.resistance-bretonne.com/";"Histoire";47.800618;-2.432273;"";"";"Musée";"";"SAINT-MARCEL"
"musée d histoire et d archéologie";"56000";"www.mairie-vannes.fr/vannesloisirs/musees/musee-dhistoire-et-darcheologie/";"Archeologie";47.656705;-2.757726;"";"";"Musée";"";"VANNES"
"musée des arts décoratifs";"18000";"www.bourges.fr/site/musee-arts-decoratifs";"Arts décoratif";47.084683;2.398383;"";"";"Musée";"";"BOURGES"
"musée Emile Chénon";"18370";"musee-emile-chenon.fr";"Archeologie";46.5614;2.196543;"";"";"Musée";"";"CHATEAUMEILLANT"
"musée d’art et d’histoire de Dreux";"28100";"www.dreux.com/le-musee";"Archeologie";48.733472;1.368066;"";"";"Musée";"";"DREUX"
"musée George Sand et de la vallée noire";"36400";"www.museegeorgesand.fr";"Histoire";46.581939;1.989964;"";"";"Musée";"";"LA_CHATRE"
"musée de la poste";"37400";"www.ville-amboise.fr/58-719/fiche/noel-blanc-le-musee-de-la-poste-se-devoile.htm";"Ethnologie";47.413925;0.985929;"";"";"Musée";"";"AMBOISE"
"Le Carroi. musée d arts et d histoire";"37500";"www.chinon-vienne-loire.fr/culture/musee-le-carroi/presentation-du-musee/";"Arts décoratif";47.167125;0.23767;"";"";"Musée";"";"CHINON"
"musée Descartes";"37160";"museedescartes.wixsite.com/museedescartes";"Art";46.972623;0.699988;"";"";"Musée";"";"DESCARTES"
"musée archéologique";"41140";"www.museescentre.com/lesmuseesenregion/p%C3%B4le-arch%C3%A9ologique-de-th%C3%A9s%C3%A9e----mus%C3%A9e-municipal-et-site-d%C3%A9partemental";"Archeologie";47.32849039;1.30655506;"";"";"Musée";"";"THESEE"
"musée de la marine de Loire";"45110";"www.musee-marinedeloire.fr/";"Arts décoratif";47.865212;2.219187;"";"";"Musée";"";"CHATEAUNEUF-SUR-LOIRE"
"musée des beaux-arts";"45000";"www.orleans-metropole.fr/culture/musees-expositions/le-musee-des-beaux-arts";"Arts décoratif";47.901573;1.90861;"";"";"Musée";"";"ORLEANS"
"hôtel Cabu. musée d’histoire et d’archéologie";"45000";"www.orleans-metropole.fr/culture/musees-expositions/hotel-cabu-musee-dhistoire-et-darcheologie";"Archeologie";47.900952;1.905193;"";"";"Musée";"";"ORLEANS"
"Musée du Feutre";"16310";"www.mouzon.fr/presentation-du-musee.html";"Art";49.605919;5.074601;"";"";"Musée";"";"MOUZON"
"musée municipal";"51000";"www.chalonsenchampagne.fr/culture/musees";"Archeologie";48.956391;4.364203;"";"";"Musée";"";"CHALONS-EN-CHAMPAGNE"
"musée Saint-Remi";"51100";"musees-reims.fr/fr/musees/musee-saint-remi/";"Archeologie";49.243111;4.040351;"";"";"Musée";"";"REIMS"
"musée municipal";"52400";"bourbonne.com/detente/culture/";"Archeologie";47.942274;5.732204;"";"";"Musée";"";"BOURBONNE-LES-BAINS"
"musée d’ethnographie corse";"20200";"musee.bastia.corsica/fr/accueil-885.html";"Archeologie";42.693145;9.450578;"";"";"Musée";"";"BASTIA"
"musée du temps";"25000";"www.mdt.besancon.fr/";"Arts décoratif";47.235978;6.0268;"";"";"Musée";"";"BESANÇON"
"musée de la résistance et de la déportation";"25210";"www.citadelle.com/fr/le-musee-de-la-resistance-et-de-la-deportation.html";"Histoire";47.22933848;6.03523661;"";"";"Musée";"";"BESANÇON"
"musée Beurnier-Rossel";"25200";"www.montbeliard.fr/mes-sorties-mes-activites/musees-de-montbeliard.html";"Arts décoratif";47.509957;6.797684;"";"";"Musée";"";"MONTBELIARD"
"musée de la Vigne et du Vin";"39600";"www.arbois.fr/musee-de-la-vigne-et-du-vin-du-jura.htm";"Arts décoratif";46.902412;5.773686;"";"";"Musée";"";"ARBOIS"
"musée de l artisanat jurassien";"39210";"non renseigne";"Ethnologie";46.70795;5.648585;"";"";"Musée";"";"BAUME-LES-MESSIEURS"
"musée des Beaux-Arts";"39000";"www.lonslesaunier.fr/les-musees/musee-des-beaux-arts/";"Art";46.675861;5.553907;"";"";"Musée";"";"LONS-LE-SAUNIER"
"musée municipal";"77167";"www.musee-poligny.fr/";"Archeologie";46.836426;5.708802;"";"";"Musée";"";"POLIGNY"
"musée de la Tour des Echevins";"70300";"www.ville-luxeuil-les-bains.fr/musees.htm";"Archeologie";47.816821;6.380482;"";"";"Musée";"";"LUXEUIL-LES-BAINS"
"musée Frédéric Japy";"90500";"www.mairie-beaucourt.fr/culture/";"Ethnologie";47.485011;6.922453;"";"";"Musée";"";"BEAUCOURT"
"musée d art et d histoire";"90000";"musees.belfort.fr/musee-s-961.html";"Archeologie";47.63757;6.867072;"";"";"Musée";"";"BELFORT"
"musée municipal des Capucins";"77120";"www.coulommiers.fr/loisirs/patrimoine/le-musee/";"Archeologie";48.810834;3.086974;"";"";"Musée";"";"COULOMMIERS"
"Ecomusée";"77176";"non renseigne";"Archeologie";48.599142;2.570872;"";"";"Musée";"";"SAVIGNY-LE-TEMPLE"
"musée d Art et d Histoire";"78300";"musees.ville-poissy.fr/fr/histoire-de-la-collection";"Archeologie";48.92797;2.044648;"";"";"Musée";"";"POISSY"
