"TYPE_DOMAINE";"SOUS_TYPE";"NOM";"URL";"LATTI";"LONGI";"JAUGE";"COMMUNE";"CP";"GCD";"ORGANISME";"Public"
"Theatre";"Danse.Musique.Theatre";"Tropiques Atrium Scène nationale";"";14.605226;-61.06582143;1234;"Fort-de-France";"97200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Cour des Trois Coquins";"";45.77952226;3.10809068;418;"Clermont-Ferrand";"63100";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Le Cabaret Aléatoire";"";43.3097312;5.39070494;;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace-Salle de spectacle Galilée";"";45.85689995;3.54444784;880;"Dorat";"63300";"6 - Rural à habitat dispersé";"";""
"Theatre";"Musique";"Le Cargo";"";49.180456;-0.340337;;"Caen";"14000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Relais culturel - Théâtre de Hagueneau";"";48.81292843;7.7887084;458;"Haguenau";"67500";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Musique";"La Sirène";"";46.1602558;-1.21575762;;"La_Rochelle";"17000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel - Schiltigheim Culture-Le Cheval blanc";"";48.60625035;7.75178548;173;"Schiltigheim";"67300";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Théatre Barbey";"";44.82738053;-0.5629024;;"Bordeaux";"33000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Maillon";"";48.59872937;7.7610217;950;"Strasbourg";"67100";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Victoire 2";"";43.573559;3.853334;;"Saint-Jean-de-Védas";"34430";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espaces culturels Thann-Cernay";"";47.8057466;7.10159867;540;"Leimbach";"68800";"3 - Petites villes";"";""
"Theatre";"Musique";"Stéreolux";"";47.20488531;-1.56334459;;"Nantes";"44000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Passerelle";"";47.74944033;7.41232939;;"Rixheim";"68170";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Les Docks";"";44.44466542;1.43300684;;"Cahors";"46000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Sémaphore";"";45.667045;4.812554;386;"Irigny";"69540";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Le Gueulard +";"";49.34100219;6.05117398;;"Nilvange";"57240";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Polaris";"";45.66446426;4.8957854;423;"Corbas";"69960";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Le Grand Mix";"";50.72551953;3.1547106;;"Tourcoing";"59200";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"L ouvre- Boîte";"";49.43798204;2.09962668;;"Beauvais";"60000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre Les Arts-Théâtre";"";46.40149873;4.56181569;287;"Bergesserin";"71250";"6 - Rural à habitat dispersé";"";""
"Theatre";"Danse";"Ccn - Grenoble : Ccn 2";"";45.17196856;5.73371995;;"Grenoble";"38000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Nantes";"";47.2263306;-1.56234974;;"Nantes";"44000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn -  Havre : Le Phare";"";49.49236112;0.13512564;;"Le_Havre";"76620";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Créteil";"";48.78481856;2.45218278;;"Créteil";"94000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn : L atelier de Paris";"";48.83473338;2.44893965;;"Paris";"75012";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre Dramatique National Besançon Franche-Comté";"";47.24047669;6.03386448;;"Besançon";"25000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"La Comédie de Valence";"";44.9348416;4.89191281;;"Valence";"26000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Comédie de Colmar - Centre Dramatique National Grand-Est Alsace";"";48.08255284;7.35202186;;"Colmar";"68000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre Dramatique National de Normandie-Rouen";"";49.44657345;1.10057238;;"Rouen";"76000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Tréteaux de France";"";48.91182186;2.39627749;;"Aubervilliers";"93300";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre des Quartiers D Ivry – Centre Dramatique National du Val de Marne";"";48.80901944;2.39086328;;"Ivry-sur-Seine";"94200";"1 - Grands centres urbains";"";""
"Theatre";"Arts de la rue";"Sur Le Pont";"";46.15290684;-1.15653143;;"La_Rochelle";"17000";"1 - Grands centres urbains";"";""
"Theatre";"Arts de la rue";"La Paperie";"";47.45967704;-0.511192;;"Saint-Barthélemy-d_Anjou";"49124";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Miranda / Théâtre de la Cité-Théâtre de la Cité";"";43.70186736;7.26389275;180;"Nice";"06100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"R de la Mer / Compagnie Théâtre de la Mer";"";43.30266582;5.37096137;;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Badaboum Théâtre";"";43.29300432;5.37064788;100;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Tanit Théâtre";"";49.12845964;0.24767603;48;"Beuvillers";"14100";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Compagnie Théâtre 2 l acte / Le Ring";"";43.62196537;1.40465713;100;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Les Vagabonds / Théâtre du Pavé";"";43.58069817;1.44783919;258;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie les Perles de Verre / La Baignoire";"";43.60508602;3.87231327;49;"Montpellier";"34090";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Theatre Dromesko";"";48.07868721;-1.71551096;450;"Saint-Jacques-de-la-Lande";"35136";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie José Manuel Cano Lopez / Le Plessis-Théâtres";"";47.38264417;0.6605103;72;"La_Riche";"37520";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Effigie(s) Théâtre / La Fabrique";"";47.82616874;1.6964535;143;"Baccon";"45130";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre de la Presqu île";"";48.91632678;-1.4342777;60;"Cérences";"50510";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Facteur Théâtre";"";49.23910719;4.0089026;19;"Reims";"51100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre du Tiroir / Petit Théâtre Jean Macé";"";48.0745296;-0.77591102;110;"Laval";"53000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Oiseau Mouche";"";50.6932066;3.18437344;124;"Roubaix";"59100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie du Centre du Théâtre de l Opprimé / Théâtre de l Opprimé";"";48.84317433;2.3830476;75;"Paris";"75012";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Plasticiens Volants / Usine de l Emancipation";"";43.76575218;1.97513009;205;"Busque";"81300";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre du Rond Point";"";44.38600911;4.99069189;160;"Grillon";"84600";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Théâtre du Sablier";"";44.13496524;4.80512858;50;"Orange";"84100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre du Pilier / Théâtre de l Espace La Savoureuse";"";47.74396365;6.82734551;218;"Auxelles-Bas";"90200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Compagnie Patrick Schmitt / Théâtre La Forge";"";48.89212598;2.19795605;120;"Nanterre";"92000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Langajà Groupement / Théâtre Le Colombier";"";48.8705675;2.41845785;60;"Bagnolet";"93170";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.55104677;6.98867055;;"Cannes";"06400";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.65779598;6.92615748;;"Grasse";"06130";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.23909638;4.66832061;;"Annonay";"07100";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.234626;4.706542;;"Bar-sur-Aube";"10200";"5 - Bourgs ruraux";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.520437;3.725765;;"Romilly-sur-Seine";"10100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.2937787;4.05597912;;"Sainte-Savine";"10300";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.30051049;4.0713111;;"Troyes";"10000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.52567404;5.43943672;;"Aix-en-Provence";"13080";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.29071014;5.5691878;;"Aubagne";"13400";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.29544655;5.38281442;;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.17952;-0.37240119;;"Caen";"14000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.83917665;-0.8934621;;"Vire_Normandie";"14500";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.64817822;0.15304059;;"Angoulême";"16000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.74494078;-0.63400271;;"Saintes";"17100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.15933451;1.53473413;;"Brive-la-Gaillarde";"19100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.02683674;4.83830527;;"Beaune";"21200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.32793943;5.05014344;;"Dijon";"21000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.7300203;-3.45412091;;"Lannion";"22300";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.51492823;-2.77831079;;"Saint-Brieuc";"22000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.20344145;0.66564014;;"Chancelade";"24650";"4 - Ceintures urbaines";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.18053353;0.71898226;;"Périgueux";"24000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.0220543;1.15098626;;"Evreux";"27000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.44328974;1.48994111;;"Chartres";"28000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.4398116;1.4627608;;"Lucé";"28110";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.61048906;3.87404249;;"Montpellier";"34090";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.09002441;-1.62245474;;"Chantepie";"35135";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.65112959;-2.07918089;;"Redon";"35600";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.1141047;-1.67689213;;"Rennes";"35000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";46.39111466;5.86341519;;"Saint-Claude";"39200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.896897;-0.493175;;"Mont-de-Marsan";"40000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.52347675;4.27265372;;"Andrézieux-Bouthéon";"42160";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.43055187;4.39524784;;"Saint-Etienne";"42100";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.9978481;2.73174864;;"Montargis";"45200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.86601489;1.89573425;;"Olivet";"45160";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";44.50043187;0.16320264;;"Marmande";"47200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.47052649;-0.53932062;;"Angers";"49000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.059504;-0.884001;;"Cholet";"49300";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.29790967;-0.61173788;;"Mayenne";"53100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.12063547;6.18101698;;"Metz";"57070";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";50.66204598;3.09528358;;"Marcq-en-Baroeul";"59700";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";50.643828;3.116514;;"Mons-en-Baroeul";"59370";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";50.66483587;3.11835029;;"Wasquehal";"59290";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";50.29543936;2.77901335;;"Arras";"62000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";50.72391561;1.60937346;;"Boulogne-sur-Mer";"62200";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";42.69476802;2.89024198;;"Perpignan";"66000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.539821;7.783461;;"Strasbourg";"67100";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.07527028;7.35507642;;"Colmar";"68000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.7431743;4.97031561;;"Chassieu";"69680";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.6991012;4.94289495;;"Saint-Priest";"69800";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";46.95628195;4.29859648;;"Autun";"71400";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";46.80744403;4.42968728;;"Le_Creusot";"71200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.69253205;5.91435725;;"Aix-les-Bains";"73100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.49512791;0.12828192;;"Le_Havre";"76610";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.42087555;1.09066069;;"Sotteville-lès-Rouen";"76300";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.846954;2.672824;;"Bussy-Saint-Martin";"77600";"4 - Ceintures urbaines";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.76939878;2.03967826;;"Montigny-le-Bretonneux";"78180";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.45313769;5.85888437;;"Saint-Maximin-la-Sainte-Baume";"83470";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.128645;5.93356;;"Toulon";"83100";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";43.82753522;5.03992802;;"Cavaillon";"84300";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";45.83238285;1.25887865;;"Limoges";"87000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.17083837;6.45122076;;"Epinal";"88000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";47.48768973;3.90736972;;"Avallon";"89200";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.4937947;2.19356979;;"Etréchy";"91580";"3 - Petites villes";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.6234608;2.43027523;;"Evry-Courcouronnes";"91000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.70030447;2.41953519;;"Vigneux-sur-Seine";"91270";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.71248295;2.48788439;;"Yerres";"91330";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.74443939;2.3028249;;"Antony";"92160";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.79581982;2.30485932;;"Bagneux";"92220";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.7788842;2.31753055;;"Bourg-la-Reine";"92340";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.79907022;2.25950433;;"Clamart";"92140";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.92640388;2.29329172;;"Gennevilliers";"92230";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.8253224;2.27004783;;"Issy-les-Moulineaux";"92130";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.91466615;2.4691837;;"Bobigny";"93000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.90122183;2.47935254;;"Bondy";"93140";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.92027343;2.53388689;;"Livry-Gargan";"93190";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.85864535;2.43652808;;"Montreuil";"93100";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.89722845;2.40212501;;"Pantin";"93500";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.93578698;2.35124707;;"Saint-Denis";"93210";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.78982631;2.4532808;;"Créteil";"94000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.75530634;2.32628317;;"Fresnes";"94260";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.78034702;2.33913;;"L_Haÿ-les-Roses";"94240";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.79802785;2.36637499;;"Villejuif";"94800";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.94221809;2.25215457;;"Argenteuil";"95100";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.14594483;1.97764319;;"Marines";"95640";"5 - Bourgs ruraux";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";48.98280937;2.38079086;;"Sarcelles";"95200";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Orléans";"";47.90225179;1.91283791;;"Orléans";"45100";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Nancy : Ballet de Lorraine";"";48.69614659;6.19040683;;"Nancy";"54000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Roubaix : Ballet du Nord";"";50.69088179;3.16383894;;"Roubaix";"59100";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn: Chorege";"";48.89466064;-0.19575517;;"Falaise";"14700";"3 - Petites villes";"";""
"Theatre";"Danse";"Cdcn : La Briqueterie";"";48.80547897;2.37481294;;"Vitry-sur-Seine";"94400";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"La Criée - Théâtre National de Marseille";"";43.29251438;5.36813123;;"Marseille";"13007";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Comédie de Caen - Cdn de Normandie";"";49.2035348;-0.3329459;;"Hérouville-Saint-Clair";"14200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Olympia - Centre Dramatique National de Tours";"";47.39356576;0.68869857;;"Tours";"37000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Nouvelle Génération (Tng)";"";45.7769606;4.80335978;;"Lyon";"69009";"1 - Grands centres urbains";"";""
"Theatre";"Arts de la rue";"Quelques p Arts";"";45.26932387;4.65783534;;"Boulieu-lès-Annonay";"07100";"3 - Petites villes";"";""
"Theatre";"Arts de la rue";"Les Pronomade(S)";"";43.04978256;0.74262101;;"Encausse-les-Thermes";"31160";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Association Expansion artistique-Centre culturel Voltaire";"";49.46733369;1.05131674;492;"Déville-lès-Rouen";"76250";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel La Ferme Corsange";"";48.84775803;2.82537641;235;"Bailly-Romainvilliers";"77700";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Salle Jacques Brel-Salle de spectacle";"";48.85420642;2.59592129;662;"Champs-sur-Marne";"77420";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Dammaries-lès-Lys-Espace Pierre Bacheret";"";48.51800125;2.62516518;3500;"Dammarie-les-Lys";"77190";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Luxembourg";"";48.95485052;2.87887107;708;"Mareuil-lès-Meaux";"77100";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Espace Horizon-Salle de spectacle";"";48.76352103;2.67537067;500;"Ozoir-la-Ferrière";"77330";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Ferme des jeux";"";48.52731918;2.6888749;462;"La_Rochette";"77000";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Colombier";"";48.96737558;1.68009966;200;"Boinvilliers";"78200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Ferme de Bel Ebat";"";48.77030311;2.06999718;352;"Guyancourt";"78280";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Maisons-Laffitte-Centre Montesquieu";"";48.9580751;2.15058463;200;"Le_Mesnil-le-Roi";"78600";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Merise";"";48.77677197;1.98555853;1000;"Trappes";"78190";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Onde - Théâtre et Centre d art";"";48.78229548;2.17989227;847;"Vélizy-Villacoublay";"78140";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Les Docks";"";49.90776053;2.51199859;;"Aubigny";"80800";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Espace Apollo";"";43.49353698;2.37529453;;"Mazamet";"81200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Centre culturel de Moissac-Hall de Paris";"";44.10365903;1.08625529;700;"Boudou";"82200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Service culturel durance Luberon Verdon Agglomération-Moulin Saint André";"";43.72848532;5.81295414;160;"Artigues";"83560";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre Marelios";"";43.128287;5.990464;198;"La_Valette-du-Var";"83160";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Carpentras-Espace Auzon";"";44.05757738;5.04390553;800;"Carpentras";"84200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Service culturel de Carpentras-Théâtre de la Charité";"";44.05476158;5.05004647;100;"Carpentras";"84200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Espace culturel et de Congrés René Cassin - La Gare-Théâtre Municipal";"";46.46751176;-0.81089484;257;"Auchay-sur-Vendée";"85200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Espace culturel et de Congrés René Cassin - La Gare";"";46.46201807;-0.79326015;2991;"Auchay-sur-Vendée";"85200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Service culturel de Saint-Germain-lès-Arpajon-Espace Olympe de Gouges";"";48.594828;2.259423;250;"Saint-Germain-lès-Arpajon";"91180";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre des Sablons";"";48.88345958;2.27593674;760;"Neuilly-sur-Seine";"92200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Puteaux-Palais de la Culture";"";48.88338715;2.23707613;;"Puteaux";"92800";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Sèvres Espace Loisirs";"";48.82438714;2.21524787;385;"Sèvres";"92310";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre municipal André Malraux";"";48.88395886;2.52993929;689;"Gagny";"93220";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre municipal Berthelot - Jean Guerrin";"";48.8560477;2.4378298;210;"Montreuil";"93100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace Paul Eluard";"";48.95166029;2.38112503;500;"Stains";"93240";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espaces V - Roger Lefort";"";48.96142003;2.55427244;794;"Villepinte";"93420";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace Jean Vilar";"";48.80116041;2.33061148;352;"Arcueil";"94110";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel du Forum";"";48.75346866;2.50268558;;"Boissy-Saint-Léger";"94470";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Champigny-sur-Marne-Centre culturel Jean-Vilar";"";48.8177769;2.48981791;;"Champigny-sur-Marne";"94500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Vincennes Culture-Auditorium Jean Pierre Miquel";"";48.84816267;2.43924704;300;"Créteil";"94000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Vincennes Culture-Centre culturel Georges Pompidou";"";48.84848961;2.43596376;523;"Créteil";"94000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel Aragon Triolet";"";48.74516605;2.40809086;466;"Orly";"94310";"1 - Grands centres urbains";"";""
