"TYPE_DOMAINE";"SOUS_TYPE";"NOM";"URL";"LATTI";"LONGI";"JAUGE";"COMMUNE";"CP";"GCD";"ORGANISME";"Public"
"Theatre";"Théâtre";"Anthéa";"";43.59160412;7.11973369;1400;"Antibes";"06160";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Rutebeuf";"";48.9019363;2.30914246;620;"Clichy";"92110";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Salle le Bournot";"";44.620451;4.39201;150;"Aubenas";"07200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Maison du Théâtre et de la danse";"";48.95579493;2.32636351;208;"Epinay-sur-Seine";"93800";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"MJC Calonne";"";49.69974977;4.94429491;210;"Balan";"08200";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Service culturel de Pantin-Théâtre du Fil de l eau";"";48.89538683;2.41094452;230;"Pantin";"93500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de Charleville Mézières";"";49.77404542;4.71833668;660;"Charleville-Mézières";"08000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre des 2 Rives";"";48.82344167;2.41043114;607;"Charenton-le-Pont";"94220";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Maison du Boulanger - Centre culturel-Théâtre de Champagne";"";48.3003892;4.07545699;1080;"Troyes";"10000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de Saint-Maur-des Fossés";"";48.79951513;2.49184806;780;"Saint-Maur-des-Fossés";"94100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre du Gymnase-Bernardines-Les Bernardines";"";43.29675178;5.38141012;98;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Sud-Est Théâtre";"";48.73311912;2.4491036;535;"Villeneuve-Saint-Georges";"94190";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de l Odéon";"";43.2980021;5.38473318;774;"Marseille";"13200";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace Daniel Sorano";"";48.84968039;2.43572397;280;"Vincennes";"94300";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"A4 - Spectacles Vivants en Vals de Saintonge";"";45.94403257;-0.52284552;400;"Antezant-la-Chapelle";"17400";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Service culturel de Villiers-le-Bel";"";49.002281;2.417683;90;"Arnouville";"95400";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel d Ussel";"";45.54531972;2.3106886;180;"Aix";"19200";"7 - Rural à habitat très dispersé";"";""
"Theatre";"Théâtre";"Espace Saint-Exupéry";"";48.9855399;2.23129336;423;"Franconville";"95130";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Quetigny-Espace Mendès-France";"";47.31844591;5.10567278;600;"Chevigny-Saint-Sauveur";"21800";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Espace Lino Ventura";"";48.97655209;2.39279353;;"Garges-lès-Gonesse";"95140";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel Michel Manet-Auditorium - Espace François Mitterand";"";44.84502287;0.48001312;248;"Bergerac";"24100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Service culturel d Herblay-Espace André Malraux (EAM) - Salle de spectacle La Luciole";"";48.99137853;2.17489271;106;"Herblay-sur-Seine";"95220";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Morteau-Théâtre de morteau";"";47.056671;6.603771;342;"La_Chenalotte";"25500";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre de Jouy";"";49.011314;2.043572;404;"Jouy-le-Moutier";"95280";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Eclat";"";49.35575622;0.51808365;365;"Aizier";"27500";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Centre culturel L Orangerie";"";49.0021953;2.51940808;416;"Roissy-en-France";"95700";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Service culturel de Châteaudun-Espace Malraux";"";48.06679428;1.33252965;981;"Châteaudun";"28200";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Espace Avel Vor";"";48.37114398;-4.3621178;2500;"Loperhet";"29470";"5 - Bourgs ruraux";"";""
"Theatre";"Danse.Musique.Theatre";"Grand Theatre de Tours";"";47.39457369;0.68992594;;"Tours";"37000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace culturel Altigone";"";43.55324969;1.52909661;560;"Auzielle";"31650";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Service culturel de Lespinasse-Centre culturel";"";43.70679965;1.38628131;100;"Bruguières";"31150";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Théâtre Sorano";"";43.59404805;1.44964519;430;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Direction de l Animation Socioculturelle de la Mairie de Toulouse-Centre culturel Henri-desbals";"";43.57945269;1.41181363;;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Direction de l Animation Socioculturelle de la Mairie de Toulouse-Centre culturel des Mazades";"";43.62373465;1.439146;530;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Carmes";"";44.5553352;-0.24517093;460;"Bieujac";"33210";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Service culturel d Eysines-Théâtre Jean Vilar";"";44.879107;-0.637732;490;"Eysines";"33320";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Pessac-Le Galet";"";44.80824684;-0.64964923;386;"Pessac";"33600";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre municipal de Béziers";"";43.34398142;3.21508848;472;"Béziers";"34500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Jacques Coeur";"";43.574845;3.899253;;"Lattes";"34970";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Henri Maurin-Salle de spectacle";"";43.35458851;3.53073478;199;"Marseillan";"34340";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Centre culturel de Liffré-Salle de spectacle";"";48.20851263;-1.5059561;340;"Ercé-près-Liffré";"35340";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Centre culturel Fougères Agglomération-Théâtre Victor Hugo";"";48.35452442;-1.20285856;289;"Fougères";"35300";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Agora-Salle de spectacle Georges Brassens - Collège Georges Brassens";"";48.09981879;-1.79600546;240;"Le_Rheu";"35650";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Pléiade";"";47.13623913;0.30841188;300;"Anché";"37500";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Espace Culturel Le Coléo-Coléo";"";45.43416436;6.00649327;468;"Barraux";"38530";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Théâtre en rond";"";45.20794828;5.6592998;361;"Engins";"38360";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Heure Bleue";"";45.17068611;5.75185388;520;"Saint-Martin-d_Hères";"38400";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Le Parnasse";"";44.20066181;-1.22754467;;"Aureilhan";"40200";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Théâtre du Parc";"";45.52559267;4.25764666;360;"Andrézieux-Bouthéon";"42160";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Maison de la culture Le Corbusier";"";45.38326625;4.28917832;200;"Firminy";"42700";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Nouvel Espace Culturel";"";45.47313986;4.37971974;;"Saint-Priest-en-Jarez";"42270";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Quartier Libre";"";47.36356092;-1.18846506;490;"Ancenis-Saint-Géréon";"44150";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Théâtre La Fleuriaye";"";47.30000736;-1.5013043;814;"Carquefou";"44470";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre Boris Vian";"";47.21703867;-1.72857022;240;"Couëron";"44220";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Centre culturel Athanor";"";47.33085496;-2.42622797;350;"Guérande";"44350";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Astrolabe – Services culturels du Grand-Figeac-Salle Balène";"";44.60735883;2.0332069;;"Béduer";"46100";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Jardin de Verre";"";47.06265744;-0.88107513;224;"Cholet";"49300";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre Philippe Noiret";"";47.19510606;-0.2771696;324;"Doué-en-Anjou";"49700";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Théâtre des Dames";"";47.42347637;-0.52693817;;"Les_Ponts-de-Cé";"49130";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Kiosque";"";48.30248427;-0.61971829;250;"Prée-d_Anjou";"53200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Service culturel de Sarreguemines";"";49.10977173;7.07056186;500;"Blies-Ebersing";"57200";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Maison de la culture de Nevers Agglomération";"";46.98614004;3.16098005;1121;"Challuy";"58000";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre de Fourmies Jean Ferrat";"";50.01560082;4.04690858;452;"Féron";"59610";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre de Béthune";"";50.5300986;2.64444007;921;"Béthune";"62400";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Service culturel de Bruay-la-Buissière-Espace culturel Grossemy";"";50.478713;2.535779;470;"Bruay-la-Buissière";"62700";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Service culturel de Bruay-la-Buissière-Le Temple";"";50.48103818;2.54287357;;"Bruay-la-Buissière";"62700";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Espace culturel Mendi Zolan";"";43.37137357;-1.78409918;160;"Biriatou";"64700";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Maison des Associations et de la Culture-Centre culturel Claude Vigée";"";48.76785003;7.85240382;204;"Bischwiller";"67240";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Nef - Relais culturel de Wissembourg";"";49.03598446;7.94744649;561;"Cleebourg";"67160";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Moulin 9";"";48.94714975;7.65001855;400;"Dambach";"67110";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Point d eau";"";48.55312516;7.70934426;786;"Ostwald";"67540";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Actuel et Public de Strasbourg-TAPS Laiterie";"";48.57666969;7.72928675;114;"Strasbourg";"67100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel Le Briscope";"";45.677545;4.737891;374;"Brignais";"69530";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Pôle en Scènes-Centre chorégraphique Pôle Pik";"";45.72932749;4.90227175;;"Bron";"69500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace Louise Labé";"";45.63263145;4.86616248;239;"Communay";"69360";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Espace Baudelaire";"";45.81861998;4.904221;;"Rillieux-la-Pape";"69140";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Théo Argence";"";45.69660278;4.94133194;386;"Saint-Priest";"69800";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Carroi-Le Théâtre de la Halle-au-Blé";"";47.700287;-0.072452;135;"Bazouges_Cré_sur_Loir";"72200";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Salle Saint-Jean-Salle de spectacle";"";45.59944573;5.87354303;209;"La_Motte-Servolex";"73290";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Auditorium Seynod";"";45.88875828;6.10199632;389;"Montagny-les-Lanches";"74600";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Théâtre du Châtelet";"";48.85790499;2.34547795;2010;"Paris";"75001";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de la Ville-Espace Cardin";"";48.86739203;2.31869546;600;"Paris";"75008";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel Juliobona";"";49.51804554;0.53268511;468;"Grand-Camp";"76170";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtres du Havre-Petit Théâtre";"";49.49398095;0.11984621;409;"Le_Havre";"76610";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Etincelle-Chapelle Saint-Louis";"";49.44512898;1.09865019;108;"Rouen";"76000";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Bordeaux Métropole";"";44.8273221;-0.52270225;;"Floirac";"33270";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Mas";"";48.54446484;2.63261197;570;"Boissettes";"77350";"6 - Rural à habitat dispersé";"";""
"Theatre";"Musique";"Zénith D auvergne";"";45.74117571;3.16101182;;"Cournon-d_Auvergne";"63800";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre Luxembourg-La Caravelle - Salle Champagne";"";48.95019573;2.90416963;200;"Mareuil-lès-Meaux";"77100";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Espace Prévert";"";48.60272936;2.56715681;300;"Nandy";"77176";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Service du développement culturel de Melun-Espace Saint-Jean";"";48.53934644;2.66303945;185;"La_Rochette";"77000";"4 - Ceintures urbaines";"";""
"Theatre";"Théâtre";"Centre culturel Jacques Prévert";"";48.94287234;2.61422205;660;"Villeparisis";"77270";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de la Lanterne";"";48.647418;1.822842;900;"Clairefontaine-en-Yvelines";"78120";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Espace Albert Camus";"";48.76678505;1.94485958;400;"Coignières";"78310";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Prisme-Théâtre de la Ferme du Mousseau";"";48.77934793;1.95769921;100;"Elancourt";"78990";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre du Vésinet - Alain Josemann";"";48.89339824;2.1343181;997;"Le_Vésinet";"78110";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de Pertuis du Luberon et Val de durance";"";43.69193274;5.49936874;;"Beaumont-de-Pertuis";"84120";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Centres culturels de Limoges-Centre culturel municipal Jean Moulin";"";45.87803209;1.2892783;800;"Limoges";"87000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtres de la Communauté d Agglomération d Epinal-Théâtre municipal d Epinal";"";48.17062283;6.43869575;333;"Chantraine";"88000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Théâtre municipal de Sens";"";48.19993831;3.28176435;350;"Collemiers";"89100";"6 - Rural à habitat dispersé";"";""
"Theatre";"Théâtre";"Théâtre de Longjumeau";"";48.69553056;2.29904435;1254;"Ballainvilliers";"91160";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtres du Val d Yerres Val de Seine-Salle de spectacle Gérard Philipe";"";48.690029;2.52984;140;"Boussy-Saint-Antoine";"91800";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtres du Val d Yerres Val de Seine-Espace René Fallet";"";48.715515;2.459017;460;"Crosne";"91560";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtres du Val d Yerres Val de Seine-Salle de spectacle Georges Pompidou";"";48.6947195;2.51699175;70;"Epinay-sous-Sénart";"91860";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Carré Belle-Feuille-Espace Bernard Palissy";"";48.84484698;2.23370653;390;"Boulogne-Billancourt";"92100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Atrium";"";48.81312837;2.19293572;638;"Chaville";"92370";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Meudon-Espace culturel Robert Doisneau";"";48.78743439;2.23254098;260;"Meudon";"92360";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de l Allegria";"";48.779301;2.254089;400;"Le_Plessis-Robinson";"92350";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre et Cinéma Jacques Prévert";"";48.94061926;2.49635714;984;"Aulnay-sous-Bois";"93600";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace des arts";"";48.90281826;2.50721612;850;"Les_Pavillons-sous-Bois";"93320";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Service culturel de Champigny-sur-Marne-Théâtre Gérard Philipe";"";48.81090066;2.54467861;;"Champigny-sur-Marne";"94500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre René Panhard-Salle de spectacle";"";48.769248;2.395415;420;"Thiais";"94320";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Jean Vilar";"";48.78891117;2.3900554;586;"Vitry-sur-Seine";"94400";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Centre culturel Robert Loyson";"";16.331013;-61.345481;400;"Le_Moule";"97160";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Théâtre Aimé Césaire";"";14.60649835;-61.069992;600;"Fort-de-France";"97200";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Zénith de Limoges";"";45.86227972;1.27696793;;"Limoges";"87000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire";"";49.03242;2.471796;;"Goussainville";"95190";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Musique.Danse.Théâtre";"Conservatoire";"";48.878516;2.320699;;"Paris";"75008";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire Edith Nave-Olivaux";"";48.96317585;2.36557128;;"Pierrefitte-sur-Seine";"93380";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Conservatoire Maurice Ravel";"";48.91677471;2.54382766;;"Clichy-sous-Bois";"93390";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Théâtre Jean Arp";"";48.802513;2.263801;;"Clamart";"92140";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"La Coloc de la culture";"";45.730459;3.190886;;"Cournon-d_Auvergne";"63800";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Le Sonambule";"";43.657855;3.544416;;"Gignac";"34150";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Théâtre et cinéma Georges Simenon";"";48.873192;2.482649;;"Rosny-sous-Bois";"93110";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Le Forum";"";49.029008;2.022705;;"Vauréal";"95490";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Orchestre national des Pays de la Loire";"";47.213243;-1.544271;;"Nantes";"44000";"1 - Grands centres urbains";"";""
"Theatre";"Musique.Danse.Théâtre";"Conservatoire";"";48.81915004;2.29928037;;"Malakoff";"92240";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Superforma";"";48.007856;0.205762;;"Le_Mans";"72100";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Les Passagers du Zinc";"";43.8817;4.8549;;"Châteaurenard";"13160";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Opéra National Capitole Toulouse";"";43.604279;1.442815;;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Opéra Grand Avignon";"";43.949642;4.806251;950;"Avignon";"84000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"L Autre Scène";"";43.979328;4.907664;;"Vedène";"84270";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Scènes de territoire";"";46.836627;-0.491925;;"Bressuire";"79300";"5 - Bourgs ruraux";"";""
"Theatre";"Danse.Musique.Theatre";"Forum Jacques Prévert";"";43.771764;7.19041;;"Carros";"06510";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Espace 600";"";45.163897;5.732534;;"Grenoble";"38000";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"La Grande Boutique";"";48.104891;-3.494013;;"Langonnet";"56630";"7 - Rural à habitat très dispersé";"";""
"Theatre";"Danse.Musique.Theatre";"La Maison 
(de la culture de Nevers Agglomération)";"";46.986107;3.160299;;"Nevers";"58000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse.Musique.Theatre";"Théâtre de l Hôtel de Ville";"";47.468831;-0.495179;;"Saint-Barthélemy-d_Anjou";"49124";"1 - Grands centres urbains";"";""
"Theatre";"Danse.Musique.Theatre";"Kokolampoe";"";5.50342;-54.03246;;"Saint-Laurent-du-Maroni";"97320";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Marionnette";"Espace Jéliote";"";43.191063;-0.610029;;"Oloron-Sainte-Marie";"64400";"3 - Petites villes";"";""
"Theatre";"Marionnette";"L Hectare - Territoires Vendômois";"";47.792001;1.071226;;"Vendôme";"41100";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Marionnette";"Théâtre à la coque";"";47.805607;-3.280074;;"Hennebont";"56700";"3 - Petites villes";"";""
"Theatre";"Théâtre";"MC 11";"";48.854823;2.4238;80;"Montreuil";"93100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre le Rocher";"";43.317821;6.469307;120;"La_Garde";"83130";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Essaïon";"";48.859764;2.353086;169;"Paris";"75004";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Mélo d Amélie";"";48.865018;2.348353;90;"Paris";"75002";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Comédie Bastille";"";48.858841;2.370225;183;"Paris";"75011";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de la Contrescape";"";48.844462;2.348842;110;"Paris";"75005";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Athénée - Le Petit Théâtre de Rueil";"";48.886113;2.17239;158;"Rueil-Malmaison";"92500";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Christian Liger";"";43.832117;4.353386;280;"Nîmes";"30900";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Caravelle - Centre Culturel de Marcheprime";"";44.697779;-0.845674;490;"Marcheprime";"33380";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Théâtre de l Albarede";"";43.932613;3.708151;225;"Ganges";"34190";"3 - Petites villes";"";""
"Theatre";"Théâtre";"Salle Jean Genet";"";46.865888;4.579463;154;"Couches";"71490";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Théâtre Epidaure";"";47.973487;0.554038;160;"Bouloire";"72440";"5 - Bourgs ruraux";"";""
"Theatre";"Théâtre";"Le Bazar Culturel";"";48.594753;1.719232;9;"Emancé";"78125";"6 - Rural à habitat dispersé";"";""
"Theatre";"Danse";"Cdcn : Danse à tous les étages";"";48.106905;-1.695458;;"Rennes";"35000";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Orchestre national d Auvergne";"";45.77749;3.08288;;"Clermont-Ferrand";"63000";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Orchestre de Picardie";"";49.885615;2.310726;;"Amiens";"80000";"1 - Grands centres urbains";"";""
"Theatre";"Musique";"Orchestre national Capitole-Toulouse";"";43.60016;1.453332;;"Toulouse";"31000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de la Gaité Montparnasse";"";48.839319;2.32317;399;"Paris";"75014";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de Poche-Montparnasse";"";48.843728;2.324991;120;"Paris";"75006";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Café de la Gare";"";48.857834;2.357738;300;"Paris";"75004";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre de la Huchette";"";48.853025;2.345354;90;"Paris";"75005";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre Petit Montparnasse";"";48.839499;2.323534;915;"Paris";"75014";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Artistic Théâtre / Compagnie les Athévains";"";48.856669;2.380986;337;"Paris";"75011";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Compagnie Pierre Debauche / Théâtre du Jour";"";44.204737;0.631284;98;"Agen";"47000";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Théâtre";"Compagnie Théâtre du Pré Perché / Péniche Spectacle ""L Arbre d Eau""";"";48.108768;-1.689517;70;"Rennes";"35000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Espace Comedia /Théâtre de la Méditerranée";"";43.111898;5.940222;230;"Toulon";"83000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Ville de Pessac";"";44.813479;-0.622243;1044;"Pessac";"33600";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre François Ponsard";"";45.524998;4.876428;350;"Vienne";"38200";"2 - Centres urbains intermédiaires";"";""
"Theatre";"Danse";"Ccn - Montpellier : Ici";"";43.61481459;3.87856597;;"Montpellier";"34000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn - Rennes Et Bretagne";"";48.11481441;-1.67587001;;"Rennes";"35200";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Ccn -Angers : Centre National de Danse Contemporaine D angers";"";47.47247342;-0.56457937;;"Angers";"49100";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn : Art Danse";"";47.33388373;5.05987439;;"Dijon";"21000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn : La Maison";"";44.01224785;4.41848528;;"Uzès";"30700";"3 - Petites villes";"";""
"Theatre";"Danse";"Cdcn : La Place de La Danse";"";43.59721406;1.42938722;;"Toulouse";"31300";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn : La Manufacture";"";44.81303538;-0.55818792;;"Bordeaux";"33000";"1 - Grands centres urbains";"";""
"Theatre";"Danse";"Cdcn : Le Pacifique";"";45.17182607;5.72042092;;"Grenoble";"38000";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Theatre National de Nice (Tnn)";"";43.7010733;7.27800133;;"Nice";"06300";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Théâtre public de Montreuil";"";48.86224349;2.44338042;;"Montreuil";"93100";"1 - Grands centres urbains";"";""
"Theatre";"Théâtre";"Cdnoi - Centre Dramatique National de L Océan Indien";"";-20.88086166;55.44838112;;"Saint-Denis";"97400";"1 - Grands centres urbains";"";""
"Theatre";"Arts de la rue";"Citron Jaune/ Ilotopie";"";43.39138148;4.81323702;;"Port-Saint-Louis-du-Rhône";"13230";"2 - Centres urbains intermédiaires";"";""
