CP,NOM,NB_BIBLIO,NB_MONUMENT_BAT,NB_CINEMA,NB_MUSEE,NB_ARCHIVES,Cluster,Cluster_renommés
1000,BOURG-EN-BRESSE,1,1,1,1,1,5,Beaucoup d'archives
1000,SAINT-DENIS-LES-BOURG,1,1,1,1,1,5,Beaucoup d'archives
1090,LURCY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1090,GUEREINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1090,MONTCEAUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1090,GENOUILLEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1090,MONTMERLE-SUR-SAONE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1100,ARBENT,1,1,1,1,1,5,Beaucoup d'archives
1100,OYONNAX,1,1,1,1,1,5,Beaucoup d'archives
1100,APREMONT,1,1,1,1,1,5,Beaucoup d'archives
1100,BELLIGNAT,1,1,1,1,1,5,Beaucoup d'archives
1100,GROISSIAT,1,1,1,1,1,5,Beaucoup d'archives
1100,MARTIGNAT,1,1,1,1,1,5,Beaucoup d'archives
1100,GEOVREISSET,1,1,1,1,1,5,Beaucoup d'archives
1110,ARANC,1,1,1,0,0,1,Beaucoup de cinémas
1110,BRENOD,1,1,1,0,0,1,Beaucoup de cinémas
1110,CORLIER,1,1,1,0,0,1,Beaucoup de cinémas
1110,CHAMPDOR,1,1,1,0,0,1,Beaucoup de cinémas
1110,PREMILLIEU,1,1,1,0,0,1,Beaucoup de cinémas
1110,HAUTEVILLE-LOMPNES,1,1,1,0,0,1,Beaucoup de cinémas
1120,THIL,1,1,1,0,0,1,Beaucoup de cinémas
1120,PIZAY,1,1,1,0,0,1,Beaucoup de cinémas
1120,DAGNEUX,1,1,1,0,0,1,Beaucoup de cinémas
1120,NIEVROZ,1,1,1,0,0,1,Beaucoup de cinémas
1120,MONTLUEL,1,1,1,0,0,1,Beaucoup de cinémas
1130,GIRON,1,1,1,1,0,2,Musée Cinémas
1130,CHARIX,1,1,1,1,0,2,Musée Cinémas
1130,NANTUA,1,1,1,1,0,2,Musée Cinémas
1130,PLAGNE,1,1,1,1,0,2,Musée Cinémas
1130,ECHALLON,1,1,1,1,0,2,Musée Cinémas
1130,BELLEYDOUX,1,1,1,1,0,2,Musée Cinémas
1130,LALLEYRIAT,1,1,1,1,0,2,Musée Cinémas
1130,SAINT-GERMAIN-DE-JOUX,1,1,1,1,0,2,Musée Cinémas
1140,ILLIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,VALEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,THOISSEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,GARNERANS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,MOGNENEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,PEYZIEUX-SUR-SAONE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1140,SAINT-DIDIER-SUR-CHALARONNE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,BLYES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,LAGNIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,LEYMENT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,SOUCLIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,VILLEBOIS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,SAINT-VULBAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,SAULT-BRENAZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,VAUX-EN-BUGEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,CHAZEY-SUR-AIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1150,SAINT-SORLIN-EN-BUGEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,PRIAY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,DRUILLAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,VARAMBON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,PONT-D AIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,NEUVILLE-SUR-AIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1160,SAINT-MARTIN-DU-MONT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1170,GEX,1,1,1,0,0,1,Beaucoup de cinémas
1170,CESSY,1,1,1,0,0,1,Beaucoup de cinémas
1170,SEGNY,1,1,1,0,0,1,Beaucoup de cinémas
1170,CHEVRY,1,1,1,0,0,1,Beaucoup de cinémas
1170,CROZET,1,1,1,0,0,1,Beaucoup de cinémas
1170,VESANCY,1,1,1,0,0,1,Beaucoup de cinémas
1170,ECHENEVEX,1,1,1,0,0,1,Beaucoup de cinémas
1190,BOZ,1,1,0,1,0,6,Musée
1190,OZAN,1,1,0,1,0,6,Musée
1190,ARBIGNY,1,1,0,1,0,6,Musée
1190,BOISSEY,1,1,0,1,0,6,Musée
1190,CHEVROUX,1,1,0,1,0,6,Musée
1190,GORREVOD,1,1,0,1,0,6,Musée
1190,SERMOYER,1,1,0,1,0,6,Musée
1190,REYSSOUZE,1,1,0,1,0,6,Musée
1190,PONT-DE-VAUX,1,1,0,1,0,6,Musée
1190,SAINT-BENIGNE,1,1,0,1,0,6,Musée
1190,CHAVANNES-SUR-REYSSOUZE,1,1,0,1,0,6,Musée
1200,LEAZ,1,1,1,0,0,1,Beaucoup de cinémas
1200,VILLES,1,1,1,0,0,1,Beaucoup de cinémas
1200,BILLIAT,1,1,1,0,0,1,Beaucoup de cinémas
1200,CONFORT,1,1,1,0,0,1,Beaucoup de cinémas
1200,MONTANGES,1,1,1,0,0,1,Beaucoup de cinémas
1200,INJOUX-GENISSIAT,1,1,1,0,0,1,Beaucoup de cinémas
1210,ORNEX,1,1,1,0,0,1,Beaucoup de cinémas
1210,VERSONNEX,1,1,1,0,0,1,Beaucoup de cinémas
1210,FERNEY-VOLTAIRE,1,1,1,0,0,1,Beaucoup de cinémas
1220,GRILLY,1,1,1,0,0,1,Beaucoup de cinémas
1220,SAUVERNY,1,1,1,0,0,1,Beaucoup de cinémas
1220,DIVONNE-LES-BAINS,1,1,1,0,0,1,Beaucoup de cinémas
1230,ARGIS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,TENAY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,CHALEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,CONAND,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,ONCIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,ARANDAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,EVOSGES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,TORCIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,CLEYZIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,NIVOLLET-MONTGRIFFON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1230,SAINT-RAMBERT-EN-BUGEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1240,LENT,1,1,0,1,0,6,Musée
1240,CERTINES,1,1,0,1,0,6,Musée
1240,MARLIEUX,1,1,0,1,0,6,Musée
1240,DOMPIERRE-SUR-VEYLE,1,1,0,1,0,6,Musée
1240,SAINT-PAUL-DE-VARAX,1,1,0,1,0,6,Musée
1240,SAINT-ANDRE-LE-BOUCHOUX,1,1,0,1,0,6,Musée
1240,SAINT-GERMAIN-SUR-RENON,1,1,0,1,0,6,Musée
1250,CIZE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,DROM,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,RAMASSE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,TOSSIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,JASSERON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,JOURNANS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,POUILLAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,REVONNAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,CEYZERIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,MONTAGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,SAINT-JUST,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,CORVEISSIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,GRAND-CORENT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,VILLEREVERSURE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,CHAVANNES-SUR-SURAN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,BOHAS-MEYRIAT-RIGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1250,HAUTECOURT-ROMANECHE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1260,RUFFIEU,1,1,0,1,0,6,Musée
1260,HOTONNES,1,1,0,1,0,6,Musée
1260,VIRIEU-LE-PETIT,1,1,0,1,0,6,Musée
1260,BELMONT-LUTHEZIEU,1,1,0,1,0,6,Musée
1260,CHAMPAGNE-EN-VALROMEY,1,1,0,1,0,6,Musée
1270,VERJON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,COLIGNY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,DOMSURE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,SALAVRE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,BEAUPONT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,PIRAJOUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1270,VILLEMOTIER,1,1,0,0,0,0,Seulement monuments et bibliothèques
1280,PREVESSIN-MOENS,1,0,0,0,0,3,Peu de monuments
1290,BEY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,LAIZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,BIZIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,CROTTET,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,GRIEGES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,PONT-DE-VEYLE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,CORMORANCHE-SUR-SAONE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1290,CRUZILLES-LES-MEPILLAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1300,BRENS,1,1,1,0,0,1,Beaucoup de cinémas
1300,IZIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,BELLEY,1,1,1,0,0,1,Beaucoup de cinémas
1300,CUZIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,PARVES,1,1,1,0,0,1,Beaucoup de cinémas
1300,AMBLEON,1,1,1,0,0,1,Beaucoup de cinémas
1300,CONZIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,MAGNIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,PEYRIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,COLOMIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,VIRIGNIN,1,1,1,0,0,1,Beaucoup de cinémas
1300,ARBIGNIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,CONTREVOZ,1,1,1,0,0,1,Beaucoup de cinémas
1300,MARIGNIEU,1,1,1,0,0,1,Beaucoup de cinémas
1300,PREMEYZEL,1,1,1,0,0,1,Beaucoup de cinémas
1300,CHAZEY-BONS,1,1,1,0,0,1,Beaucoup de cinémas
1300,SAINT-BENOIT,1,1,1,0,0,1,Beaucoup de cinémas
1300,BREGNIER-CORDON,1,1,1,0,0,1,Beaucoup de cinémas
1300,MASSIGNIEU-DE-RIVES,1,1,1,0,0,1,Beaucoup de cinémas
1300,SAINT-GERMAIN-LES-PAROISSES,1,1,1,0,0,1,Beaucoup de cinémas
1310,BUELLAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,MONTCET,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,POLLIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,CURTAFOND,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,MONTRACOL,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,CONFRANCON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,SAINT-REMY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1310,SAINT-MARTIN-LE-CHATEL,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,CRANS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,CHATENAY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,CHALAMONT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,VILLETTE-SUR-AIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,CHATILLON-LA-PALUD,1,1,0,0,0,0,Seulement monuments et bibliothèques
1320,SAINT-NIZIER-LE-DESERT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1330,BIRIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1330,BOULIGNEUX,1,1,1,0,0,1,Beaucoup de cinémas
1330,LAPEYROUSE,1,1,1,0,0,1,Beaucoup de cinémas
1330,VERSAILLEUX,1,1,1,0,0,1,Beaucoup de cinémas
1330,VILLARS-LES-DOMBES,1,1,1,0,0,1,Beaucoup de cinémas
1330,AMBERIEUX-EN-DOMBES,1,1,1,0,0,1,Beaucoup de cinémas
1340,JAYAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,ATTIGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,FOISSIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,MARSONNAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,MALAFRETAZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,SAINT-SULPICE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,CRAS-SUR-REYSSOUZE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1340,MONTREVEL-EN-BRESSE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,BEON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,CULOZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,FLAXIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,LAVOURS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,POLLIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,VONGNES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,ANGLEFORT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,CEYZERIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1350,CRESSIN-ROCHEFORT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1360,BALAN,1,0,0,0,0,3,Peu de monuments
1360,LOYETTES,1,0,0,0,0,3,Peu de monuments
1360,BELIGNEUX,1,0,0,0,0,3,Peu de monuments
1360,BRESSOLLES,1,0,0,0,0,3,Peu de monuments
1370,BENY,1,1,1,0,0,1,Beaucoup de cinémas
1370,MEILLONNAS,1,1,1,0,0,1,Beaucoup de cinémas
1370,COURMANGOUX,1,1,1,0,0,1,Beaucoup de cinémas
1370,TREFFORT-CUISIAT,1,1,1,0,0,1,Beaucoup de cinémas
1370,SAINT-ETIENNE-DU-BOIS,1,1,1,0,0,1,Beaucoup de cinémas
1380,BAGE-LA-VILLE,1,1,0,1,0,6,Musée
1380,BAGE-LE-CHATEL,1,1,0,1,0,6,Musée
1380,SAINT-ANDRE-DE-BAGE,1,1,0,1,0,6,Musée
1390,RANCE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,MIONNAY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,CIVRIEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,TRAMOYES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,MONTHIEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,SAINT-MARCEL,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,SAINT-ANDRE-DE-CORCY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1390,SAINT-JEAN-DE-THURIGNEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1400,ROMANS,1,1,1,1,0,2,Musée Cinémas
1400,SANDRANS,1,1,1,1,0,2,Musée Cinémas
1400,SULIGNAT,1,1,1,1,0,2,Musée Cinémas
1400,CONDEISSIAT,1,1,1,1,0,2,Musée Cinémas
1400,CHANOZ-CHATENAY,1,1,1,1,0,2,Musée Cinémas
1400,NEUVILLE-LES-DAMES,1,1,1,1,0,2,Musée Cinémas
1400,DOMPIERRE-SUR-CHALARONNE,1,1,1,1,0,2,Musée Cinémas
1410,LELEX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1410,LAJOUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1410,MIJOUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1410,CHAMPFROMIER,1,1,0,0,0,0,Seulement monuments et bibliothèques
1410,CHEZERY-FORENS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1420,CHANAY,1,1,0,1,0,6,Musée
1420,SEYSSEL,1,1,0,1,0,6,Musée
1420,CORBONOD,1,1,0,1,0,6,Musée
1420,LHOPITAL,1,1,0,1,0,6,Musée
1430,CEIGNES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,IZENAVE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,MAILLAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,OUTRIAZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,PEYRIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,LANTENAY,1,1,0,0,0,0,Seulement monuments et bibliothèques
1430,CHEVILLARD,1,1,0,0,0,0,Seulement monuments et bibliothèques
1440,VIRIAT,0,1,0,0,0,4,Peu de bibliothèques
1450,CERDON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,PONCIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,BOLOZON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,LABALME,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,LEYSSARD,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,MERIGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,SAINT-ALBAN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1450,CHALLES-LA-MONTAGNE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1460,PORT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1460,BRION,1,1,0,0,0,0,Seulement monuments et bibliothèques
1460,NURIEUX-VOLOGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1460,MONTREAL-LA-CLUSE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1460,BEARD-GEOVREISSIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1470,BRIORD,1,1,0,1,0,6,Musée
1470,BENONCES,1,1,0,1,0,6,Musée
1470,MONTAGNIEU,1,1,0,1,0,6,Musée
1470,SEILLONNAZ,1,1,0,1,0,6,Musée
1470,SERRIERES-DE-BRIORD,1,1,0,1,0,6,Musée
1480,FRANS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,FAREINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,CHALEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,SAVIGNEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,BEAUREGARD,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,VILLENEUVE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,ARS-SUR-FORMANS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1480,JASSANS-RIOTTIER,1,1,0,0,0,0,Seulement monuments et bibliothèques
1500,BETTANT,1,1,1,0,1,5,Beaucoup d'archives
1500,DOUVRES,1,1,1,0,1,5,Beaucoup d'archives
1500,AMBRONAY,1,1,1,0,1,5,Beaucoup d'archives
1500,AMBUTRIX,1,1,1,0,1,5,Beaucoup d'archives
1500,CHATEAU-GAILLARD,1,1,1,0,1,5,Beaucoup d'archives
1500,AMBERIEU-EN-BUGEY,1,1,1,0,1,5,Beaucoup d'archives
1500,SAINT-DENIS-EN-BUGEY,1,1,1,0,1,5,Beaucoup d'archives
1500,SAINT-MAURICE-DE-REMENS,1,1,1,0,1,5,Beaucoup d'archives
1510,ARMIX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,ARTEMARE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,ORDONNAZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,ROSSILLON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,TALISSIEU,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,VIRIEU-LE-GRAND,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,CHEIGNIEU-LA-BALME,1,1,0,0,0,0,Seulement monuments et bibliothèques
1510,SAINT-MARTIN-DE-BAVEL,1,1,0,0,0,0,Seulement monuments et bibliothèques
1540,PERREX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1540,VONNAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1550,FARGES,1,0,0,0,0,3,Peu de monuments
1550,POUGNY,1,0,0,0,0,3,Peu de monuments
1550,COLLONGES,1,0,0,0,0,3,Peu de monuments
1560,CORMOZ,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,COURTES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,VERNOUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,VESCOURS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,SERVIGNAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,LESCHEROUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,CURCIAT-DONGALON,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,MANTENAY-MONTLIN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,SAINT-JEAN-SUR-REYSSOUZE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,SAINT-NIZIER-LE-BOUCHOUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1560,SAINT-TRIVIER-DE-COURTES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1570,MANZIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1570,VESINES,1,1,0,0,0,0,Seulement monuments et bibliothèques
1570,FEILLENS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1570,ASNIERES-SUR-SAONE,1,1,0,0,0,0,Seulement monuments et bibliothèques
1580,IZERNORE,0,1,0,1,0,6,Musée
1580,SAMOGNAT,0,1,0,1,0,6,Musée
1580,MATAFELON-GRANGES,0,1,0,1,0,6,Musée
1580,SONTHONNAX-LA-MONTAGNE,0,1,0,1,0,6,Musée
1590,DORTAN,1,1,0,0,0,0,Seulement monuments et bibliothèques
1600,TREVOUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,MASSIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,PARCIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,REYRIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,MISERIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,TOUSSIEUX,1,1,1,0,0,1,Beaucoup de cinémas
1600,SAINT-BERNARD,1,1,1,0,0,1,Beaucoup de cinémas
1600,SAINT-DIDIER-DE-FORMANS,1,1,1,0,0,1,Beaucoup de cinémas
1630,PERON,1,0,1,0,0,3,Peu de monuments
1630,SERGY,1,0,1,0,0,3,Peu de monuments
1630,CHALLEX,1,0,1,0,0,3,Peu de monuments
1630,SAINT-GENIS-POUILLY,1,0,1,0,0,3,Peu de monuments
1630,SAINT-JEAN-DE-GONVILLE,1,0,1,0,0,3,Peu de monuments
1640,JUJURIEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1640,BOYEUX-SAINT-JEROME,1,1,0,0,0,0,Seulement monuments et bibliothèques
1640,SAINT-JEAN-LE-VIEUX,1,1,0,0,0,0,Seulement monuments et bibliothèques
1660,MEZERIAT,1,1,0,0,0,0,Seulement monuments et bibliothèques
1660,VANDEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1680,LHUIS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1680,LOMPNAS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1680,INNIMOND,1,1,0,0,0,0,Seulement monuments et bibliothèques
1680,MARCHAMP,1,1,0,0,0,0,Seulement monuments et bibliothèques
1700,NEYRON,1,1,1,0,0,1,Beaucoup de cinémas
1700,BEYNOST,1,1,1,0,0,1,Beaucoup de cinémas
1700,MIRIBEL,1,1,1,0,0,1,Beaucoup de cinémas
1700,SAINT-MAURICE-DE-BEYNOST,1,1,1,0,0,1,Beaucoup de cinémas
1710,THOIRY,1,0,0,0,0,3,Peu de monuments
1750,REPLONGES,1,0,0,0,0,3,Peu de monuments
1800,JOYEUX,1,1,1,1,0,2,Musée Cinémas
1800,FARAMANS,1,1,1,1,0,2,Musée Cinémas
1800,PEROUGES,1,1,1,1,0,2,Musée Cinémas
1800,MEXIMIEUX,1,1,1,1,0,2,Musée Cinémas
1800,SAINT-ELOI,1,1,1,1,0,2,Musée Cinémas
1800,CHARNOZ-SUR-AIN,1,1,1,1,0,2,Musée Cinémas
1800,RIGNIEUX-LE-FRANC,1,1,1,1,0,2,Musée Cinémas
1800,SAINT-JEAN-DE-NIOST,1,1,1,1,0,2,Musée Cinémas
1800,VILLIEU-LOYES-MOLLON,1,1,1,1,0,2,Musée Cinémas
1800,BOURG-SAINT-CHRISTOPHE,1,1,1,1,0,2,Musée Cinémas
1800,SAINT-MAURICE-DE-GOURDANS,1,1,1,1,0,2,Musée Cinémas
1851,MARBOZ,1,0,0,0,0,3,Peu de monuments
1960,SERVAS,1,1,0,0,1,0,Seulement monuments et bibliothèques
1960,PERONNAS,1,1,0,0,1,0,Seulement monuments et bibliothèques
1990,BANEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1990,CHANEINS,1,1,0,0,0,0,Seulement monuments et bibliothèques
1990,RELEVANT,1,1,0,0,0,0,Seulement monuments et bibliothèques
2000,LAON,1,1,1,1,1,5,Beaucoup d'archives
2000,URCEL,1,1,1,1,1,5,Beaucoup d'archives
2000,FILAIN,1,1,1,1,1,5,Beaucoup d'archives
2000,CHAMBRY,1,1,1,1,1,5,Beaucoup d'archives
2000,CHAVIGNON,1,1,1,1,1,5,Beaucoup d'archives
2000,CHEVREGNY,1,1,1,1,1,5,Beaucoup d'archives
2000,MONTBAVIN,1,1,1,1,1,5,Beaucoup d'archives
2000,ETOUVELLES,1,1,1,1,1,5,Beaucoup d'archives
2000,LANISCOURT,1,1,1,1,1,5,Beaucoup d'archives
2000,MOLINCHART,1,1,1,1,1,5,Beaucoup d'archives
2000,CHAILLEVOIS,1,1,1,1,1,5,Beaucoup d'archives
2000,MONAMPTEUIL,1,1,1,1,1,5,Beaucoup d'archives
2000,BARENTON-CEL,1,1,1,1,1,5,Beaucoup d'archives
2000,PARGNY-FILAIN,1,1,1,1,1,5,Beaucoup d'archives
2000,BARENTON-BUGNY,1,1,1,1,1,5,Beaucoup d'archives
2000,MONS-EN-LAONNOIS,1,1,1,1,1,5,Beaucoup d'archives
2000,AULNOIS-SOUS-LAON,1,1,1,1,1,5,Beaucoup d'archives
2000,BRAYE-EN-LAONNOIS,1,1,1,1,1,5,Beaucoup d'archives
2000,CHERY-LES-POUILLY,1,1,1,1,1,5,Beaucoup d'archives
2000,CLACY-ET-THIERRET,1,1,1,1,1,5,Beaucoup d'archives
