"CP";"AMPLITUDE_HORAIRE";"NOM";"COMMUNE";"POPULATION";"SOUS_TYPE";"Type";"Url";"GCD";"NB_BENEVOLE";"NB_SALARIE";"SURFACE";"LATTI";"LONGI"
"86130";;"Bibliotheque Municipale de St Cyr";"Beaumont Saint-Cyr";3001;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;236.2;46.7256063;0.4556336
"38112";;"Bibliotheque municipale à Méaudre";"Autrans-Méaudre en Vercors";3142;"Bibliothèque municipale";"Bibliotheque";"";"";18;0;48;45.1712592;5.54437335
"24250";;"Bibliothèque";"La Chapelle-Aubareil";556;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;70;44.7221128;1.22552895
"06100";;"Bibliothèque Raoul Mille";"Nice";345528;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;11;770;43.70320995;7.2528119
"01160";;"Bibliothèque Municipale";"Mézériat";2253;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;100;46.0691187;5.2946662
"33490";;"La Petite Mediathèque De Saint Pierre";"Saint-Pierre-d Aurillac";1331;"Bibliothèque intercommunale";"Bibliotheque";"";"";9;0;50;44.5844742;-0.1446902
"56920";;"Bibliothèque";"Saint-Gérand";1351;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;63;48.08743825;-2.8129158
"64440";;"Bibliothèque de Laruns";"Laruns";1208;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;290;42.97135495;-0.35034485
"31330";;"Bibliothèque municipale";"Merville";6157;"Bibliothèque municipale";"Bibliotheque";"";"";0;4;143;43.791851;1.1484092
"37260";;"Bibliothèque intercommunale de Saint-Branchs";"Saint-Branchs";2657;"Bibliothèque intercommunale";"Bibliotheque";"";"";11;0;47;47.273461;0.59184885
"14210";;"Bibliothèque L Ile aux Livres";"Thue et Mue";6220;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;90;49.09138155;-0.4358033
"49190";;"Bibliothèque de Saint-Aubin-de-Luigné";"Val-du-Layon";3459;"Bibliothèque municipale";"Bibliotheque";"";"";16;1;118;47.37782855;-0.6109717
"49370";;"Bibliothèque de la Pouëze";"Erdre-en-Anjou";5823;"Bibliothèque intercommunale";"Bibliotheque";"";"";18;0;70;47.50440435;-0.80145905
"49123";;"Bibliothèque d Ingrandes Le Fresnes";"Vallons-de-l Erdre";6605;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;98;47.42841165;-0.8716983
"49440";;"Bibliothèque de Loiré";"Loiré";897;"Bibliothèque SIVOM";"Bibliotheque";"";"";13;0;70;47.5819468;-0.96774985
"70800";;"Médiathèque Le Temps de Lire";"Fontaine-lès-Luxeuil";1351;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;90;47.84803705;6.24377995
"46210";;"Bibliothèque de Terrou";"Terrou";214;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;25;44.7929381;2.0329416
"11360";;"Bibliothèque ADHCo de Laroque-de-Fa";"Laroque-de-Fa";158;"Bibliothèque associative";"Bibliotheque";"";"";0;1;33;43.0046218;2.73276895
"85270";;"Bibliothèque municipale de Notre-Dame-de-Riez";"Notre-Dame-de-Riez";2200;"Bibliothèque municipale";"Bibliotheque";"";"";12;1;65;46.7537436;-1.9024301
"10110";;"BIBLIOTHEQUE";"Chervey";165;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;29;48.03664695;4.34869995
"66120";;"bibliothèque municipale";"La Cabanasse";708;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;64;42.5007915;2.01947395
"17139";;"Bibliothèque Municipale";"Dompierre-sur-Mer";5781;"Bibliothèque municipale";"Bibliotheque";"";"";0;3;160;46.18802425;-1.0654344
"52300";;"Point-lecture";"Maizières";192;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;45;48.4725685;5.15041465
"43350";;"Bibliothèque municipale";"Blesle";644;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;40;45.210215;3.8159815
"36230";;"Bibliothèque François Bailly";"Cluis";999;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;40;46.6377149;1.751188
"49150";;"Médiathèque de Jallais";"Beaupréau-en-Mauges";24135;"Bibliothèque municipale";"Bibliotheque";"";"";19;0;221;47.55978775;-0.11425895
"49112";;"Bibliothèque de Pellouailles-les-Vignes";"Verrières-en-Anjou";7817;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;60;47.5181638;-0.4746379
"43130";;"Bibliothèque de Montilliers";"Montilliers";1245;"Bibliothèque intercommunale";"Bibliotheque";"";"";18;0;98;45.22227035;4.02235845
"43490";;"Bibliotheque municipale";"Salettes";140;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;18;44.86768325;3.9068278
"71990";;"Bibliothèque de Broye";"Broye";767;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;64;46.8771125;4.11918975
"48250";;"Dépôt lecture de Chasseradès";"Mont Lozère et Goulet";1088;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;50;44.6174116;3.9255236
"37140";;"bibliothèque le Clos du Poète";"Côteaux-sur-Loire";1939;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;53;47.31825455;0.2222215
"46140";;"Bibliothèque d Anglars-Juillac";"Anglars-Juillac";342;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;40;44.46358865;1.24248015
"66000";;"centre culturel";"Opoul-Périllos";1207;"Bibliothèque municipale";"Bibliotheque";"";"";5;2;236.2;42.699039;2.9045114
"66600";;"Bibliothèque municipale";"Vingrau";578;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;40;42.7476912;2.75453445
"66300";;"Bibliothèque Municipale de Trouillas";"Trouillas";2198;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;80;42.5652963;2.86487915
"11800";;"Bibliothèque municipale de Rustiques";"Rustiques";518;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;50;43.2340096;2.5358782
"10160";;"POINT LECTURE";"Barberey-Saint-Sulpice";1560;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;40;48.22660895;3.72181855
"15250";;"Relais-lecture";"Saint-Illide";653;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;2;44.99073215;2.32662495
"68320";;"Point lecture de Riedwihr";"Porte du Ried";1882;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;74;48.11551785;7.5451745
"30500";;"Bibliothèque de Saint-Denis";"Saint-Denis";297;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;25;44.20162595;4.25358945
"31130";;"Médiathèque Municipale";"Balma";16912;"Bibliothèque municipale";"Bibliotheque";"";"";10;4;727;43.61083085;1.5036888
"44130";;"Mediatheque Municipale";"Blain";10128;"Bibliothèque municipale";"Bibliotheque";"";"";0;6;700;47.45615865;-1.7817251
"53170";;"CC Meslay-Grez - Médiathèque de Grez-en-Bouère";"Grez-en-Bouère";1016;"Bibliothèque intercommunale";"Bibliotheque";"";"";10;0;170;47.98157585;-0.59322495
"63390";;"BIBLIOTHEQUE MUNICIPALE";"Saint-Gervais-d Auvergne";1417;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;235;46.06090705;2.8877855
"38340";;"Bibliothèque communautaire de La Sure en Chartreuse";"La Sure en Chartreuse";1017;"Bibliothèque intercommunale";"Bibliotheque";"";"";6;0;100;45.336099;5.67444015
"56860";;"Bibliothèque De Ile-D arz";"Île-d Arz";235;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;40;47.6226467;-2.7394243
"56360";;"Bibliothèque De Locmaria";"Locmaria";961;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;4;47.31483465;-3.1937979
"05100";;"Bibliothèque Municipale";"Puy-Saint-André";476;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;20;44.89952215;6.6536488
"63290";;"Bibliothèque De Paslières";"Paslières";1527;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;100;45.94394545;3.4344152
"53100";;"Bibliothèque d Aron / CC Mayenne";"Aron";1869;"Bibliothèque intercommunale";"Bibliotheque";"";"";8;0;110;48.33516745;-0.7574238
"49290";;"Bibliothèque de Saint-Laurent-de-La-Plaine";"Mauges-sur-Loire";18399;"Bibliothèque municipale";"Bibliotheque";"";"";23;0;186;47.34955685;-0.7728955
"69440";;"Bibliotheque Municipale";"Sainte-Catherine";1012;"Bibliothèque municipale";"Bibliotheque";"";"";11;0;53;45.63867285;4.6332346
"87220";;"Bibliothèque Municipale de BOISSEUIL";"Boisseuil";2989;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;141;45.80881485;1.40323245
"97225";;"Médiathèque Municipale du MARIGOT";"Le Marigot";3166;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;90;14.77958555;-61.0530386
"49270";;"Bibliothèque de Le Fuilet";"Montrevault-sur-Èvre";15985;"Bibliothèque municipale";"Bibliotheque";"";"";20;0;90;47.30424935;-1.21349745
"24410";;"Bibliothèque";"Villamblard";925;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;15;45.1335848;0.2270595
"29270";;"BIBLIOTHEQUE  MUNICIPALE  DE  PLOVAN";"Plovan";707;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;100;48.27077195;-3.5653502
"59000";;"Médiathèque de Fives";"Lille";236400;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;5;236.2;50.6310806;3.0470179
"83000";;"Médiathèque Port Marchand";"Toulon";180641;"Bibliothèque municipale";"Bibliotheque";"";"";0;7;400;43.13636405;5.93343925
"77186";;"Médiathèque George Sand - Croissy-Beaubourg";"Croissy-Beaubourg";2047;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;2;200;48.8461411;2.61868425
"07690";;"Bibliothèque municipale";"Vanosc";948;"Bibliothèque intercommunale";"Bibliotheque";"";"";13;0;50;45.20317335;4.50889595
"22800";;"Bibliothèque De Le Vieux-Bourg";"Le Vieux-Bourg";796;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;90;48.4512787;-2.9464042
"33730";;"Bibliothèque Municipale";"Uzeste";469;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;120;44.4878269;-0.44997485
"40430";;"BIBLIOTHEQUE DE SORE";"Sore";1176;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;80;44.3728137;-0.6359406
"47320";;"Bibliotheque Municipale";"Sérignac-sur-Garonne";1192;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;60;44.33144975;0.40163445
"60000";;"Bibliothèque de Milly-Sur-Thérain";"Milly-sur-Thérain";1845;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;120;49.39520525;2.11573935
"87250";;"Depot de Veyrac";"Veyrac";2147;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;35;46.11147925;1.3581056
"49310";;"Bibliothèque de La Salle de Vihiers";"Chemillé-en-Anjou";21432;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;56;47.1680553;-0.4848932
"51130";;"Bibliothèque de Brugny-Vaudancourt";"Brugny-Vaudancourt";459;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;70;48.87466075;4.01084135
"17540";;"Médiathèque Arc-en-Ciel";"Angliers";1156;"Bibliothèque municipale";"Bibliotheque";"";"";14;1;300;46.177385;-0.9011961
"44110";;"Bibliothèque de Saint-Julien-de-Vouvantes";"Saint-Julien-de-Vouvantes";989;"Bibliothèque intercommunale";"Bibliotheque";"";"";6;1;170;47.71986735;-1.3911669
"49520";;"Bibliothèque de Grugé-l Hôpital";"Ombrée d Anjou";9221;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;30;47.7406381;-0.9660572
"49250";;"bibliotheque Saint Rémy";"Brissac Loire Aubance";11125;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;87;47.43736745;-0.20629125
"49170";;"Bibliothèque de Savennières";"Savennières";1386;"Bibliothèque municipale";"Bibliotheque";"";"";15;0;100;47.3796226;-0.6481467
"49540";;"Bibliothèque municipale de Martigné-Briand";"Terranjou";4078;"Bibliothèque municipale";"Bibliotheque";"";"";10;2;90;47.21268565;-0.47447385
"43800";;"Bibliotheque municipale";"Thoras";230;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;20;45.1400454;3.9514535
"84340";;"Bibliothèque";"Beaumont-du-Ventoux";301;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;50;44.1820195;5.2196567
"06450";;"Bibliothèque de La Bollène";"La Bollène-Vésubie";577;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;70;44.06151665;7.3612214
"06470";;"Bibliothèque de Sauze";"Sauze";72;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;24;44.1175782;6.9692346
"66440";;"mediatheque torreilles";"Torreilles";3907;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;150;42.7570283;3.0058962
"46090";;"Bibliothèque de Vers";"Saint Géry-Vers";913;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;40;44.455724;1.54317505
"04410";;"Bibliothèque de Saint-Jurs";"Saint-Jurs";139;"Bibliothèque intercommunale";"Bibliotheque";"";"";4;0;30;43.8686633;6.1215817
"15300";;"Relais-lecture";"Prunet";700;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;2;45.07772665;2.82679055
"15100";;"Relais-lecture";"Villedieu";573;"Bibliothèque municipale";"Bibliotheque";"";"";0;1;10;44.9548073;3.1036904
"54110";;"MJC";"Laneuveville-devant-Nancy";6662;"Bibliothèque associative";"Bibliotheque";"";"";13;1;60;48.6012245;6.4167192
"91720";;"Bibliothèque Municipale";"Maisse";2820;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;236.2;48.3279982;2.36554185
"24650";;"Bibliothèque";"La Chapelle-Gonaguet";1090;"Bibliothèque municipale";"Bibliotheque";"";"";4;1;62;45.21071045;0.65394025
"49100";;"Bibliotheque de la Roseraie";"Angers";158930;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;8;800;47.48189605;-0.56293475
"49110";;"Bibliothèque de Botz-en-Mauges";"Mauges-sur-Loire";18399;"Bibliothèque municipale";"Bibliotheque";"";"";13;0;100;47.2028214;-0.98443
"50890";;"Bibliothèque de Condé-sur-Vire";"Condé-sur-Vire";4205;"Bibliothèque municipale";"Bibliotheque";"";"";5;3;310;49.05027255;-1.04091475
"59430";;"Mediatheque Municipale";"Saint-Pol-sur-Mer";20271;"Bibliothèque municipale";"Bibliotheque";"";"";0;14;1104;51.01690695;2.34310745
"86380";;"Bibliotheque Municipale de Marigny";"Jaunay-Marigny";7855;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;56;46.7177183;0.2698781
"02400";;"Bibliotheque De Chierry";"Chierry";1149;"Bibliothèque municipale";"Bibliotheque";"";"";1;1;50;49.00611345;3.3575389
"13001";;"Service Hors les murs";"Marseille";877095;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;5;1829;43.30018015;5.382763
"34310";;"Bibliothèque Municipale De Quarante";"Quarante";1822;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;35;43.31839635;3.05017165
"72610";;"BIBLIOTHÈQUE D ANCINNES";"Ancinnes";958;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;120;48.36175515;0.17722665
"87000";;"Depot de Saint Priest-Ligoure";"Saint-Priest-Ligoure";679;"Bibliothèque municipale";"Bibliotheque";"";"";4;0;170;45.8566803;1.226041
"63780";;"Médiathèque relais de Saint-Georges-de-Mons";"Saint-Georges-de-Mons";1982;"Bibliothèque intercommunale";"Bibliotheque";"";"";7;0;100;45.97313075;2.8403949
"51150";;"Bibliothèque de Bisseuil";"Aÿ-Champagne";5395;"Bibliothèque municipale";"Bibliotheque";"";"";2;0;35;49.04336815;4.2243425
"08150";;"Bibliothèque Intercommunale à L Echelle";"L Échelle";147;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;1;20;49.76462355;4.42593745
"44460";;"Bibliothèque de Rougé";"Rougé";2227;"Bibliothèque intercommunale";"Bibliotheque";"";"";9;2;162;47.6449604;-1.9723889
"49280";;"Bibliothèque de Mazières-en-Mauges";"Mazières-en-Mauges";1285;"Bibliothèque intercommunale";"Bibliotheque";"";"";16;0;60;47.06058845;-0.79671685
"14420";;"Médiathèque Intercommunale du Pays de Falaise";"Potigny";2098;"Bibliothèque intercommunale";"Bibliotheque";"";"";11;1;152;48.9575432;-0.23766455
"76000";;"Bibliothèque Saint-Sever";"Rouen";113934;"Bibliothèque municipale classée";"Bibliotheque";"";"";0;10;1372;49.4412357;1.0911597
"48160";;"Dépôt Lecture de Saint Andéol";"Ventalon en Cévennes";272;"Bibliothèque municipale";"Bibliotheque";"";"";1;0;30;44.2584628;3.9209028
"68250";;"Bibliothèque de Burnhaupt-le-Bas";"Burnhaupt-le-Bas";1966;"Bibliothèque municipale";"Bibliotheque";"";"";12;0;40;47.9295484;7.3001941
"46400";;"Dépôt de Livernon";"Livernon";712;"Bibliothèque municipale";"Bibliotheque";"";"";3;0;35;44.857702;1.82605945
"28190";;"Bibliothèques d Arrou";"Commune nouvelle d Arrou";3716;"Bibliothèque municipale";"Bibliotheque";"";"";20;0;280;48.4945589;1.21306395
"04110";;"Médiathèque Municipale de Reillanne";"Reillanne";1717;"Bibliothèque municipale";"Bibliotheque";"";"";5;0;180;43.9359164;5.67569905
"13450";;"Médiathèque Intercommunale De Grans";"Grans";5280;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;7;378;43.61720465;5.04309825
"13790";;"Médiathèque municipale René-Char";"Rousset";5058;"Bibliothèque municipale";"Bibliotheque";"";"";0;7;1027;43.4892153;5.5691305
"24310";;"Médiathèque Champagnac de Bélair Dronne et Belle";"Champagnac-de-Belair";803;"Bibliothèque intercommunale";"Bibliotheque";"";"";0;3;492;45.28253105;0.63926455
"32300";;"Mediatheque Municipale";"Mirande";3751;"Bibliothèque municipale";"Bibliotheque";"";"";1;3;250;43.37477365;0.5015522
"48140";;"Bibliothèque du Malzieu-Ville";"Le Malzieu-Ville";742;"Bibliothèque municipale";"Bibliotheque";"";"";5;1;87;44.9195543;3.26672375
"68300";;"Médiathèque Le Parnasse - Saint-Louis";"Saint-Louis";22700;"Bibliothèque municipale";"Bibliotheque";"";"";0;20;1400;47.5986378;7.5429505
"71240";;"Bibliothèque Municipale";"Nanton";643;"Bibliothèque municipale";"Bibliotheque";"";"";8;0;60;46.6698608;4.8612472
"24120";;"Bibliothèque";"Saint-Rabier";588;"Bibliothèque municipale";"Bibliotheque";"";"";7;0;55;45.15571905;1.22925115
"69360";;"Bibliotheque Municipale";"Ternay";5586;"Bibliothèque municipale";"Bibliotheque";"";"";4;5;160;45.606355;4.810602
"69390";;"Médiathèque";"Vernaison";5055;"Bibliothèque municipale";"Bibliotheque";"";"";8;3;360;45.647186;4.812063
"69510";;"Bibliotheque Municipale";"Yzeron";1016;"Bibliothèque municipale";"Bibliotheque";"";"";16;1;120;45.708391;4.59114
"70000";;"Médiathèque Gustave Courtois";"Pusey";1504;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;150;47.652012;6.127604
"70000";;"Bibliotheque de Pusy Epenoux";"Pusy-et-Épenoux";561;"Bibliothèque municipale";"Bibliotheque";"";"";8;1;45;47.669053;6.152067
"71550";;"Bibliothèque d Anost";"Anost";733;"Bibliothèque intercommunale";"Bibliotheque";"";"";5;2;50;47.078514;4.107077
"71580";;"Bibliothèque CCBR71 de Beaurepaire-en-Bresse/Saillenard";"Beaurepaire-en-Bresse";728;"Bibliothèque intercommunale";"Bibliotheque";"";"";4;0;50;46.670035;5.389828
"71500";;"Bibliothèque Intercommunale La Chapelle-Naude";"La Chapelle-Naude";517;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;25;46.584787;5.193606
"71170";;"Quai des Mots";"Chauffailles";3772;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;6;613;46.207208;4.339674
"71800";;"Quartier Livres";"La Clayette";1695;"Bibliothèque intercommunale";"Bibliotheque";"";"";21;3;363;46.291952;4.305038
"71800";;"Bibliothèque de Gibles";"Gibles";602;"Bibliothèque intercommunale";"Bibliotheque";"";"";9;0;35;46.321253;4.380233
"71570";;"Bibliothèque Intercommunale de l Arlois";"Leynes";524;"Bibliothèque municipale";"Bibliotheque";"";"";6;0;18;46.245698;4.743157
"71540";;"Bibliothèque de Lucenay L Evêque";"Lucenay-l Évêque";318;"Bibliothèque intercommunale";"Bibliotheque";"";"";6;0;55;47.078593;4.258178
"71960";;"Bibliothèque Municipale";"La Roche-Vineuse";1618;"Bibliothèque municipale";"Bibliotheque";"";"";10;0;100;46.347041;4.715029
"71410";;"André Malraux";"Sanvignes-les-Mines";4397;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;450;46.664896;4.288354
"71390";;"SIVU Bibliothèque de Saint Boil";"Saint-Boil";500;"Bibliothèque municipale";"Bibliotheque";"";"";3;1;65;46.64483;4.693414
"71440";;"Bibliothèque Municipale";"Saint-Vincent-en-Bresse";579;"Bibliothèque intercommunale";"Bibliotheque";"";"";2;0;236.2;46.666545;5.05872
"71350";;"Bibliothèque Municipale";"Verdun-sur-le-Doubs";1068;"Bibliothèque municipale";"Bibliotheque";"";"";1;2;65;46.895843;5.021746
"71530";;"Bibliothèque Municipale";"Virey-le-Grand";1437;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;94;46.843931;4.866633
"72320";;"BIBLIOTHÈQUE MUNICIPALE";"Vibraye";2565;"Bibliothèque municipale";"Bibliotheque";"";"";2;2;210;48.059806;0.731706
"73260";;"Bibliothèque Municipale";"Grand-Aigueblanche";3951;"Bibliothèque municipale";"Bibliotheque";"";"";0;2;186;45.491961;6.499921
"73230";;"Bibliothèque Les Mille Feuillets";"Barby";3470;"Bibliothèque municipale";"Bibliotheque";"";"";16;1;170;45.569559;5.980335
"73270";;"Médiathèque de Beaufort";"Beaufort";2123;"Bibliothèque municipale";"Bibliotheque";"";"";10;1;270;45.709759;6.595631
"73160";;"Mediathèque Municipale";"Cognin";6543;"Bibliothèque municipale";"Bibliotheque";"";"";17;4;480;45.56221;5.894547
