"Type";"NOM";"GCD";"CP";"ORGANISME";"Public";"LATTI";"LONGI";"SOUS_TYPE";"COMMUNE"
"Archives";"Commune de Cosne-Cours-Sur-Loire - Service Archives-Documentation";"3 - Petites villes";"58200";"";"";47.41024448;2.92478191;"Archives";"Cosne-Cours-sur-Loire"
"Archives";"Commune de Villeneuve-D ascq - Service Archives-Documentation";"1 - Grands centres urbains";"59491";"";"";50.61945682;3.13104526;"Archives";"Villeneuve-d_Ascq"
"Archives";"Commune de Douai - Archives municipales";"1 - Grands centres urbains";"59500";"";"";50.36713463;3.0803791;"Archives";"Douai"
"Archives";"Commune de dunkerque - Archives de dunkerque - Centre de La Mémoire Urbaine D agglomération";"1 - Grands centres urbains";"59430";"";"";51.034178;2.331641;"Archives";"Dunkerque"
"Archives";"Commune de Hautmont - Archives municipales";"2 - Centres urbains intermédiaires";"59330";"";"";50.254688;3.930344;"Archives";"Hautmont"
"Archives";"Archives départementales du Nord";"1 - Grands centres urbains";"59260";"";"";50.62017848;3.04236563;"Archives";"Lille"
"Archives";"Conseil régional de Hauts-de-France - Site de Lille - Service des Archives";"1 - Grands centres urbains";"59260";"";"";50.63021475;3.07900165;"Archives";"Lille"
"Archives";"Commune de Seclin - Archives municipales";"2 - Centres urbains intermédiaires";"59113";"";"";50.54435853;3.02418921;"Archives";"Seclin"
"Archives";"Archives départementales de L oise";"2 - Centres urbains intermédiaires";"60000";"";"";49.44271948;2.09884219;"Archives";"Beauvais"
"Archives";"Centre Georges Besnier";"1 - Grands centres urbains";"62000";"";"";50.29350642;2.76305116;"Archives";"Arras"
"Archives";"Salle de Consultation des Documents Numérisés";"2 - Centres urbains intermédiaires";"62400";"";"";50.53366839;2.63737351;"Archives";"Béthune"
"Archives";"Commune de Calais - Archives communales";"1 - Grands centres urbains";"62100";"";"";50.95146418;1.86005076;"Archives";"Calais"
"Archives";"Communauté D agglomération du Pays de Saint-Omer - Service des Archives Anciennes";"2 - Centres urbains intermédiaires";"62500";"";"";50.74758565;2.25750429;"Archives";"Saint-Omer"
"Archives";"Centre de gestion de la fonction publique territoriale du Puy-de-Dôme - Service Archives";"1 - Grands centres urbains";"63100";"";"";45.76549462;3.13340193;"Archives";"Clermont-Ferrand"
"Archives";"Commune de Clermont-Ferrand - Archives municipales";"1 - Grands centres urbains";"63100";"";"";45.77968474;3.08607286;"Archives";"Clermont-Ferrand"
"Archives";"Commune D anglet - Service des Archives";"1 - Grands centres urbains";"64600";"";"";43.48047866;-1.51644702;"Archives";"Anglet"
"Archives";"Communauté de Jurançon - Archives communales";"1 - Grands centres urbains";"64110";"";"";43.2873814;-0.39073437;"Archives";"Jurançon"
"Archives";"Archives départementales des Pyrénées-Atlantiques";"1 - Grands centres urbains";"64000";"";"";43.310658;-0.349773;"Archives";"Pau"
"Archives";"Commune de Haguenau - Archives municipales";"2 - Centres urbains intermédiaires";"67500";"";"";48.81283142;7.79147942;"Archives";"Haguenau"
"Archives";"Archives départementales du Bas-Rhin";"1 - Grands centres urbains";"67100";"";"";48.57198004;7.77194306;"Archives";"Strasbourg"
"Archives";"Communauté de Communes de La Vallée de Munster - Service des Archives";"3 - Petites villes";"68140";"";"";48.040813;7.137291;"Archives";"Munster"
"Archives";"Commune de Riedisheim - Archives municipales";"1 - Grands centres urbains";"68400";"";"";47.7492117;7.36884419;"Archives";"Riedisheim"
"Archives";"Commune de Sainte-Marie-Aux-Mines - Archives municipales";"5 - Bourgs ruraux";"68160";"";"";48.2458759;7.18242121;"Archives";"Sainte-Marie-aux-Mines"
"Archives";"Commune de Soultzmatt-Wintzfelden - Archives municipales";"5 - Bourgs ruraux";"68570";"";"";47.96109005;7.2398385;"Archives";"Soultzmatt"
"Archives";"Commune de Brignais - Archives communales";"2 - Centres urbains intermédiaires";"69530";"";"";45.6749105;4.75900038;"Archives";"Brignais"
"Archives";"Commune de Bron - Service Documentation Et Archives";"1 - Grands centres urbains";"69500";"";"";45.73381604;4.90924994;"Archives";"Bron"
"Archives";"Commune de Meyzieu - Service Documentation-Archives";"1 - Grands centres urbains";"69330";"";"";45.76530403;5.00489245;"Archives";"Meyzieu"
"Archives";"Commune de Saint-Priest - Archives municipales";"1 - Grands centres urbains";"69800";"";"";45.6947807;4.93665482;"Archives";"Saint-Priest"
"Archives";"Centre de gestion de la fonction publique territoriale de L ain - Service des Archives";"4 - Ceintures urbaines";"01960";"";"";46.18211474;5.20765619;"Archives";"Péronnas"
"Archives";"Commune de Saint-Quentin - Archives municipales";"2 - Centres urbains intermédiaires";"02100";"";"";49.85516276;3.30745063;"Archives";"Saint-Quentin"
"Archives";"Commune de Cusset - Archives municipales";"2 - Centres urbains intermédiaires";"03300";"";"";46.13163149;3.45640511;"Archives";"Cusset"
"Archives";"Commune de Moulins - Archives municipales";"2 - Centres urbains intermédiaires";"03000";"";"";46.54555536;3.33410752;"Archives";"Moulins"
"Archives";"Commune de Briançon - Service des Archives Et de La Documentation";"2 - Centres urbains intermédiaires";"05100";"";"";44.89740498;6.63359406;"Archives";"Briançon"
"Archives";"Commune D antibes Juan-Les-Pins - Service Archives-Documentation";"1 - Grands centres urbains";"06160";"";"";43.58258634;7.12583695;"Archives";"Antibes"
"Archives";"Commune de Cannes - Archives de Cannes - Salle D exposition";"1 - Grands centres urbains";"06400";"";"";43.55698028;7.02121592;"Archives";"Cannes"
"Archives";"Commune de Pamiers - Service des Archives";"2 - Centres urbains intermédiaires";"09100";"";"";43.11183344;1.60916472;"Archives";"Pamiers"
"Archives";"Commune de La Chapelle Saint-Luc - Archives municipales";"1 - Grands centres urbains";"10600";"";"";48.31301613;4.04722429;"Archives";"La_Chapelle-Saint-Luc"
"Archives";"Commune de Narbonne - Archives municipales";"2 - Centres urbains intermédiaires";"11100";"";"";43.18420699;3.00282947;"Archives";"Narbonne"
"Archives";"Métropole Aix-Marseille Provence - Cellule Archives";"1 - Grands centres urbains";"13080";"";"";43.48357305;5.38196079;"Archives";"Aix-en-Provence"
"Archives";"Commune D allauch - Archives municipales";"1 - Grands centres urbains";"13190";"";"";43.33641699;5.4819174;"Archives";"Allauch"
"Archives";"Commune de Châteauneuf-Les-Martigues - Archives communales";"2 - Centres urbains intermédiaires";"13220";"";"";43.376158;5.177447;"Archives";"Châteauneuf-les-Martigues"
"Archives";"Commune de Fos-Sur-Mer - Archives municipales";"2 - Centres urbains intermédiaires";"13270";"";"";43.4497796;4.93638394;"Archives";"Fos-sur-Mer"
"Archives";"Commune de Miramas - Archives municipales";"2 - Centres urbains intermédiaires";"13140";"";"";43.58073543;5.00013125;"Archives";"Miramas"
"Archives";"Commune de Saint-Rémy-de-Provence - Archives Contemporaines";"3 - Petites villes";"13210";"";"";43.78857413;4.83175666;"Archives";"Saint-Rémy-de-Provence"
"Archives";"Archives départementales des Bouches-du-Rhône";"1 - Grands centres urbains";"13200";"";"";43.31052854;5.36941035;"Archives";"Marseille"
"Archives";"Communauté Urbaine de Caen La Mer - Service des Archives";"1 - Grands centres urbains";"14000";"";"";49.18186697;-0.3746061;"Archives";"Caen"
"Archives";"Communauté de Commune Coeur Côte Fleurie - Service des Archives";"3 - Petites villes";"14800";"";"";49.36011019;0.07401538;"Archives";"Deauville"
"Archives";"Commune de Honfleur - Archives municipales";"3 - Petites villes";"14600";"";"";49.41938886;0.23493767;"Archives";"Honfleur"
"Archives";"Commune D angoulême - Archives municipales";"2 - Centres urbains intermédiaires";"16000";"";"";45.64517002;0.15372174;"Archives";"Angoulême"
"Archives";"Archives départementales de Charente-Maritime";"1 - Grands centres urbains";"17000";"";"";46.1405299;-1.15338079;"Archives";"La_Rochelle"
"Archives";"Commune de Saintes - Service des Archives";"2 - Centres urbains intermédiaires";"17100";"";"";45.74489935;-0.63528749;"Archives";"Saintes"
"Archives";"Archives départementales du Cher";"1 - Grands centres urbains";"18000";"";"";47.05951398;2.39098585;"Archives";"Bourges"
"Archives";"Archives départementales de La Corrèze";"3 - Petites villes";"19000";"";"";45.27441339;1.76738017;"Archives";"Tulle"
"Archives";"Archives municipales - Les Archives Contemporaines";"1 - Grands centres urbains";"21000";"";"";47.32704799;5.05385835;"Archives";"Dijon"
"Archives";"Archives départementales des Côtes-D armor";"1 - Grands centres urbains";"22000";"";"";48.50347247;-2.77272403;"Archives";"Saint-Brieuc"
"Archives";"Archives départementales du Doubs";"1 - Grands centres urbains";"25000";"";"";47.21779542;5.97043641;"Archives";"Besançon"
"Archives";"Commune de Pontarlier Et Communauté de Communes du Grand Pontarlier - Archives municipales";"2 - Centres urbains intermédiaires";"25300";"";"";46.91867005;6.30633462;"Archives";"Pontarlier"
"Archives";"Commune de Buis-Les-Baronnies - Archives municipales";"5 - Bourgs ruraux";"26170";"";"";44.275969;5.272643;"Archives";"Buis-les-Baronnies"
"Archives";"Commune de Valence - Archives municipales";"1 - Grands centres urbains";"26000";"";"";44.93395765;4.89237799;"Archives";"Valence"
"Archives";"Communauté D agglomération Seine-Eure - Service des Archives";"2 - Centres urbains intermédiaires";"27400";"";"";49.23073966;1.17078536;"Archives";"Louviers"
"Archives";"Commune de Saint-Marcel - Service des Archives";"4 - Ceintures urbaines";"27950";"";"";49.09613997;1.44881798;"Archives";"Saint-Marcel"
"Archives";"Commune de Vernon - Service des Archives";"2 - Centres urbains intermédiaires";"27200";"";"";49.09352875;1.48498502;"Archives";"Vernon"
"Archives";"Commune de Nogent-Le-Rotrou - Archives municipales";"3 - Petites villes";"28400";"";"";48.32173197;0.82180625;"Archives";"Nogent-le-Rotrou"
"Archives";"Concarneau Cornouaille Agglomération - Service des Archives";"3 - Petites villes";"29900";"";"";47.902789;-3.906527;"Archives";"Concarneau"
"Archives";"Commune de Morlaix - Archives municipales";"2 - Centres urbains intermédiaires";"29600";"";"";48.57901073;-3.82953458;"Archives";"Morlaix"
"Archives";"Archives Pumonti A Ajaccio";"2 - Centres urbains intermédiaires";"20000";"";"";41.93498577;8.75114159;"Archives";"Ajaccio"
"Archives";"Commune de Beaucaire - Service des Archives";"2 - Centres urbains intermédiaires";"30300";"";"";43.80687811;4.64342569;"Archives";"Beaucaire"
"Archives";"Commune de Nîmes - Archives municipales";"1 - Grands centres urbains";"30900";"";"";43.83505037;4.36681284;"Archives";"Nîmes"
"Archives";"Commune de Colomiers - Service des Archives";"1 - Grands centres urbains";"31770";"";"";43.61080245;1.33540442;"Archives";"Colomiers"
"Archives";"Commune de Tournefeuille - Archives municipales";"1 - Grands centres urbains";"31170";"";"";43.58235824;1.3478265;"Archives";"Tournefeuille"
"Archives";"Communauté D agglomération du Bassin D arcachon Nord (Coban) - Service des Archives";"3 - Petites villes";"33510";"";"";44.74420128;-1.08566989;"Archives";"Andernos-les-Bains"
"Archives";"Commune de Bègles - Archives municipales";"1 - Grands centres urbains";"33130";"";"";44.80830488;-0.54336374;"Archives";"Bègles"
"Archives";"Commune de Cenon - Service Documentation Archives";"1 - Grands centres urbains";"33150";"";"";44.8575962;-0.53100489;"Archives";"Cenon"
"Archives";"Commune de Villenave D ornon - Service Archives-Documentation";"1 - Grands centres urbains";"33140";"";"";44.77725734;-0.53296538;"Archives";"Villenave-d_Ornon"
"Archives";"Commune de Rennes - Archives municipales";"1 - Grands centres urbains";"35000";"";"";48.11954509;-1.67112348;"Archives";"Rennes"
"Archives";"Conseil régional de Bretagne - Service des Archives";"1 - Grands centres urbains";"35000";"";"";48.13418387;-1.66024698;"Archives";"Rennes"
"Archives";"Commune de Vitré - Archives municipales";"2 - Centres urbains intermédiaires";"35500";"";"";48.11795735;-1.19001726;"Archives";"Vitré"
"Archives";"Commune de Châteauroux - Archives municipales";"2 - Centres urbains intermédiaires";"36000";"";"";46.81175893;1.69176521;"Archives";"Châteauroux"
"Archives";"Archives départementales de L indre";"2 - Centres urbains intermédiaires";"36000";"";"";46.81433901;1.70647957;"Archives";"Châteauroux"
"Archives";"Commune de Meylan - Archives municipales";"1 - Grands centres urbains";"38240";"";"";45.21172716;5.78877911;"Archives";"Meylan"
"Archives";"Commune de Vienne - Service Commun D archives - Archives municipales de Vienne";"2 - Centres urbains intermédiaires";"38200";"";"";45.52534048;4.87762456;"Archives";"Vienne"
"Archives";"Commune de Châtenay-Malabry - Service Archives-Documentation";"1 - Grands centres urbains";"92290";"";"";48.7673266;2.27851302;"Archives";"Châtenay-Malabry"
"Archives";"Commune de Châtillon - Archives municipales";"1 - Grands centres urbains";"92320";"";"";48.805859;2.297082;"Archives";"Châtillon"
"Archives";"Commune de Levallois-Perret - Service Archives-Documentation";"1 - Grands centres urbains";"92300";"";"";48.89904641;2.28505144;"Archives";"Levallois-Perret"
"Archives";"Commune de Nanterre - Service Archives-Documentation";"1 - Grands centres urbains";"92000";"";"";48.89220481;2.20692894;"Archives";"Nanterre"
"Archives";"Commune de Neuilly-Sur-Seine - Service Archives-Documentation";"1 - Grands centres urbains";"92200";"";"";48.88494587;2.26979899;"Archives";"Neuilly-sur-Seine"
"Archives";"Commune de Rueil-Malmaison - Archives communales";"1 - Grands centres urbains";"92500";"";"";48.87767;2.181712;"Archives";"Rueil-Malmaison"
"Archives";"Commune de Sèvres - Archives communales";"1 - Grands centres urbains";"92310";"";"";48.82216988;2.22104068;"Archives";"Sèvres"
"Archives";"Commune de Suresnes - Archives municipales";"1 - Grands centres urbains";"92150";"";"";48.87119789;2.22579055;"Archives";"Suresnes"
"Archives";"Commune de Bobigny - Direction des Affaires Juridiques Service Archives communales";"1 - Grands centres urbains";"93000";"";"";48.90618176;2.44504244;"Archives";"Bobigny"
"Archives";"Commune de dugny - Archives communales";"1 - Grands centres urbains";"93440";"";"";48.965624;2.410349;"Archives";"Dugny"
"Archives";"Commune de Montfermeil - Service Archives-Documentation";"1 - Grands centres urbains";"93370";"";"";48.90225751;2.57085865;"Archives";"Montfermeil"
"Archives";"Commune de Neuilly-Sur-Marne - Service Documentation-Archives";"1 - Grands centres urbains";"93330";"";"";48.85664671;2.52866332;"Archives";"Neuilly-sur-Marne"
"Archives";"Commune de Noisy-Le-Grand - Service Documentation Et Archives";"1 - Grands centres urbains";"93160";"";"";48.84874349;2.55296202;"Archives";"Noisy-le-Grand"
"Archives";"Commune de Romainville - Service Archives-Documentation";"1 - Grands centres urbains";"93230";"";"";48.88592965;2.43476101;"Archives";"Romainville"
"Archives";"Etablissement Public Territorial Est Ensemble - Service des Archives";"1 - Grands centres urbains";"93230";"";"";48.89353298;2.43249039;"Archives";"Romainville"
"Archives";"Commune D arcueil - Service Archives-Documentation";"1 - Grands centres urbains";"94110";"";"";48.80632927;2.33713688;"Archives";"Arcueil"
"Archives";"Commune de Cachan - Service du Patrimoine Archives Et Documentation";"1 - Grands centres urbains";"94230";"";"";48.79463158;2.3338791;"Archives";"Cachan"
"Archives";"Commune de Champigny-Sur-Marne - Archives communales";"1 - Grands centres urbains";"94500";"";"";48.81985568;2.51507949;"Archives";"Champigny-sur-Marne"
"Archives";"Commune de Choisy-Le-Roi - Service Archives-Documentation-Patrimoine";"1 - Grands centres urbains";"94600";"";"";48.76268581;2.41054336;"Archives";"Choisy-le-Roi"
"Archives";"Etablissement Public Territorial 11 Grand Paris Sud Est Europarc - Service des Archives";"1 - Grands centres urbains";"94000";"";"";48.76505944;2.46940857;"Archives";"Créteil"
"Archives";"Commune de Limeil-Brévannes - Service Archives-Documentation";"1 - Grands centres urbains";"94450";"";"";48.754767;2.495842;"Archives";"Limeil-Brévannes"
"Archives";"Commune de Maisons-Alfort - Service Archives Et Documentation";"1 - Grands centres urbains";"94700";"";"";48.8011287;2.43079583;"Archives";"Maisons-Alfort"
"Archives";"Commune de Villiers-Sur-Marne - Service des Archives";"1 - Grands centres urbains";"94350";"";"";48.8249072;2.54975603;"Archives";"Villiers-sur-Marne"
"Archives";"Commune de Vincennes - Service Archives Et Patrimoine";"1 - Grands centres urbains";"94300";"";"";48.84816267;2.43924704;"Archives";"Vincennes"
"Archives";"Commune de Cergy - Service Archives Et Documentation";"1 - Grands centres urbains";"95800";"";"";49.0522919;2.03616665;"Archives";"Cergy"
"Archives";"Commune D eaubonne - Archives municipales";"1 - Grands centres urbains";"95600";"";"";48.99116436;2.27956028;"Archives";"Eaubonne"
"Archives";"Commune de Gonesse - Service Archives Et Patrimoine";"1 - Grands centres urbains";"95500";"";"";48.98500819;2.44656767;"Archives";"Gonesse"
"Archives";"Commune D herblay Sur Seine - Service des Archives";"1 - Grands centres urbains";"95220";"";"";49.00645;2.168297;"Archives";"Herblay-sur-Seine"
"Archives";"Commune de Pontoise - Service Archives Documentation";"1 - Grands centres urbains";"95000";"";"";49.05107398;2.10041917;"Archives";"Pontoise"
"Archives";"Commune de Soisy-Sous-Montmorency - Service Archives-Documentation";"1 - Grands centres urbains";"95230";"";"";48.98760102;2.30105973;"Archives";"Soisy-sous-Montmorency"
"Archives";"Commune de Baie-Mahault - Service Archives";"4 - Ceintures urbaines";"97122";"";"";16.265614;-61.58739;"Archives";"Baie-Mahault"
"Archives";"Commune de Baillif - Service Archives";"4 - Ceintures urbaines";"97123";"";"";16.02100648;-61.74673405;"Archives";"Baillif"
"Archives";"Archives départementales de La Guadeloupe";"4 - Ceintures urbaines";"97113";"";"";15.98731539;-61.71166221;"Archives";"Gourbeyre"
"Archives";"Commune de La Plaine-des-Palmistes - Service des Archives";"3 - Petites villes";"97431";"";"";-21.13529991;55.62562261;"Archives";"La_Plaine-des-Palmistes"
"Archives";"Commune du Port - Service des Archives";"2 - Centres urbains intermédiaires";"97420";"";"";-20.93551961;55.29025283;"Archives";"Le_Port"
"Archives";"Commune de Saint-André - Archives municipales";"2 - Centres urbains intermédiaires";"97440";"";"";-20.96270904;55.64862704;"Archives";"Saint-André"
"Archives";"Archives départementales de l Ain";"2 - Centres urbains intermédiaires";"01000";"";"";46.19525376;5.22615816;"Archives";"Bourg-en-Bresse"
"Archives";"Archives départementales de L aisne";"2 - Centres urbains intermédiaires";"02000";"";"";49.555363;3.604875;"Archives";"Laon"
"Archives";"Archives Intercommunales de Vichy Communauté - Archives municipales";"2 - Centres urbains intermédiaires";"03200";"";"";46.12504236;3.42931121;"Archives";"Vichy"
"Archives";"Commune de Forcalquier - Archives municipales";"3 - Petites villes";"04300";"";"";43.96009264;5.78057735;"Archives";"Forcalquier"
"Archives";"Commune de Manosque - Archives communales";"2 - Centres urbains intermédiaires";"04100";"";"";43.83055249;5.78323514;"Archives";"Manosque"
"Archives";"Centre de gestion de la fonction publique territoriale des Hautes-Alpes - Service des Archives";"2 - Centres urbains intermédiaires";"05000";"";"";44.54395255;6.06453225;"Archives";"Gap"
"Archives";"Archives départementales des Alpes-Maritimes";"1 - Grands centres urbains";"06100";"";"";43.72417;7.24971;"Archives";"Nice"
"Archives";"Commune de Saint-Laurent-du-Var - Service Archives-Documentation";"1 - Grands centres urbains";"06700";"";"";43.6751403;7.191975;"Archives";"Saint-Laurent-du-Var"
"Archives";"Commune de Villeneuve-Loubet - Service Valorisation du Patrimoine Archives Et Documentation";"1 - Grands centres urbains";"06270";"";"";43.65738528;7.12298451;"Archives";"Villeneuve-Loubet"
"Archives";"Archives départementales de L ariège";"3 - Petites villes";"09000";"";"";42.95619912;1.60413034;"Archives";"Foix"
"Archives";"Communauté D agglomération du Grand Narbonne - Service Archives";"2 - Centres urbains intermédiaires";"11100";"";"";43.18550444;3.00133247;"Archives";"Narbonne"
"Archives";"Commune de Rodez - Archives municipales";"2 - Centres urbains intermédiaires";"12000";"";"";44.34946674;2.57661194;"Archives";"Rodez"
"Archives";"Archives Nationales D outre-Mer - Anom";"1 - Grands centres urbains";"13080";"";"";43.51448566;5.44797341;"Archives";"Aix-en-Provence"
"Archives";"Commune D arles - Archives communales";"2 - Centres urbains intermédiaires";"13200";"";"";43.67580007;4.62552926;"Archives";"Arles"
"Archives";"Commune de La Ciotat - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"13600";"";"";43.17368243;5.60562602;"Archives";"La_Ciotat"
"Archives";"Commune de La Fare-Les-Oliviers - Archives municipales";"4 - Ceintures urbaines";"13580";"";"";43.54807462;5.18353069;"Archives";"La_Fare-les-Oliviers"
"Archives";"Commune du Tholonet - Archives municipales";"6 - Rural à habitat dispersé";"13100";"";"";43.51299611;5.49498189;"Archives";"Le_Tholonet"
"Archives";"Commune de Vitrolles - Service des Archives";"2 - Centres urbains intermédiaires";"13127";"";"";43.42943077;5.25687759;"Archives";"Vitrolles"
"Archives";"Commune de Marseille - Archives municipales";"1 - Grands centres urbains";"13200";"";"";43.30895639;5.38755344;"Archives";"Marseille"
"Archives";"Archives départementales du Calvados";"1 - Grands centres urbains";"14000";"";"";49.20187324;-0.3547415;"Archives";"Caen"
"Archives";"Centre de gestion de la fonction publique territoriale du Calvados - Service des Archives";"1 - Grands centres urbains";"14200";"";"";49.21909718;-0.35605434;"Archives";"Hérouville-Saint-Clair"
"Archives";"Archives départementales de La Charente";"2 - Centres urbains intermédiaires";"16000";"";"";45.65202138;0.16278615;"Archives";"Angoulême"
"Archives";"Commune de Rochefort - Service Archives Documentation";"2 - Centres urbains intermédiaires";"17300";"";"";45.93673591;-0.962458;"Archives";"Rochefort"
"Archives";"Archives départementales de La Creuse";"2 - Centres urbains intermédiaires";"23000";"";"";46.1723778;1.88275523;"Archives";"Guéret"
"Archives";"Commune de Besançon - Archives municipales";"1 - Grands centres urbains";"25000";"";"";47.23620308;6.02778718;"Archives";"Besançon"
"Archives";"Communauté D agglomération du Pays de Montbéliard - Service Archives-Documentation";"1 - Grands centres urbains";"25200";"";"";47.51186717;6.79988893;"Archives";"Montbéliard"
"Archives";"Communauté D agglomération de Montélimar - Archives Et Patrimoine";"2 - Centres urbains intermédiaires";"26200";"";"";44.56273114;4.75330414;"Archives";"Montélimar"
"Archives";"Commune de Pierrelatte - Service des Archives";"2 - Centres urbains intermédiaires";"26700";"";"";44.371863;4.707295;"Archives";"Pierrelatte"
"Archives";"Commune de Romans-Sur-Isère - Archives communales";"2 - Centres urbains intermédiaires";"26100";"";"";45.04247319;5.05110505;"Archives";"Romans-sur-Isère"
"Archives";"Archives départementales de L eure";"2 - Centres urbains intermédiaires";"27000";"";"";49.02343579;1.1443914;"Archives";"Evreux"
"Archives";"Commune D evreux - Archives communales Et Intercommunales";"2 - Centres urbains intermédiaires";"27000";"";"";49.031408;1.176759;"Archives";"Evreux"
"Archives";"Archives départementales D eure-Et-Loir";"1 - Grands centres urbains";"28000";"";"";48.445422;1.484005;"Archives";"Chartres"
"Archives";"Commune de Mainvilliers - Archives communales";"1 - Grands centres urbains";"28300";"";"";48.45096758;1.46294678;"Archives";"Mainvilliers"
"Archives";"Centre de gestion de la fonction publique territoriale du Finistère - Service des Archives";"1 - Grands centres urbains";"29000";"";"";48.01516081;-4.09057714;"Archives";"Quimper"
"Archives";"Commune de Bagnols-Sur-Cèze - Archives municipales";"2 - Centres urbains intermédiaires";"30200";"";"";44.16191562;4.61867612;"Archives";"Bagnols-sur-Cèze"
"Archives";"Archives départementales du Gers";"2 - Centres urbains intermédiaires";"32000";"";"";43.64159919;0.60177818;"Archives";"Auch"
"Archives";"Archives départementales de La Gironde";"1 - Grands centres urbains";"33300";"";"";44.85694064;-0.56801307;"Archives";"Bordeaux"
"Archives";"Conseil régional de Nouvelle-Aquitaine - Site de Bordeaux - Service des Archives";"1 - Grands centres urbains";"33300";"";"";44.83660881;-0.58944049;"Archives";"Bordeaux"
"Archives";"Commune du Bouscat - Archives communales";"1 - Grands centres urbains";"33110";"";"";44.8656003;-0.60026046;"Archives";"Le_Bouscat"
"Archives";"Commune de Talence - Archives municipales";"1 - Grands centres urbains";"33400";"";"";44.80808532;-0.5885937;"Archives";"Talence"
"Archives";"Commune de Bédarieux - Archives municipales";"5 - Bourgs ruraux";"34600";"";"";43.61744625;3.15518243;"Archives";"Bédarieux"
"Archives";"Commune de Béziers - Archives municipales";"1 - Grands centres urbains";"34500";"";"";43.34258476;3.213926;"Archives";"Béziers"
"Archives";"Commune de Montpellier - Archives municipales";"1 - Grands centres urbains";"34090";"";"";43.60772912;3.8934263;"Archives";"Montpellier"
"Archives";"Conseil régional D occitanie - Site de Montpellier - Unité Archives";"1 - Grands centres urbains";"34090";"";"";43.642306;3.840504;"Archives";"Montpellier"
"Archives";"Commune de Saint-Malo - Archives municipales";"2 - Centres urbains intermédiaires";"35400";"";"";48.64528126;-2.0045962;"Archives";"Saint-Malo"
"Archives";"Commune de Montlouis-Sur-Loire - Archives municipales";"4 - Ceintures urbaines";"37270";"";"";47.38826176;0.8277379;"Archives";"Montlouis-sur-Loire"
"Archives";"Commune de Saint-Pierre-des-Corps - Archives municipales";"1 - Grands centres urbains";"37700";"";"";47.38903821;0.71873622;"Archives";"Saint-Pierre-des-Corps"
"Archives";"Commune de Fontaine - Archives municipales";"1 - Grands centres urbains";"38600";"";"";45.19186564;5.68798684;"Archives";"Fontaine"
"Archives";"Archives départementales de L isère";"1 - Grands centres urbains";"38000";"";"";45.191075;5.737295;"Archives";"Grenoble"
"Archives";"Commune de Rives - Archives communales";"4 - Ceintures urbaines";"38140";"";"";45.35949248;5.49195676;"Archives";"Rives"
"Archives";"Commune de Saint-Egrève - Service Documentation-Archives";"1 - Grands centres urbains";"38120";"";"";45.23315272;5.6813977;"Archives";"Saint-Egrève"
"Archives";"Commune de Saint-Martin-D hères - Pôle Archives";"1 - Grands centres urbains";"38400";"";"";45.183476;5.755813;"Archives";"Saint-Martin-d_Hères"
"Archives";"Commune de Voiron - Service Archives Et Documentation";"2 - Centres urbains intermédiaires";"38500";"";"";45.36232356;5.59196917;"Archives";"Voiron"
"Archives";"Communauté D agglomération du Pays Voironnais - Service Archives";"2 - Centres urbains intermédiaires";"38500";"";"";45.36288268;5.59380564;"Archives";"Voiron"
"Archives";"Archives départementales du Jura";"4 - Ceintures urbaines";"39570";"";"";46.67429262;5.53728614;"Archives";"Montmorot"
"Archives";"Commune de Tarnos - Archives municipales";"4 - Ceintures urbaines";"40220";"";"";43.54127097;-1.46066868;"Archives";"Tarnos"
"Archives";"Commune de Rive-de-Gier - Service des Archives";"2 - Centres urbains intermédiaires";"42800";"";"";45.53063759;4.62144713;"Archives";"Rive-de-Gier"
"Archives";"Commune de Saint-Chamond - Archives municipales";"2 - Centres urbains intermédiaires";"42400";"";"";45.47451984;4.51227745;"Archives";"Saint-Chamond"
"Archives";"Centre de gestion de la fonction publique territoriale de La Haute-Loire - Service des Archives";"4 - Ceintures urbaines";"43000";"";"";45.04533198;3.86811386;"Archives";"Espaly-Saint-Marcel"
"Archives";"Archives départementales de La Haute-Loire";"2 - Centres urbains intermédiaires";"43000";"";"";45.04111657;3.90043558;"Archives";"Le_Puy-en-Velay"
"Archives";"Commune du Puy-En-Velay - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"43000";"";"";45.04359635;3.88332701;"Archives";"Le_Puy-en-Velay"
"Archives";"Commune de Couëron - Service Archives Et Patrimoine";"4 - Ceintures urbaines";"44220";"";"";47.21197243;-1.72783895;"Archives";"Couëron"
"Archives";"Commune de Saint-Herblain - Service Documentation-Archives";"1 - Grands centres urbains";"44800";"";"";47.21119374;-1.64835113;"Archives";"Saint-Herblain"
"Archives";"Commune de Vertou - Pôle Archives Et Patrimoine";"4 - Ceintures urbaines";"44120";"";"";47.16858073;-1.47305667;"Archives";"Vertou"
"Archives";"Commune de Chécy - Archives municipales";"4 - Ceintures urbaines";"45430";"";"";47.89090783;2.02651119;"Archives";"Chécy"
"Archives";"Commune de Pithiviers - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"45300";"";"";48.17363232;2.25718469;"Archives";"Pithiviers"
"Archives";"Commune D agen - Archives municipales";"2 - Centres urbains intermédiaires";"47000";"";"";44.20736248;0.61521171;"Archives";"Agen"
