"Type";"NOM";"GCD";"CP";"ORGANISME";"Public";"LATTI";"LONGI";"SOUS_TYPE";"COMMUNE"
"Archives";"Commune de Marmande - Service des Archives";"2 - Centres urbains intermédiaires";"47200";"";"";44.49843139;0.16623361;"Archives";"Marmande"
"Archives";"Commune de Villeneuve-Sur-Lot - Archives municipales";"2 - Centres urbains intermédiaires";"47300";"";"";44.40493739;0.70824163;"Archives";"Villeneuve-sur-Lot"
"Archives";"Archives départementales de La Lozère";"3 - Petites villes";"48000";"";"";44.5174715;3.50550352;"Archives";"Mende"
"Archives";"Commune de Mende - Service des Archives";"3 - Petites villes";"48000";"";"";44.51837792;3.50140721;"Archives";"Mende"
"Archives";"Commune de Cholet Et Communauté D agglomération du Choletais - Service des Archives";"2 - Centres urbains intermédiaires";"49300";"";"";47.05943536;-0.87558475;"Archives";"Cholet"
"Archives";"Commune de Châlons-En-Champagne - Archives municipales";"2 - Centres urbains intermédiaires";"51000";"";"";48.96013555;4.36589002;"Archives";"Châlons-en-Champagne"
"Archives";"Centre de Reims";"1 - Grands centres urbains";"51100";"";"";49.24570039;4.06240947;"Archives";"Reims"
"Archives";"Centre de gestion de la fonction publique territoriale de La Mayenne - Service des Archives";"4 - Ceintures urbaines";"53810";"";"";48.093009;-0.760991;"Archives";"Changé"
"Archives";"Archives départementales de La Meuse";"2 - Centres urbains intermédiaires";"55000";"";"";48.7580074;5.15606656;"Archives";"Bar-le-Duc"
"Archives";"Commune de Stenay -  Archives Anciennes";"5 - Bourgs ruraux";"55700";"";"";49.49095;5.189912;"Archives";"Stenay"
"Archives";"Commune de Hennebont - Archives communales";"3 - Petites villes";"56700";"";"";47.808715;-3.275276;"Archives";"Hennebont"
"Archives";"Commune de Ploemeur - Archives municipales";"4 - Ceintures urbaines";"56270";"";"";47.73213751;-3.42614619;"Archives";"Ploemeur"
"Archives";"Commune de Vannes - Archives municipales";"1 - Grands centres urbains";"56000";"";"";47.66272297;-2.75486389;"Archives";"Vannes"
"Archives";"Commune de Metz  - Archives municipales";"1 - Grands centres urbains";"57070";"";"";49.11988136;6.17982842;"Archives";"Metz"
"Archives";"Communauté D agglomération de Nevers - Service des Archives";"2 - Centres urbains intermédiaires";"58000";"";"";46.98770805;3.11864966;"Archives";"Nevers"
"Archives";"Centre de gestion de la fonction publique territoriale du Nord - Service ""archives""";"1 - Grands centres urbains";"59260";"";"";50.63151722;3.06347751;"Archives";"Lille"
"Archives";"Mission Départementale Pour L archivage";"1 - Grands centres urbains";"59260";"";"";50.624741;3.114724;"Archives";"Lille"
"Archives";"Commune de Maubeuge - Archives municipales";"2 - Centres urbains intermédiaires";"59600";"";"";50.283088;3.935309;"Archives";"Maubeuge"
"Archives";"Commune de Roncq - Archives municipales";"1 - Grands centres urbains";"59223";"";"";50.74543769;3.11565372;"Archives";"Roncq"
"Archives";"Commune de Beauvais - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"60000";"";"";49.42771062;2.08154663;"Archives";"Beauvais"
"Archives";"Commune D argentan - Archives municipales";"2 - Centres urbains intermédiaires";"61200";"";"";48.74390843;-0.01777085;"Archives";"Argentan"
"Archives";"Commune de Bruay-La-Buissière - Service des Archives municipales";"2 - Centres urbains intermédiaires";"62700";"";"";50.48220115;2.54623465;"Archives";"Bruay-la-Buissière"
"Archives";"Conseil régional D auvergne-Rhône-Alpes - Site de Clermont-Ferrand - Service des Archives";"1 - Grands centres urbains";"63100";"";"";45.79514853;3.11654224;"Archives";"Clermont-Ferrand"
"Archives";"Commune de Perpignan - Archives communales";"1 - Grands centres urbains";"66000";"";"";42.70079169;2.898599;"Archives";"Perpignan"
"Archives";"Conseil régional Grand-Est  - Site de Strasbourg - Service des Archives";"1 - Grands centres urbains";"67100";"";"";48.59879178;7.76041735;"Archives";"Strasbourg"
"Archives";"Archives municipales de Cernay - Archives municipales";"2 - Centres urbains intermédiaires";"68700";"";"";47.80862194;7.17854867;"Archives";"Cernay"
"Archives";"Saint-Louis Agglomération - Service des Archives";"1 - Grands centres urbains";"68300";"";"";47.58649299;7.56264505;"Archives";"Saint-Louis"
"Archives";"Commune de Saint-Louis - Archives municipales";"1 - Grands centres urbains";"68300";"";"";47.58593939;7.56116109;"Archives";"Saint-Louis"
"Archives";"Commune de Caluire-Et-Cuire - Service des Archives";"1 - Grands centres urbains";"69300";"";"";45.79715651;4.84304746;"Archives";"Caluire-et-Cuire"
"Archives";"Commune D irigny - Archives communales";"1 - Grands centres urbains";"69540";"";"";45.67304927;4.8223256;"Archives";"Irigny"
"Archives";"Commune de Pierre-Bénite - Archives municipales";"1 - Grands centres urbains";"69310";"";"";45.70404307;4.82578288;"Archives";"Oullins-Pierre-Bénite"
"Archives";"Commune de Vaulx-En-Velin - Archives municipales";"1 - Grands centres urbains";"69120";"";"";45.77830781;4.92021845;"Archives";"Vaulx-en-Velin"
"Archives";"Commune de Décines-Chapieu - Archives municipales";"1 - Grands centres urbains";"69150";"";"";45.76850126;4.956942;"Archives";"Décines-Charpieu"
"Archives";"Centre de gestion de la fonction publique territoriale - Service des Archives";"2 - Centres urbains intermédiaires";"70000";"";"";47.62360801;6.162105;"Archives";"Vesoul"
"Archives";"Commune de Vesoul - Archives municipales";"2 - Centres urbains intermédiaires";"70000";"";"";47.619709;6.15464907;"Archives";"Vesoul"
"Archives";"Commune de Chalon-Sur-Saône - Archives municipales";"4 - Ceintures urbaines";"71880";"";"";46.79749943;4.82588159;"Archives";"Châtenoy-le-Royal"
"Archives";"Archives municipales D albertville";"2 - Centres urbains intermédiaires";"73200";"";"";45.675847;6.392067;"Archives";"Albertville"
"Archives";"Archives de Paris";"1 - Grands centres urbains";"75019";"";"";48.87896072;2.40504838;"Archives";"Paris"
"Archives";"Métropole Rouen Normandie - Centre des Archives";"1 - Grands centres urbains";"76250";"";"";49.47238981;1.04148697;"Archives";"Déville-lès-Rouen"
"Archives";"Fabrique des Savoirs";"2 - Centres urbains intermédiaires";"76500";"";"";49.28505027;1.00627231;"Archives";"Elbeuf"
"Archives";"Commune du Petit-Quevilly - Service des Archives";"1 - Grands centres urbains";"76140";"";"";49.422099;1.06077;"Archives";"Le_Petit-Quevilly"
"Archives";"Archives départementales de La Seine-Maritime";"1 - Grands centres urbains";"76000";"";"";49.42644787;1.09626029;"Archives";"Rouen"
"Archives";"Commune de Champs-Sur-Marne - Service Documentation Et Archives";"1 - Grands centres urbains";"77420";"";"";48.852886;2.602869;"Archives";"Champs-sur-Marne"
"Archives";"Commune de Chessy - Archives communales";"1 - Grands centres urbains";"77700";"";"";48.8797979;2.76593519;"Archives";"Chessy"
"Archives";"Commune D ozoir-La-Ferrière - Service Archives-Documentation";"2 - Centres urbains intermédiaires";"77330";"";"";48.76563777;2.68324309;"Archives";"Ozoir-la-Ferrière"
"Archives";"Commune de Beynes - Service des Archives";"4 - Ceintures urbaines";"78650";"";"";48.85571495;1.87601407;"Archives";"Beynes"
"Archives";"Commune de Carrières-Sous-Poissy - Documentation-Archives";"1 - Grands centres urbains";"78955";"";"";48.94370565;2.03444759;"Archives";"Carrières-sous-Poissy"
"Archives";"Commune de La Celle-Saint-Cloud - Service Archives Et Patrimoine";"1 - Grands centres urbains";"78170";"";"";48.84827978;2.13629574;"Archives";"La_Celle-Saint-Cloud"
"Archives";"Commune D elancourt - Archives communales";"1 - Grands centres urbains";"78990";"";"";48.76842316;1.94891864;"Archives";"Elancourt"
"Archives";"Commune de Houilles - Archives municipales";"1 - Grands centres urbains";"78800";"";"";48.92317093;2.18665095;"Archives";"Houilles"
"Archives";"Communauté Urbaine du Grand Paris Seine-Et-Oise   - Service des Archives";"1 - Grands centres urbains";"78200";"";"";48.97636761;1.69333699;"Archives";"Magnanville"
"Archives";"Commune de Mantes-La-Jolie - Archives municipales";"1 - Grands centres urbains";"78200";"";"";48.98907732;1.71552818;"Archives";"Mantes-la-Jolie"
"Archives";"Commune de Marly-Le-Roi - Archives-Documentation";"1 - Grands centres urbains";"78160";"";"";48.86766918;2.0968769;"Archives";"Marly-le-Roi"
"Archives";"Commune du Pecq - Service Documentation-Archives";"1 - Grands centres urbains";"78230";"";"";48.89742343;2.10636557;"Archives";"Le_Pecq"
"Archives";"Commune de Plaisir - Archives municipales";"1 - Grands centres urbains";"78370";"";"";48.82180794;1.96113528;"Archives";"Plaisir"
"Archives";"Commune de Poissy - Archives communales";"1 - Grands centres urbains";"78300";"";"";48.92749318;2.04124499;"Archives";"Poissy"
"Archives";"Commune de Saint-Germain-En-Laye - Archives municipales";"1 - Grands centres urbains";"78100";"";"";48.89902572;2.09387265;"Archives";"Saint-Germain-en-Laye"
"Archives";"Commune de Vélizy-Villacoublay - Archives municipales";"1 - Grands centres urbains";"78140";"";"";48.78278522;2.19044317;"Archives";"Vélizy-Villacoublay"
"Archives";"Commune de Thouars - Archives municipales";"3 - Petites villes";"79100";"";"";46.97687027;-0.21695322;"Archives";"Thouars"
"Archives";"Commune D abbeville - Archives municipales";"2 - Centres urbains intermédiaires";"80100";"";"";50.10919823;1.83499158;"Archives";"Abbeville"
"Archives";"Commune D albi - Archives municipales";"2 - Centres urbains intermédiaires";"81000";"";"";43.92649204;2.17532901;"Archives";"Albi"
"Archives";"Archives départementales du Tarn-Et-Garonne";"2 - Centres urbains intermédiaires";"82000";"";"";44.02279275;1.34747334;"Archives";"Montauban"
"Archives";"Commune de Brignoles - Archives municipales";"2 - Centres urbains intermédiaires";"83170";"";"";43.40410563;6.06126989;"Archives";"Brignoles"
"Archives";"Archives départementales du Var";"2 - Centres urbains intermédiaires";"83300";"";"";43.53494119;6.47570515;"Archives";"Draguignan"
"Archives";"Commune de Draguignan - Service Courrier-Documentation-Archives";"2 - Centres urbains intermédiaires";"83300";"";"";43.537537;6.463008;"Archives";"Draguignan"
"Archives";"Commune de Hyères  - Archives municipales";"2 - Centres urbains intermédiaires";"83400";"";"";43.1201849;6.13104743;"Archives";"Hyères"
"Archives";"Communauté D agglomération Var Estérel Méditerranée - Service des Archives";"1 - Grands centres urbains";"83530";"";"";43.43705852;6.76900922;"Archives";"Saint-Raphaël"
"Archives";"Commune de Saint-Raphaël - Archives municipales";"1 - Grands centres urbains";"83530";"";"";43.42485093;6.77104036;"Archives";"Saint-Raphaël"
"Archives";"Commune de Sanary-Sur-Mer - Archives municipales";"1 - Grands centres urbains";"83110";"";"";43.11804783;5.79931846;"Archives";"Sanary-sur-Mer"
"Archives";"Commune de Bollène - Archives communales";"3 - Petites villes";"84500";"";"";44.280179;4.748183;"Archives";"Bollène"
"Archives";"Communauté D agglomération Ventoux-Comtat Venaissin - Archives Communautaires";"2 - Centres urbains intermédiaires";"84200";"";"";44.05903144;5.06690159;"Archives";"Carpentras"
"Archives";"Communauté de Communes du Pays Réuni D orange - Archives Intercommunales";"2 - Centres urbains intermédiaires";"84100";"";"";44.14131454;4.80467107;"Archives";"Orange"
"Archives";"Commune du Pontet - Archives municipales";"1 - Grands centres urbains";"84130";"";"";43.96013826;4.86530602;"Archives";"Le_Pontet"
"Archives";"Communauté de Communes du Pays des Herbiers - Service des Archives";"3 - Petites villes";"85500";"";"";46.86944755;-1.01368017;"Archives";"Les_Herbiers"
"Archives";"Commune de Saint-Jean-de-Monts - Archives municipales";"3 - Petites villes";"85160";"";"";46.79156725;-2.06429184;"Archives";"Saint-Jean-de-Monts"
"Archives";"Archives départementales de La Vienne";"1 - Grands centres urbains";"86000";"";"";46.56700075;0.36840205;"Archives";"Poitiers"
"Archives";"Commune de Neufchâteau - Service Documentation Et Archives";"3 - Petites villes";"88300";"";"";48.35504824;5.69451451;"Archives";"Neufchâteau"
"Archives";"Centre de gestion de la fonction publique territoriale de L yonne - Mission Archives";"2 - Centres urbains intermédiaires";"89290";"";"";47.79184579;3.55448423;"Archives";"Auxerre"
"Archives";"Communauté D agglomération du Grand Sénonais - Service des Archives";"2 - Centres urbains intermédiaires";"89100";"";"";48.19890713;3.28274553;"Archives";"Sens"
"Archives";"Commune de Corbeil-Essonnes - Archives communales";"1 - Grands centres urbains";"91100";"";"";48.6137215;2.48195121;"Archives";"Corbeil-Essonnes"
"Archives";"Commune D epinay-Sous-Sénart - Service des Archives";"1 - Grands centres urbains";"91860";"";"";48.69493995;2.51526159;"Archives";"Epinay-sous-Sénart"
"Archives";"Communauté D agglomération Grand Paris Sud - Direction Documentation Et Archives";"1 - Grands centres urbains";"91000";"";"";48.61657994;2.53898145;"Archives";"Evry-Courcouronnes"
"Archives";"Commune de Grigny - Service des Archives Et de La Documentation";"1 - Grands centres urbains";"91350";"";"";48.65613317;2.38500776;"Archives";"Grigny"
"Archives";"Commune de Massy - Service Documentation-Archives";"1 - Grands centres urbains";"91300";"";"";48.73093437;2.27168221;"Archives";"Massy"
"Archives";"Commune de Vigneux-Sur-Seine - Service Archives Documentation";"1 - Grands centres urbains";"91270";"";"";48.70302019;2.40857688;"Archives";"Vigneux-sur-Seine"
"Archives";"Commune de Viry-Châtillon - Service Archives Documentation Et Histoire Locale";"1 - Grands centres urbains";"91170";"";"";48.67158498;2.37732143;"Archives";"Viry-Châtillon"
"Archives";"Commune D yerres - Service Archives Documentation";"1 - Grands centres urbains";"91330";"";"";48.72007009;2.49332219;"Archives";"Yerres"
"Archives";"Commune D antony - Service Archives-Documentation";"1 - Grands centres urbains";"92160";"";"";48.75388428;2.29608507;"Archives";"Antony"
"Archives";"Commune de Courbevoie - Archives municipales";"1 - Grands centres urbains";"92400";"";"";48.90072433;2.25842438;"Archives";"Courbevoie"
"Archives";"Commune de Garches - Archives-Documentation";"1 - Grands centres urbains";"92380";"";"";48.84343567;2.18720943;"Archives";"Garches"
"Archives";"Commune de Puteaux - Archives municipales";"1 - Grands centres urbains";"92800";"";"";48.88400253;2.23913307;"Archives";"Puteaux"
"Archives";"Commune D aubervilliers - Service Archives-Documentation";"1 - Grands centres urbains";"93300";"";"";48.91245982;2.38150304;"Archives";"Aubervilliers"
"Archives";"Commune D aulnay-Sous-Bois - Archives municipales";"1 - Grands centres urbains";"93600";"";"";48.93478073;2.49974854;"Archives";"Aulnay-sous-Bois"
"Archives";"Commune de La Courneuve - Service Documentation-Archives";"1 - Grands centres urbains";"93120";"";"";48.92731684;2.38830263;"Archives";"La_Courneuve"
"Archives";"Commune de Montreuil - Service Archives";"1 - Grands centres urbains";"93100";"";"";48.86168732;2.44320235;"Archives";"Montreuil"
"Archives";"Archives Nationales";"1 - Grands centres urbains";"93380";"";"";48.94807859;2.3649454;"Archives";"Pierrefitte-sur-Seine"
"Archives";"Commune de Créteil - Service des Archives de L archéologie Et de La Documentation";"1 - Grands centres urbains";"94000";"";"";48.77738502;2.45379721;"Archives";"Créteil"
"Archives";"Commune de Nogent-Sur-Marne - Service Archives-Documentation";"1 - Grands centres urbains";"94130";"";"";48.84416585;2.48800896;"Archives";"Nogent-sur-Marne"
"Archives";"Commune D argenteuil - Archives municipales";"1 - Grands centres urbains";"95100";"";"";48.94719798;2.24852794;"Archives";"Argenteuil"
"Archives";"Commune de Cormeilles-En-Parisis - Archives municipales";"1 - Grands centres urbains";"95240";"";"";48.97582525;2.19985452;"Archives";"Cormeilles-en-Parisis"
"Archives";"Commune de Garges-Lès-Gonesse - Archives communales";"1 - Grands centres urbains";"95140";"";"";48.97166837;2.40032228;"Archives";"Garges-lès-Gonesse"
"Archives";"Commune de Saint-Ouen-L aumône - Archives communales";"1 - Grands centres urbains";"95310";"";"";49.044073;2.10948;"Archives";"Saint-Ouen-l_Aumône"
"Archives";"Commune de Sannois - Service Documentation-Archives";"1 - Grands centres urbains";"95110";"";"";48.97132527;2.2574018;"Archives";"Sannois"
"Archives";"Commune de Fort-de-France - Archives municipales";"1 - Grands centres urbains";"97200";"";"";14.609127;-61.083771;"Archives";"Fort-de-France"
"Archives";"Conseil régional de La Martinique - Service régional de La Documentation Et des Archives";"1 - Grands centres urbains";"97200";"";"";14.62052705;-61.08038292;"Archives";"Fort-de-France"
"Archives";"Archives Territoriales de Guyane";"1 - Grands centres urbains";"97300";"";"";4.939652;-52.335308;"Archives";"Cayenne"
"Archives";"Commune de Cayenne - Service des Archives";"1 - Grands centres urbains";"97300";"";"";4.940289;-52.32686;"Archives";"Cayenne"
"Archives";"Commune des Avirons - Service des Archives";"4 - Ceintures urbaines";"97425";"";"";-21.24279434;55.33364758;"Archives";"Les_Avirons"
"Archives";"Archives départementales de Saône-Et-Loire";"2 - Centres urbains intermédiaires";"71000";"";"";46.30827515;4.83554872;"Archives";"Mâcon"
"Archives";"Commune du Mans - Archives municipales";"1 - Grands centres urbains";"72000";"";"";48.00760266;0.18867645;"Archives";"Le_Mans"
"Archives";"Archives municipales de Chambéry";"1 - Grands centres urbains";"73000";"";"";45.56831346;5.91107372;"Archives";"Chambéry"
"Archives";"Commune de Chamonix-Mont-Blanc - Archives municipales";"3 - Petites villes";"74400";"";"";45.9237607;6.86925527;"Archives";"Chamonix-Mont-Blanc"
"Archives";"Commune de Cluses - Archives Et Patrimoine";"2 - Centres urbains intermédiaires";"74300";"";"";46.056176;6.579971;"Archives";"Cluses"
"Archives";"Commune de La Roche Sur Foron - Archives municipales";"2 - Centres urbains intermédiaires";"74800";"";"";46.0666271;6.31471855;"Archives";"La_Roche-sur-Foron"
"Archives";"Commune de Thonon-Les-Bains - Archives municipales";"2 - Centres urbains intermédiaires";"74200";"";"";46.36969992;6.48162922;"Archives";"Thonon-les-Bains"
"Archives";"Archives Nationales - Site de Paris";"1 - Grands centres urbains";"75003";"";"";48.86024145;2.35760134;"Archives";"Paris"
"Archives";"Commune de Dieppe - Service Archives";"2 - Centres urbains intermédiaires";"76200";"";"";49.92286944;1.07762712;"Archives";"Dieppe"
"Archives";"Service Archives - Fonds Ancien";"2 - Centres urbains intermédiaires";"76200";"";"";49.9231782;1.07759919;"Archives";"Dieppe"
"Archives";"Commune du Grand-Quevilly - Service des Archives";"1 - Grands centres urbains";"76120";"";"";49.41742;1.049595;"Archives";"Le_Grand-Quevilly"
"Archives";"Commune du Havre - Archives municipales";"1 - Grands centres urbains";"76610";"";"";49.508552;0.173741;"Archives";"Le_Havre"
"Archives";"Commune de Combs-La-Ville - Documentation-Archives";"1 - Grands centres urbains";"77380";"";"";48.66519246;2.56489267;"Archives";"Combs-la-Ville"
"Archives";"Commune de Fontainebleau - Archives municipales";"2 - Centres urbains intermédiaires";"77300";"";"";48.40468084;2.70104109;"Archives";"Fontainebleau"
"Archives";"Commune de Montereau-Fault-Yonne - Archives communales";"2 - Centres urbains intermédiaires";"77130";"";"";48.38469802;2.95627969;"Archives";"Montereau-Fault-Yonne"
"Archives";"Communauté D agglomération de Paris-Vallée de La Marne - Service Documentation-Archives";"1 - Grands centres urbains";"77200";"";"";48.85044542;2.63611287;"Archives";"Torcy"
"Archives";"Communauté D agglomération de Saint-Quentin-En-Yvelines - Service des Archives";"1 - Grands centres urbains";"78280";"";"";48.76867134;2.06416062;"Archives";"Guyancourt"
"Archives";"Commune de Guyancourt - Service des Archives Et du Patrimoine";"1 - Grands centres urbains";"78280";"";"";48.77087594;2.07040867;"Archives";"Guyancourt"
"Archives";"Commune de Limay - Service des Archives";"1 - Grands centres urbains";"78520";"";"";48.99199663;1.73597846;"Archives";"Limay"
"Archives";"Commune des Mureaux - Service des Archives";"2 - Centres urbains intermédiaires";"78130";"";"";48.99305041;1.90940772;"Archives";"Les_Mureaux"
"Archives";"Commune de Rambouillet - Archives municipales";"2 - Centres urbains intermédiaires";"78120";"";"";48.65470996;1.81778;"Archives";"Rambouillet"
"Archives";"Commune de Versailles - Archives communales";"1 - Grands centres urbains";"78000";"";"";48.80156759;2.13045957;"Archives";"Versailles"
"Archives";"Commune du Vésinet - Service des Archives";"1 - Grands centres urbains";"78110";"";"";48.89411998;2.13459512;"Archives";"Le_Vésinet"
"Archives";"Archives départementales des deux-Sèvres";"2 - Centres urbains intermédiaires";"79000";"";"";46.33255567;-0.45327411;"Archives";"Niort"
"Archives";"Commune D amiens - Service des Archives";"1 - Grands centres urbains";"80000";"";"";49.88902113;2.31259505;"Archives";"Amiens"
"Archives";"Conseil régional de Hauts-de-France - Site D amiens - Service des Archives";"1 - Grands centres urbains";"80000";"";"";49.89410813;2.29571348;"Archives";"Amiens"
"Archives";"Commune de Cuers - Archives municipales";"2 - Centres urbains intermédiaires";"83390";"";"";43.236725;6.07796;"Archives";"Cuers"
"Archives";"Commune de Toulon - Archives municipales";"1 - Grands centres urbains";"83100";"";"";43.13165816;5.97210849;"Archives";"Toulon"
"Archives";"Commune de Carpentras - Archives communales";"2 - Centres urbains intermédiaires";"84200";"";"";44.05425353;5.04517093;"Archives";"Carpentras"
"Archives";"Commune de Vaison-La-Romaine - Service du Patrimoine";"3 - Petites villes";"84110";"";"";44.24157027;5.07410272;"Archives";"Vaison-la-Romaine"
"Archives";"Centre de gestion de la fonction publique territoriale de La Vendée - Service Conseil Archives";"2 - Centres urbains intermédiaires";"85000";"";"";46.67152716;-1.3993549;"Archives";"La_Roche-sur-Yon"
"Archives";"Commune des Sables D olonne - Archives municipales Et Documentation";"3 - Petites villes";"85100";"";"";46.49717784;-1.78405757;"Archives";"Les_Sables-d_Olonne"
"Archives";"Centre de gestion de la fonction publique territoriale de La Vienne - Service des Archives";"3 - Petites villes";"86360";"";"";46.65636576;0.36159844;"Archives";"Chasseneuil-du-Poitou"
"Archives";"Communauté D agglomération du Grand Châtellerault - Service des Archives";"2 - Centres urbains intermédiaires";"86100";"";"";46.81512159;0.54918792;"Archives";"Châtellerault"
"Archives";"Communauté D agglomération du Grand Poitiers - Archives municipales";"1 - Grands centres urbains";"86000";"";"";46.56293105;0.31053803;"Archives";"Poitiers"
"Archives";"Conseil régional de Nouvelle-Aquitaine - Site de Poitiers - Service des Archives";"1 - Grands centres urbains";"86000";"";"";46.58079362;0.34267934;"Archives";"Poitiers"
"Archives";"Archives départementales des Vosges";"2 - Centres urbains intermédiaires";"88000";"";"";48.19885496;6.46038536;"Archives";"Epinal"
"Archives";"Commune D auxerre - Archives municipales";"2 - Centres urbains intermédiaires";"89290";"";"";47.79609246;3.57011061;"Archives";"Auxerre"
"Archives";"Commune de Gif-Sur-Yvette - Service Culture-Archives-Documentation";"1 - Grands centres urbains";"91190";"";"";48.701187;2.13657;"Archives";"Gif-sur-Yvette"
"Archives";"Commune D orsay - Service des Archives";"1 - Grands centres urbains";"91400";"";"";48.69903058;2.18765332;"Archives";"Orsay"
"Archives";"Commune D asnières-Sur-Seine - Service des Archives";"1 - Grands centres urbains";"92600";"";"";48.91069173;2.28898864;"Archives";"Asnières-sur-Seine"
"Archives";"Commune de Clamart - Service Archives-Documentation";"1 - Grands centres urbains";"92140";"";"";48.80062674;2.26311562;"Archives";"Clamart"
"Archives";"Commune de Clichy-La-Garenne - Service Archives-Documentation";"1 - Grands centres urbains";"92110";"";"";48.90402499;2.30606566;"Archives";"Clichy"
"Archives";"Commune de Villeneuve-La-Garenne - Service Archives-Documentation";"1 - Grands centres urbains";"92390";"";"";48.93588595;2.33276265;"Archives";"Villeneuve-la-Garenne"
"Archives";"Commune de Bondy - Service Documentation-Archives";"1 - Grands centres urbains";"93140";"";"";48.90200069;2.48125176;"Archives";"Bondy"
"Archives";"Commune D epinay-Sur-Seine - Archives communales";"1 - Grands centres urbains";"93800";"";"";48.95206139;2.31199599;"Archives";"Epinay-sur-Seine"
"Archives";"Commune de Noisy-Le-Sec - Service Documentation-Archives";"1 - Grands centres urbains";"93130";"";"";48.89006026;2.45173129;"Archives";"Noisy-le-Sec"
"Archives";"Commune de Pantin - Pôle Mémoire Et Patrimoine";"1 - Grands centres urbains";"93500";"";"";48.89690503;2.40122045;"Archives";"Pantin"
"Archives";"Conseil régional D ile-de-France - Service des Archives régionales";"1 - Grands centres urbains";"93400";"";"";48.91241966;2.331437;"Archives";"Saint-Ouen-sur-Seine"
"Archives";"Commune de Tremblay-En-France - Archives communales";"1 - Grands centres urbains";"93290";"";"";48.95160832;2.57089585;"Archives";"Tremblay-en-France"
"Archives";"Commune de Villepinte - Service Documentation-Archives";"1 - Grands centres urbains";"93420";"";"";48.96279441;2.53362137;"Archives";"Villepinte"
"Archives";"Commune de Bonneuil-Sur-Marne - Service Archives-Documentation";"1 - Grands centres urbains";"94380";"";"";48.76999801;2.48446094;"Archives";"Bonneuil-sur-Marne"
"Archives";"Commune de Bry-Sur-Marne - Archives municipales";"1 - Grands centres urbains";"94360";"";"";48.83522423;2.51982736;"Archives";"Bry-sur-Marne"
"Archives";"Commune de Chevilly-Larue - Service Documentation-Archives";"1 - Grands centres urbains";"94550";"";"";48.77125282;2.33867229;"Archives";"Chevilly-Larue"
"Archives";"Commune de Gentilly - Service Archives-Documentation";"1 - Grands centres urbains";"94250";"";"";48.81588792;2.34820231;"Archives";"Gentilly"
"Archives";"Commune D ivry-Sur-Seine - Service des Archives";"1 - Grands centres urbains";"94200";"";"";48.81195223;2.38790138;"Archives";"Ivry-sur-Seine"
"Archives";"Commune D orly - Service Archives-Documentation";"1 - Grands centres urbains";"94310";"";"";48.74396613;2.40184976;"Archives";"Orly"
"Archives";"Commune de Saint Maurice - Service Archives-Documentation";"1 - Grands centres urbains";"94410";"";"";48.81807253;2.42710858;"Archives";"Saint-Maurice"
"Archives";"Commune de Villejuif - Archives communales";"1 - Grands centres urbains";"94800";"";"";48.79281335;2.36308131;"Archives";"Villejuif"
"Archives";"Commune de Villeneuve-Saint-Georges - Service des Archives";"1 - Grands centres urbains";"94190";"";"";48.73409558;2.44829093;"Archives";"Villeneuve-Saint-Georges"
"Archives";"Commune de Vitry-Sur-Seine - Service Archives-Documentation";"1 - Grands centres urbains";"94400";"";"";48.78858659;2.3885441;"Archives";"Vitry-sur-Seine"
"Archives";"Archives départementales du Val-D oise";"1 - Grands centres urbains";"95000";"";"";49.03333765;2.08781457;"Archives";"Pontoise"
"Archives";"Commune de La Trinité - Service Archives-Documentation";"4 - Ceintures urbaines";"97220";"";"";14.73862324;-60.96307587;"Archives";"La_Trinité"
"Archives";"Commune de Petite-Ile - Service des Archives";"4 - Ceintures urbaines";"97429";"";"";-21.35582473;55.56596944;"Archives";"Petite-Ile"
"Archives";"Commune de Saint-denis-de-La-Réunion - Archives municipales";"1 - Grands centres urbains";"97400";"";"";-20.88570163;55.47572906;"Archives";"Saint-Denis"
"Archives";"Commune de Saint-Joseph - Service des Archives";"4 - Ceintures urbaines";"97480";"";"";-21.37877491;55.61910687;"Archives";"Saint-Joseph"
"Archives";"Commune de Sainte-Marie - Service des Archives";"4 - Ceintures urbaines";"97438";"";"";-20.89693107;55.54924733;"Archives";"Sainte-Marie"
"Archives";"Commune de Sainte-Suzanne - Service des Archives";"4 - Ceintures urbaines";"97441";"";"";-20.90525821;55.60676876;"Archives";"Sainte-Suzanne"
"Archives";"Archives départementales de Mayotte";"1 - Grands centres urbains";"97600";"";"";-12.761829;45.228272;"Archives";"Mamoudzou"
"Archives";"Communauté D agglomération du Soissonnais - Service des Archives";"4 - Ceintures urbaines";"02880";"";"";49.40059491;3.32885188;"Archives";"Cuffies"
"Archives";"Commune de Digne-Les-Bains - Archives communales";"3 - Petites villes";"04000";"";"";44.09326696;6.23546967;"Archives";"Digne-les-Bains"
"Archives";"Commune D embrun - Archives communales";"3 - Petites villes";"05200";"";"";44.56313999;6.49864385;"Archives";"Embrun"
"Archives";"Commune de Cannes - Archives municipales - Salle de Lecture";"1 - Grands centres urbains";"06400";"";"";43.562254;7.026324;"Archives";"Cannes"
"Archives";"Commune de Mandelieu-La-Napoule - Archives municipales";"1 - Grands centres urbains";"06210";"";"";43.53949;6.935724;"Archives";"Mandelieu-la-Napoule"
"Archives";"Commune de Bourg-Saint-Andéol - Service des Archives";"3 - Petites villes";"07700";"";"";44.36948216;4.64594734;"Archives";"Bourg-Saint-Andéol"
