NOM,CP,DOMAINE_SOUS_TYPE,COMMUNE,numdep,nomdept,nomReg,codeReg,ENTRE_GRATUIT,ENTRE_PAYANT,ENTRE_TOTAL
Maison-musée Maurice Ravel,78370,Histoire,MONTFORT-L_AMAURY,78,YVELINES,Île-de-France,11,72.0,687.0,759.0
Edition999,75018,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Fédération Leo Lagrange,75018,Art,PARIS,75,PARIS,Île-de-France,11,,,
Fonds d art contemporain - Paris Collections,75018,Art,PARIS,75,PARIS,Île-de-France,11,,,
Abcdr du son,75018,Art,PARIS,75,PARIS,Île-de-France,11,,,
musée de Montmartre,75018,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,5205.0,62468.0,67673.0
Karwan,13320,Art,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
maison de la canne,97229,Histoire,LES_TROIS-ILETS,972,MARTINIQUE,Martinique,2,272.0,3845.0,4117.0
Musée de la Romanité,93300,Archéologie,NÎMES,93,SEINE-SAINT-DENIS,Île-de-France,11,,,
Fondation Vasarely,13100,Art,AIX EN PROVENCE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
musée Archéologique Théo Desplans,84110,Archéologie,VAISON-LA-ROMAINE,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,7661.0,39395.0,47056.0
Ecomusée du Pays de Montfort,04600,Histoire,MONTFORT,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,0.0,6224.0,6224.0
musée de l abbaye Sainte-Croix,85800,Archéologie,LES_SABLES_D_OLONNE,85,VENDEE,Pays de la Loire,52,3849.0,11681.0,15530.0
musée Henri Boez,59600,Archéologie,MAUBEUGE,59,NORD,Hauts-de-France,32,919.0,0.0,919.0
musée de l Affiche,52000,Art,CHAUMONT,52,HAUTE-MARNE,Grand Est,44,18000.0,0.0,18000.0
musée des Beaux-Arts et d Archéologie,52000,Archéologie,CHAUMONT,52,HAUTE-MARNE,Grand Est,44,1610.0,503.0,2113.0
musée de l académie de la Val d Isère,73600,Archéologie,MOÛTIERS,73,SAVOIE,Auvergne-Rhône-Alpes,84,70.0,20.0,90.0
musée des Jacobins,29600,Archéologie,MORLAIX,29,FINISTERE,Bretagne,53,1097.0,3877.0,4974.0
musée Frédéric Japy,90500,Ethnologie,BEAUCOURT,90,TERRITOIRE DE BELFORT,Bourgogne-Franche-Comté,27,230.0,671.0,901.0
musée Jean Jaurès,81100,Histoire,CASTRES,81,TARN,Occitanie,76,3920.0,2157.0,6077.0
musée Goya,81100,Arts décoratif,CASTRES,81,TARN,Occitanie,76,4536.0,0.0,4536.0
musée du Palais des Evêques,09190,Archéologie,SAINT-LIZIER,09,ARIEGE,Occitanie,76,408.0,11502.0,11910.0
musée de la terre ardéchoise,07000,Histoire,PRIVAS,07,ARDECHE,Auvergne-Rhône-Alpes,84,60.0,150.0,210.0
musée Saint-Nazaire,71140,Archéologie,BOURBON-LANCY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,697.0,0.0,697.0
Forum antique de Bavay,59570,Archéologie,BAVAY,59,NORD,Hauts-de-France,32,900.0,4934.0,5834.0
musée paléontologique,63560,Sciences de la nature,MENAT,63,PUY-DE-DOME,Auvergne-Rhône-Alpes,84,,,
"Ethnothèque, Musée des Boucles de la Seine Normande",76940,Arts décoratif,NOTRE-DAME-DE-BLIQUETUIT,76,SEINE-MARITIME,Normandie,28,1600.0,0.0,1600.0
musée oléronais Aliénor d Aquitaine,17260,Archéologie,SAINT-PIERRE-D_OLERON,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,1886.0,7785.0,9671.0
musée national de La Marine,56290,Histoire,PORT-LOUIS,56,MORBIHAN,Bretagne,53,21307.0,29665.0,50972.0
musée municipal des beaux-arts,47000,Archéologie,AGEN,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,1478.0,9575.0,11053.0
musée de la forge,09250,Art,MONTGAILHARD,09,ARIEGE,Occitanie,76,0.0,11974.0,11974.0
musée Théodore Calbet,82170,Archéologie,GRISOLLES,82,TARN-ET-GARONNE,Occitanie,76,1428.0,0.0,1428.0
musée Guillon du compagnonnage,71570,Sciences de la nature,ROMANECHE-THORINS,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,0.0,2783.0,2783.0
musée Langlois,14950,Histoire,BEAUMONT-EN-AUGE,14,CALVADOS,Normandie,28,0.0,785.0,785.0
Ville de Roubaix,59100,Sciences de la nature,ROUBAIX,59,NORD,Hauts-de-France,32,,,
La Piscine - Musée d art et d industrie André Diligent de Roubaix,59100,Art,ROUBAIX,59,NORD,Hauts-de-France,32,,,
La Condition Publique,59100,Art,ROUBAIX,59,NORD,Hauts-de-France,32,,,
La Piscine – musée d’art et d’industrie André Diligent de Roubaix,59100,Arts décoratif,ROUBAIX,59,NORD,Hauts-de-France,32,81692.0,57497.0,139189.0
musée Toulouse-Lautrec,81000,Archéologie,ALBI,81,TARN,Occitanie,76,15802.0,69609.0,85411.0
Compagnie d Irulaane,37350,Sciences de la nature,LE GRAND-PRESSIGNY,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,,,
musée départemental de préhistoire,37350,Archéologie,LE_GRAND-PRESSIGNY,37,INDRE-ET-LOIRE,Centre-Val de Loire,24,1962.0,7973.0,9935.0
Musée municipal de Pontarlier,25300,Archéologie,PONTARLIER,25,DOUBS,Bourgogne-Franche-Comté,27,,,
musée municipal,25300,Archéologie,PONTARLIER,25,DOUBS,Bourgogne-Franche-Comté,27,3398.0,317.0,3715.0
musée du tabac,24100,Arts décoratif,BERGERAC,24,DORDOGNE,Nouvelle-Aquitaine,75,1600.0,5359.0,6959.0
musée Rambolitrain,78120,Histoire,RAMBOUILLET,78,YVELINES,Île-de-France,11,0.0,8358.0,8358.0
musée du Vieux-Château,53000,Archéologie,LAVAL,53,MAYENNE,Pays de la Loire,52,21703.0,1710.0,23413.0
Musée d art naïf et d arts singuliers,53000,Musées,LAVAL,53,MAYENNE,Pays de la Loire,52,,,
musée des sciences,53000,Archéologie,LAVAL,53,MAYENNE,Pays de la Loire,52,0.0,14076.0,14076.0
musée de la Chartreuse,59500,Arts décoratif,DOUAI,59,NORD,Hauts-de-France,32,9032.0,3489.0,12521.0
Médiathèque Pablo Neruda de Malakoff/ Vallée Sud-Grand Paris,92240,Art,MALAKOFF,92,HAUTS-DE-SEINE,Île-de-France,11,,,
Le Mans - Villes et Pays d art et d histoire -,72000,Histoire,LE MANS,72,SARTHE,Pays de la Loire,52,,,
musée Vert Véron-de-Forbonnais,72000,Sciences de la nature,LE_MANS,72,SARTHE,Pays de la Loire,52,5680.0,1776.0,7456.0
musée de Tessé,72000,Archéologie,LE_MANS,72,SARTHE,Pays de la Loire,52,16574.0,3228.0,19802.0
musée de la Reine Bérengère,72000,Histoire,LE_MANS,72,SARTHE,Pays de la Loire,52,8379.0,54.0,8433.0
musée de préhistoire Miln-le-Rouzic,56340,Archéologie,CARNAC,56,MORBIHAN,Bretagne,53,3794.0,19562.0,23356.0
"centre historique minier, musée de la mine, centre d’archives, centre de culture scientifique de l’énergie",59287,Sciences de la nature,LEWARDE,59,NORD,Hauts-de-France,32,9257.0,62885.0,72142.0
musée de la Société d Histoire et d Archéologie,01470,Archéologie,BRIORD,01,AIN,Auvergne-Rhône-Alpes,84,264.0,44.0,308.0
musée Edmond Rostand,64250,Arts décoratif,CAMBO-LES-BAINS,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,5526.0,67036.0,72562.0
forge-musée,90170,Ethnologie,ETUEFFONT,90,TERRITOIRE DE BELFORT,Bourgogne-Franche-Comté,27,319.0,253.0,572.0
musée du débarquement,14390,Histoire,ARROMANCHES,14,CALVADOS,Normandie,28,2873.0,103497.0,106370.0
musée archéologique,04110,Archéologie,VACHERES,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,281.0,398.0,679.0
musée du cartonnage et de l imprimerie,84600,Histoire,VALREAS,84,VAUCLUSE,Provence-Alpes-Côte d Azur,93,0.0,3433.0,3433.0
musée de Thonon-les-Bains,74200,Archéologie,THONON-LES-BAINS,74,HAUTE-SAVOIE,Auvergne-Rhône-Alpes,84,4211.0,0.0,4211.0
musée du Charroi Rural,12120,Sciences de la nature,SALMIECH,12,AVEYRON,Occitanie,76,630.0,0.0,630.0
muséum d histoire naturelle,62200,Sciences de la nature,BOULOGNE-SUR-MER,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée de Boulogne-sur-Mer,62200,Archéologie,BOULOGNE-SUR-MER,62,PAS-DE-CALAIS,Hauts-de-France,32,9657.0,8150.0,17807.0
Château d Auvers,95430,Histoire,AUVERS-SUR-OISE,95,VAL-D OISE,Île-de-France,11,,,
musée Daubigny,95430,Art,AUVERS-SUR-OISE,95,VAL-D OISE,Île-de-France,11,781.0,4543.0,5324.0
Théatre Molière Scène Nationale Archipel de Thau,34600,Arts décoratif,SÈTE,34,HERAULT,Occitanie,76,,,
musée de la Cloche et de la Sonnaille,34600,Art,HEREPIAN,34,HERAULT,Occitanie,76,830.0,1649.0,2479.0
musée municipal de l’hôtel de Sully,86100,Arts décoratif,CHATELLERAULT,86,VIENNE,Nouvelle-Aquitaine,75,2741.0,0.0,2741.0
château-musée de Saumur,49400,Archéologie,SAUMUR,49,MAINE-ET-LOIRE,Pays de la Loire,52,12709.0,59301.0,72010.0
musée Jérôme Carcopino,20270,Archéologie,ALERIA,2B,HAUTE-CORSE,Corse,94,6752.0,14779.0,21531.0
musée archéologique,04500,Archéologie,RIEZ-LA-ROMAINE,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,90.0,223.0,313.0
musée départemental de préhistoire,04500,Archéologie,QUINSON,04,ALPES-DE-HAUTE-PROVENCE,Provence-Alpes-Côte d Azur,93,4374.0,45551.0,49925.0
"Musée d art contemporain de la Haute-Vienne, château de Rochechouart",87600,Art,ROCHECHOUART,87,HAUTE-VIENNE,Nouvelle-Aquitaine,75,,,
musée départemental d Art Contemporain,87600,Archéologie,ROCHECHOUART,87,HAUTE-VIENNE,Nouvelle-Aquitaine,75,4256.0,6350.0,10606.0
musée municipal,59124,Art,ESCAUDAIN,59,NORD,Hauts-de-France,32,,,
musée de l Image Populaire,67203,Arts décoratif,VAL-DE-MODER,67,BAS-RHIN,Grand Est,44,533.0,1156.0,1689.0
musée municipal Jean Peské,66190,Art,COLLIOURE,66,PYRENEES-ORIENTALES,Occitanie,76,0.0,7348.0,7348.0
musée Alphonse Daudet,13990,Histoire,FONTVIEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,224.0,1324.0,1548.0
musée Municipal,53500,Archéologie,ERNEE,53,MAYENNE,Pays de la Loire,52,32.0,0.0,32.0
musée archéologique,41140,Archéologie,THESEE,41,LOIR-ET-CHER,Centre-Val de Loire,24,34.0,0.0,34.0
Ecomusée des Monts du Forez,42550,Arts décoratif,USSON-EN-FOREZ,42,LOIRE,Auvergne-Rhône-Alpes,84,485.0,1696.0,2181.0
musée d Art et d Histoire,49300,Histoire,CHOLET,49,MAINE-ET-LOIRE,Pays de la Loire,52,5933.0,993.0,6926.0
musée du Textile,49300,Sciences de la nature,CHOLET,49,MAINE-ET-LOIRE,Pays de la Loire,52,4375.0,2911.0,7286.0
port-musée,29100,Archéologie,DOUARNENEZ,29,FINISTERE,Bretagne,53,4.0,26323.0,26327.0
musée de Vulliod Saint-Germain,34120,Arts décoratif,PEZENAS,34,HERAULT,Occitanie,76,36.0,56.0,92.0
musée de l école de Barbizon - auberge Ganne,77630,Archéologie,BARBIZON,77,SEINE-ET-MARNE,Île-de-France,11,0.0,9152.0,9152.0
musée Despiau Wlérick,40000,Art,MONT-DE-MARSAN,40,LANDES,Nouvelle-Aquitaine,75,2703.0,779.0,3482.0
musée de la mytiliculture,17137,Sciences de la nature,ESNANDES,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,0.0,779.0,779.0
musée Basque et de l Histoire de Bayonne,64100,Archéologie,BAYONNE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,13584.0,15258.0,28842.0
Programme Bilketa,64100,Histoire,BAYONNE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,,,
"Musée Bonnat-Helleu, musée des beaux-arts de Bayonne",64100,Histoire,BAYONNE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,,,
"musée Bonnat-Helleu, musée des Beaux-Arts de Bayonne",64100,Histoire,BAYONNE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,3769.0,0.0,3769.0
muséum d histoire naturelle,64100,Sciences de la nature,BAYONNE,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,7099.0,0.0,7099.0
Editions Le Robert,75002,Sciences de la nature,PARIS,75,PARIS,Île-de-France,11,,,
Institut national d’histoire de l’art (INHA),75002,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
École nationale des chartes,75002,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Opéra Comique,75002,Art,PARIS,75,PARIS,Île-de-France,11,,,
Musée de Cluny - musée national du Moyen Âge,75002,Musées,PARIS,75,PARIS,Île-de-France,11,,,
musée de la Légion étrangère,13400,Histoire,AUBAGNE_ET_PUYLOUBIER,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,7155.0,0.0,7155.0
musée de la Folie Marco,67140,Arts décoratif,BARR,67,BAS-RHIN,Grand Est,44,1878.0,1651.0,3529.0
Écomusée de la région,59132,Arts décoratif,TRELON,59,NORD,Hauts-de-France,32,,,
UMA,75011,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Abandonware France,75011,Histoire,PARIS,75,PARIS,Île-de-France,11,,,
Festival Little CIRCULATION(S),75011,Arts décoratif,PARIS,75,PARIS,Île-de-France,11,,,
musée de la Tour-aux-Puces,57100,Archéologie,THIONVILLE,57,MOSELLE,Grand Est,44,5035.0,714.0,5749.0
Collectivité de Corse,20200,Histoire,VILLE DI PIETRABUGNO,2B,HAUTE-CORSE,Corse,94,,,
musée d’ethnographie corse,20200,Archéologie,BASTIA,2B,HAUTE-CORSE,Corse,94,15833.0,6334.0,22167.0
Libre Théâtre,22000,Sciences de la nature,SAINT-BRIEUC,22,COTES-D ARMOR,Bretagne,53,,,
Musée d art et d histoire,22000,Photographie,SAINT-BRIEUC,22,COTES-D ARMOR,Bretagne,53,,,
musée d art et d histoire,22000,Histoire,SAINT-BRIEUC,22,COTES-D ARMOR,Bretagne,53,11119.0,0.0,11119.0
musée de Bibracte,71990,Archéologie,SAINT-LEGER-SOUS-BEUVRAY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,5393.0,26108.0,31501.0
Musée de Bibracte,71990,Archéologie,SAINT-LÉGER-SOUS-BEUVRAY,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,,,
atelier- musée,40430,Histoire,LUXEY,40,LANDES,Nouvelle-Aquitaine,75,0.0,926.0,926.0
Mucem (Musée des civilisations de l Europe et de la Méditerranée),13190,Musées,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
Réseau Diagonal,13190,Art,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
musée des docks romains,13190,Archéologie,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,426.0,0.0,426.0
musée d archéologie méditerranéenne,13190,Archéologie,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,0.0,28782.0,28782.0
musée de l Armagnac,32100,Arts décoratif,CONDOM,32,GERS,Occitanie,76,691.0,0.0,691.0
musée Louis Français,88370,Archéologie,PLOMBIERES-LES-BAINS,88,VOSGES,Grand Est,44,200.0,159.0,359.0
musée bigouden,29160,Histoire,PONT-L_ABBE,29,FINISTERE,Bretagne,53,2491.0,8290.0,10781.0
musée René Beaucaire,13800,Archéologie,ISTRES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,4251.0,0.0,4251.0
musée des dentelles et broderies,59540,,CAUDRY,59,NORD,Hauts-de-France,32,1690.0,2713.0,4403.0
musée d histoire et d archéologie,33330,,SAINT-EMILION,33,GIRONDE,Nouvelle-Aquitaine,75,,,
Planétarium de Vaulx-en-Velin,69120,Sciences de la nature,VAULX-EN-VELIN,69,RHONE,Auvergne-Rhône-Alpes,84,,,
musée d archéologie et d histoire locale,59220,Archéologie,DENAIN,59,NORD,Hauts-de-France,32,,,
Département des Recherches Archéologiques Subaquatiques et Sous-Marines (Drassm ),13720,Archéologie,MARSEILLE,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,,,
musée archéologique du lac de Paladru,38850,Archéologie,MONTFERRAT_(CHARAVINES),38,ISERE,Auvergne-Rhône-Alpes,84,653.0,7815.0,8468.0
Archives départementales - Cher,18000,Histoire,BOURGES,18,CHER,Centre-Val de Loire,24,,,
musée du Berry,18000,Archéologie,BOURGES,18,CHER,Centre-Val de Loire,24,3971.0,1340.0,5311.0
musée des arts décoratifs,18000,Arts décoratif,BOURGES,18,CHER,Centre-Val de Loire,24,745.0,4313.0,5058.0
muséum d histoire naturelle Gabriel Foucher,18000,Sciences de la nature,BOURGES,18,CHER,Centre-Val de Loire,24,20776.0,4445.0,25221.0
musée des Meilleurs Ouvriers de France,18000,Arts décoratif,BOURGES,18,CHER,Centre-Val de Loire,24,950.0,4089.0,5039.0
musée Estève,18000,Art,BOURGES,18,CHER,Centre-Val de Loire,24,2740.0,1338.0,4078.0
musée Archéologique,17100,Archéologie,SAINTES,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,563.0,1918.0,2481.0
musée Dupuy - Mestreau,17100,Arts décoratif,SAINTES,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,379.0,1536.0,1915.0
musée du Présidial,17100,Arts décoratif,SAINTES,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,2151.0,801.0,2952.0
musée de l Echevinage,17100,Arts décoratif,SAINTES,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,476.0,1254.0,1730.0
musée des Beaux-Arts,62000,Archéologie,ARRAS,62,PAS-DE-CALAIS,Hauts-de-France,32,14234.0,293.0,14527.0
Archives départementales - Pas-de-Calais,62000,Histoire,DAINVILLE,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
Maison de l Archéologie du Pas-de-Calais,62000,Archéologie,DAINVILLE,62,PAS-DE-CALAIS,Hauts-de-France,32,,,
musée Ziem,13500,Archéologie,MARTIGUES,13,BOUCHES-DU-RHONE,Provence-Alpes-Côte d Azur,93,6249.0,0.0,6249.0
Muséum d Histoire naturelle,17000,Sciences de la nature,LA ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,,,
musée d Orbigny Bernon,17000,Archéologie,LA_ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,5545.0,1809.0,7354.0
muséum d histoire naturelle et d ethnographie,17000,Archéologie,LA_ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,26863.0,10019.0,36882.0
musée Protestant,17000,Histoire,LA_ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,223.0,322.0,545.0
musée du Nouveau Monde,17000,Arts décoratif,LA_ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,7580.0,5708.0,13288.0
musée des Beaux-Arts,17000,Art,LA_ROCHELLE,17,CHARENTE-MARITIME,Nouvelle-Aquitaine,75,10612.0,8018.0,18630.0
musée municipal,59190,Arts décoratif,HAZEBROUCK,59,NORD,Hauts-de-France,32,4115.0,0.0,4115.0
musée Municipal,76170,Archéologie,LILLEBONNE,76,SEINE-MARITIME,Normandie,28,0.0,2870.0,2870.0
musée Sundgauvien,68130,Archéologie,ALTKIRCH,68,HAUT-RHIN,Grand Est,44,1008.0,482.0,1490.0
musée des Civilisations : Daniel Pouget,42120,Art,SAINT-JUST_SAINT-RAMBERT,42,LOIRE,Auvergne-Rhône-Alpes,84,1360.0,591.0,1951.0
musée - centre de documentation Alfred Desmasures,02500,Arts décoratif,HIRSON,02,AISNE,Hauts-de-France,32,1296.0,0.0,1296.0
musée municipal de Gajac,47300,Arts décoratif,VILLENEUVE-SUR-LOT,47,LOT-ET-GARONNE,Nouvelle-Aquitaine,75,1489.0,1663.0,3152.0
Domaine des Saveurs – Les Planons,01380,Arts décoratif,SAINT-CYR-SUR-MENTHON,01,AIN,Auvergne-Rhône-Alpes,84,3818.0,4131.0,7949.0
musée Fernand Desmoulins,24440,Archéologie,BRANTOME-EN-PERIGORD,24,DORDOGNE,Nouvelle-Aquitaine,75,0.0,35268.0,35268.0
musée de site médiéval,24440,Archéologie,SAINT-AVIT-SENIEUR,24,DORDOGNE,Nouvelle-Aquitaine,75,5000.0,0.0,5000.0
musée municipal,64350,Histoire,GUETARY,64,PYRENEES-ATLANTIQUES,Nouvelle-Aquitaine,75,1253.0,840.0,2093.0
musée Vauban,68600,Histoire,NEUF-BRISACH,68,HAUT-RHIN,Grand Est,44,,,
musée gallo-romain,68600,Archéologie,BIESHEIM,68,HAUT-RHIN,Grand Est,44,809.0,172.0,981.0
musée municipal,50510,Art,CHERBOURG-EN-COTENTIN,50,MANCHE,Normandie,28,2610.0,0.0,2610.0
musée barrois,55000,Archéologie,BAR-LE-DUC,55,MEUSE,Grand Est,44,494.0,191.0,685.0
musée de Flandre,59670,Arts décoratif,CASSEL,59,NORD,Hauts-de-France,32,16204.0,13720.0,29924.0
musée Alexandre Dumas,02600,Arts décoratif,VILLERS-COTTERETS,02,AISNE,Hauts-de-France,32,871.0,521.0,1392.0
Ecomusée de la Bresse Bourguignonne,71270,Arts décoratif,PIERRE-DE-BRESSE,71,SAONE-ET-LOIRE,Bourgogne-Franche-Comté,27,3357.0,15888.0,19245.0
musée d histoire et d archéologie de Die et du Diois,26150,Archéologie,DIE,26,DROME,Auvergne-Rhône-Alpes,84,1507.0,1082.0,2589.0
musée des Beaux-Arts et d Histoire Naturelle,28200,Archéologie,CHATEAUDUN,28,EURE-ET-LOIR,Centre-Val de Loire,24,1391.0,1130.0,2521.0
musée militaire et Erckmann-Chatrian,57370,Histoire,PHALSBOURG,57,MOSELLE,Grand Est,44,0.0,141.0,141.0
musée Au fil du papier,54700,Arts décoratif,PONT-A-MOUSSON,54,MEURTHE-ET-MOSELLE,Grand Est,44,1251.0,1129.0,2380.0
musée de la bière et du pays de Stenay,55700,Histoire,STENAY,55,MEUSE,Grand Est,44,11029.0,3241.0,14270.0
musée-château Gaston Phébus,65130,,MAUVEZIN,65,HAUTES-PYRENEES,Occitanie,76,,,
musée du Pays de Luchon,31110,Archéologie,BAGNERES-DE-LUCHON,31,HAUTE-GARONNE,Occitanie,76,0.0,517.0,517.0
musée de Fontenay-le-Comte,85200,Archéologie,FONTENAY-LE-COMTE,85,VENDEE,Pays de la Loire,52,642.0,1061.0,1703.0
musée de la Céramique de Desvres,62240,Arts décoratif,DESVRES,62,PAS-DE-CALAIS,Hauts-de-France,32,813.0,3414.0,4227.0
musée Municipal,21140,Archéologie,SEMUR-EN-AUXOIS,21,COTE-D OR,Bourgogne-Franche-Comté,27,1624.0,1200.0,2824.0
musée national de la maison Bonaparte,20000,Arts décoratif,AJACCIO,2A,CORSE-DU-SUD,Corse,94,13777.0,22795.0,36572.0
musée napoléonien,20000,,AJACCIO,2A,CORSE-DU-SUD,Corse,94,1697.0,3826.0,5523.0
musée palais Fesch,20000,Arts décoratif,AJACCIO,2A,CORSE-DU-SUD,Corse,94,12310.0,27747.0,40057.0
musée des beaux-arts et des arts décoratifs,32300,Arts décoratif,MIRANDE,32,GERS,Occitanie,76,1093.0,0.0,1093.0
Musée Alpin Chamonix,74400,Musées,CHAMONIX-MONT-BLANC,74,HAUTE-SAVOIE,Auvergne-Rhône-Alpes,84,,,
musée Alpin,74400,Histoire,CHAMONIX_MONT-BLANC,74,HAUTE-SAVOIE,Auvergne-Rhône-Alpes,84,3026.0,5456.0,8482.0
musée Archéologique d Argentomagus,54800,Archéologie,SAINT-MARCEL,54,MEURTHE-ET-MOSELLE,Grand Est,44,3119.0,5039.0,8158.0
musée de la Résistance bretonne,54800,Histoire,SAINT-MARCEL,54,MEURTHE-ET-MOSELLE,Grand Est,44,1754.0,2955.0,4709.0
musée des Traditions et Arts Normands,76116,Arts décoratif,MARTAINVILLE-EPREVILLE,76,SEINE-MARITIME,Normandie,28,27551.0,10007.0,37558.0
musée du château,91410,Archéologie,DOURDAN,91,ESSONNE,Île-de-France,11,5499.0,5658.0,11157.0
Le Beffroi - musée Boucher de Perthes - Manessier,80100,Archéologie,ABBEVILLE,80,SOMME,Hauts-de-France,32,,,
Musee archéologique de l Oise,60120,Archéologie,VENDEUIL-CAPLY,60,OISE,Hauts-de-France,32,,,
musée archéologique de l Oise,60120,Archéologie,VENDEUIL-CAPLY,60,OISE,Hauts-de-France,32,2569.0,6587.0,9156.0
Paris Musées,75010,Archéologie,PARIS,75,PARIS,Île-de-France,11,,,
Ask Mona,75010,Art,PARIS,75,PARIS,Île-de-France,11,,,
musée du Vin de Bourgogne,21200,Arts décoratif,BEAUNE,21,COTE-D OR,Bourgogne-Franche-Comté,27,1725.0,13977.0,15702.0
musée Marey,21200,Industrie,BEAUNE,21,COTE-D OR,Bourgogne-Franche-Comté,27,977.0,4156.0,5133.0
Compagnie Les Dramaticules,94230,Sciences de la nature,CACHAN,94,VAL-DE-MARNE,Île-de-France,11,,,
Centre d art contemporain La Traverse,94140,Art,ALFORTVILLE,94,VAL-DE-MARNE,Île-de-France,11,,,
musée Fragonard,94700,Sciences de la nature,MAISONS-ALFORT,94,VAL-DE-MARNE,Île-de-France,11,2500.0,1957.0,4457.0
musée précolombien Edgar Clerc,97160,Archéologie,LE_MOULE,971,GUADELOUPE,Guadeloupe,1,2843.0,0.0,2843.0
musée des beaux-arts,97120,Archéologie,SAINT-CLAUDE,971,GUADELOUPE,Guadeloupe,1,2236.0,5154.0,7390.0
Ecomusée de Marie-Galante,97112,Archéologie,GRAND-BOURG,971,GUADELOUPE,Guadeloupe,1,11222.0,0.0,11222.0
MuPop,03290,Musique,MONTLUÇON,03,ALLIER,Auvergne-Rhône-Alpes,84,1732.0,13708.0,15440.0
Médiathèques Moulins Communauté,03000,Sciences de la nature,MOULINS,03,ALLIER,Auvergne-Rhône-Alpes,84,,,
Centre-Sciences,03000,Sciences de la nature,ORLÉANS,03,ALLIER,Auvergne-Rhône-Alpes,84,,,
Centre national du costume de scène,03000,Histoire,MOULINS,03,ALLIER,Auvergne-Rhône-Alpes,84,,,
CAUE de l Allier,03000,Histoire,MOULINS,03,ALLIER,Auvergne-Rhône-Alpes,84,,,
centre national du costume de scène et de la scénographie,03000,Arts décoratif,MOULINS-SUR-ALLIER,03,ALLIER,Auvergne-Rhône-Alpes,84,12395.0,30798.0,43193.0
musée Anne de Beaujeu,03000,Archéologie,MOULINS-SUR-ALLIER,03,ALLIER,Auvergne-Rhône-Alpes,84,6197.0,10981.0,17178.0
musée rural de la Sologne bourbonnaise,03470,Histoire,SALIGNY-SUR-ROUDON,03,ALLIER,Auvergne-Rhône-Alpes,84,125.0,0.0,125.0
musée d’histoire du XXe siecle,03190,Histoire,ESTIVAREILLES,03,ALLIER,Auvergne-Rhône-Alpes,84,1400.0,478.0,1878.0
musée des arts africains et asiatiques (maison du missionnaire),03200,Arts décoratif,VICHY,03,ALLIER,Auvergne-Rhône-Alpes,84,,,
